#    L    TT             EE             BB             TE          
   745   0.219929E+04   0.292012E+02   0.813964E-01  -0.133929E+03
   746   0.220755E+04   0.289444E+02   0.815108E-01  -0.134006E+03
   747   0.221581E+04   0.286847E+02   0.816259E-01  -0.134062E+03
   748   0.222414E+04   0.284245E+02   0.817417E-01  -0.134082E+03
   749   0.223247E+04   0.281607E+02   0.818583E-01  -0.134073E+03
   750   0.224072E+04   0.278971E+02   0.819754E-01  -0.134021E+03
   751   0.224897E+04   0.276314E+02   0.820933E-01  -0.133933E+03
   752   0.225722E+04   0.273658E+02   0.822117E-01  -0.133802E+03
   753   0.226539E+04   0.270974E+02   0.823308E-01  -0.133643E+03
   754   0.227349E+04   0.268292E+02   0.824505E-01  -0.133440E+03
   755   0.228166E+04   0.265596E+02   0.825707E-01  -0.133208E+03
   756   0.228960E+04   0.262894E+02   0.826916E-01  -0.132941E+03
   757   0.229770E+04   0.260193E+02   0.828129E-01  -0.132631E+03
   758   0.230557E+04   0.257479E+02   0.829348E-01  -0.132285E+03
   759   0.231351E+04   0.254758E+02   0.830571E-01  -0.131911E+03
   760   0.232130E+04   0.252038E+02   0.831799E-01  -0.131500E+03
   761   0.232902E+04   0.249319E+02   0.833032E-01  -0.131054E+03
   762   0.233681E+04   0.246602E+02   0.834269E-01  -0.130573E+03
   763   0.234438E+04   0.243892E+02   0.835510E-01  -0.130055E+03
   764   0.235195E+04   0.241176E+02   0.836755E-01  -0.129510E+03
   765   0.235937E+04   0.238461E+02   0.838003E-01  -0.128921E+03
   766   0.236679E+04   0.235761E+02   0.839254E-01  -0.128304E+03
   767   0.237406E+04   0.233070E+02   0.840509E-01  -0.127651E+03
   768   0.238126E+04   0.230379E+02   0.841766E-01  -0.126955E+03
   769   0.238838E+04   0.227689E+02   0.843026E-01  -0.126239E+03
   770   0.239535E+04   0.225021E+02   0.844288E-01  -0.125486E+03
   771   0.240225E+04   0.222361E+02   0.845552E-01  -0.124699E+03
   772   0.240901E+04   0.219717E+02   0.846818E-01  -0.123867E+03
   773   0.241569E+04   0.217087E+02   0.848085E-01  -0.123016E+03
   774   0.242222E+04   0.214473E+02   0.849353E-01  -0.122136E+03
   775   0.242875E+04   0.211874E+02   0.850623E-01  -0.121220E+03
   776   0.243498E+04   0.209297E+02   0.851892E-01  -0.120276E+03
   777   0.244115E+04   0.206734E+02   0.853162E-01  -0.119296E+03
   778   0.244739E+04   0.204195E+02   0.854433E-01  -0.118281E+03
   779   0.245326E+04   0.201677E+02   0.855702E-01  -0.117245E+03
   780   0.245905E+04   0.199166E+02   0.856972E-01  -0.116173E+03
   781   0.246478E+04   0.196700E+02   0.858240E-01  -0.115081E+03
   782   0.247028E+04   0.194249E+02   0.859507E-01  -0.113968E+03
   783   0.247571E+04   0.191826E+02   0.860773E-01  -0.112811E+03
   784   0.248099E+04   0.189433E+02   0.862037E-01  -0.111626E+03
   785   0.248606E+04   0.187062E+02   0.863299E-01  -0.110421E+03
   786   0.249105E+04   0.184720E+02   0.864558E-01  -0.109164E+03
   787   0.249582E+04   0.182414E+02   0.865815E-01  -0.107895E+03
   788   0.250044E+04   0.180130E+02   0.867069E-01  -0.106604E+03
   789   0.250492E+04   0.177867E+02   0.868319E-01  -0.105293E+03
   790   0.250933E+04   0.175663E+02   0.869566E-01  -0.103945E+03
   791   0.251352E+04   0.173480E+02   0.870809E-01  -0.102570E+03
   792   0.251756E+04   0.171341E+02   0.872048E-01  -0.101181E+03
   793   0.252138E+04   0.169245E+02   0.873282E-01  -0.997556E+02
   794   0.252499E+04   0.167186E+02   0.874511E-01  -0.983170E+02
   795   0.252845E+04   0.165154E+02   0.875735E-01  -0.968500E+02
   796   0.253191E+04   0.163174E+02   0.876953E-01  -0.953693E+02
   797   0.253500E+04   0.161222E+02   0.878166E-01  -0.938602E+02
   798   0.253795E+04   0.159320E+02   0.879373E-01  -0.923374E+02
   799   0.254075E+04   0.157461E+02   0.880573E-01  -0.907934E+02
   800   0.254341E+04   0.155638E+02   0.881767E-01  -0.892284E+02
   801   0.254585E+04   0.153866E+02   0.882954E-01  -0.876495E+02
   802   0.254800E+04   0.152136E+02   0.884134E-01  -0.860347E+02
   803   0.255015E+04   0.150442E+02   0.885306E-01  -0.844209E+02
   804   0.255201E+04   0.148805E+02   0.886470E-01  -0.827786E+02
   805   0.255379E+04   0.147211E+02   0.887626E-01  -0.811224E+02
   806   0.255529E+04   0.145659E+02   0.888774E-01  -0.794524E+02
   807   0.255657E+04   0.144165E+02   0.889914E-01  -0.777686E+02
   808   0.255763E+04   0.142721E+02   0.891044E-01  -0.760635E+02
   809   0.255862E+04   0.141326E+02   0.892166E-01  -0.743520E+02
   810   0.255932E+04   0.139981E+02   0.893278E-01  -0.726192E+02
   811   0.255980E+04   0.138686E+02   0.894380E-01  -0.708733E+02
   812   0.256014E+04   0.137455E+02   0.895473E-01  -0.691186E+02
   813   0.256026E+04   0.136259E+02   0.896555E-01  -0.673545E+02
   814   0.256032E+04   0.135128E+02   0.897627E-01  -0.655787E+02
   815   0.256008E+04   0.134046E+02   0.898689E-01  -0.637933E+02
   816   0.255955E+04   0.133020E+02   0.899739E-01  -0.619984E+02
   817   0.255888E+04   0.132044E+02   0.900779E-01  -0.601947E+02
   818   0.255814E+04   0.131132E+02   0.901807E-01  -0.583829E+02
   819   0.255711E+04   0.130269E+02   0.902824E-01  -0.565637E+02
   820   0.255594E+04   0.129462E+02   0.903829E-01  -0.547372E+02
   821   0.255448E+04   0.128705E+02   0.904823E-01  -0.529061E+02
   822   0.255287E+04   0.128019E+02   0.905804E-01  -0.510691E+02
   823   0.255105E+04   0.127382E+02   0.906773E-01  -0.492268E+02
   824   0.254894E+04   0.126808E+02   0.907729E-01  -0.473800E+02
   825   0.254677E+04   0.126284E+02   0.908673E-01  -0.455308E+02
   826   0.254430E+04   0.125830E+02   0.909604E-01  -0.436786E+02
   827   0.254161E+04   0.125426E+02   0.910522E-01  -0.418254E+02
   828   0.253886E+04   0.125085E+02   0.911427E-01  -0.399705E+02
   829   0.253582E+04   0.124807E+02   0.912318E-01  -0.381154E+02
   830   0.253264E+04   0.124586E+02   0.913196E-01  -0.362622E+02
   831   0.252924E+04   0.124420E+02   0.914060E-01  -0.344096E+02
   832   0.252563E+04   0.124311E+02   0.914910E-01  -0.325588E+02
   833   0.252187E+04   0.124265E+02   0.915746E-01  -0.307106E+02
   834   0.251783E+04   0.124274E+02   0.916568E-01  -0.288650E+02
   835   0.251371E+04   0.124355E+02   0.917375E-01  -0.270235E+02
   836   0.250924E+04   0.124484E+02   0.918169E-01  -0.251859E+02
   837   0.250469E+04   0.124676E+02   0.918947E-01  -0.233538E+02
   838   0.249993E+04   0.124932E+02   0.919711E-01  -0.215271E+02
   839   0.249488E+04   0.125243E+02   0.920460E-01  -0.197058E+02
   840   0.248977E+04   0.125625E+02   0.921193E-01  -0.178921E+02
   841   0.248444E+04   0.126055E+02   0.921912E-01  -0.160875E+02
   842   0.247889E+04   0.126541E+02   0.922615E-01  -0.142888E+02
   843   0.247320E+04   0.127090E+02   0.923303E-01  -0.125021E+02
   844   0.246722E+04   0.127702E+02   0.923976E-01  -0.107235E+02
   845   0.246117E+04   0.128362E+02   0.924633E-01  -0.895611E+01
   846   0.245499E+04   0.129101E+02   0.925274E-01  -0.720029E+01
   847   0.244866E+04   0.129880E+02   0.925899E-01  -0.545574E+01
   848   0.244211E+04   0.130722E+02   0.926509E-01  -0.372437E+01
   849   0.243528E+04   0.131620E+02   0.927102E-01  -0.200550E+01
   850   0.242845E+04   0.132581E+02   0.927680E-01  -0.300227E+00
   851   0.242133E+04   0.133597E+02   0.928241E-01   0.139090E+01
   852   0.241407E+04   0.134677E+02   0.928786E-01   0.306751E+01
   853   0.240666E+04   0.135805E+02   0.929314E-01   0.472891E+01
   854   0.239904E+04   0.136995E+02   0.929827E-01   0.637373E+01
   855   0.239121E+04   0.138242E+02   0.930323E-01   0.800297E+01
   856   0.238338E+04   0.139529E+02   0.930802E-01   0.961481E+01
   857   0.237526E+04   0.140879E+02   0.931265E-01   0.112085E+02
   858   0.236700E+04   0.142299E+02   0.931711E-01   0.127842E+02
   859   0.235860E+04   0.143746E+02   0.932141E-01   0.143426E+02
   860   0.235013E+04   0.145255E+02   0.932553E-01   0.158808E+02
   861   0.234144E+04   0.146820E+02   0.932950E-01   0.173987E+02
   862   0.233262E+04   0.148433E+02   0.933329E-01   0.188973E+02
   863   0.232365E+04   0.150101E+02   0.933692E-01   0.203743E+02
   864   0.231454E+04   0.151810E+02   0.934038E-01   0.218305E+02
   865   0.230513E+04   0.153575E+02   0.934368E-01   0.232636E+02
   866   0.229596E+04   0.155388E+02   0.934681E-01   0.246746E+02
   867   0.228642E+04   0.157256E+02   0.934977E-01   0.260626E+02
   868   0.227682E+04   0.159165E+02   0.935256E-01   0.274277E+02
   869   0.226707E+04   0.161123E+02   0.935519E-01   0.287692E+02
   870   0.225718E+04   0.163121E+02   0.935765E-01   0.300863E+02
   871   0.224723E+04   0.165167E+02   0.935995E-01   0.313785E+02
   872   0.223713E+04   0.167261E+02   0.936208E-01   0.326464E+02
   873   0.222689E+04   0.169397E+02   0.936405E-01   0.338885E+02
   874   0.221658E+04   0.171580E+02   0.936585E-01   0.351043E+02
   875   0.220613E+04   0.173790E+02   0.936749E-01   0.362952E+02
   876   0.219553E+04   0.176056E+02   0.936897E-01   0.374597E+02
   877   0.218502E+04   0.178355E+02   0.937029E-01   0.385964E+02
   878   0.217421E+04   0.180687E+02   0.937145E-01   0.397060E+02
   879   0.216341E+04   0.183068E+02   0.937244E-01   0.407887E+02
   880   0.215254E+04   0.185483E+02   0.937328E-01   0.418436E+02
   881   0.214153E+04   0.187924E+02   0.937397E-01   0.428693E+02
   882   0.213044E+04   0.190406E+02   0.937449E-01   0.438666E+02
   883   0.211937E+04   0.192929E+02   0.937487E-01   0.448341E+02
   884   0.210807E+04   0.195472E+02   0.937509E-01   0.457739E+02
   885   0.209671E+04   0.198056E+02   0.937515E-01   0.466831E+02
   886   0.208535E+04   0.200673E+02   0.937507E-01   0.475625E+02
   887   0.207384E+04   0.203310E+02   0.937484E-01   0.484122E+02
   888   0.206242E+04   0.205988E+02   0.937446E-01   0.492314E+02
   889   0.205070E+04   0.208678E+02   0.937394E-01   0.500200E+02
   890   0.203906E+04   0.211410E+02   0.937327E-01   0.507767E+02
   891   0.202742E+04   0.214161E+02   0.937246E-01   0.515038E+02
   892   0.201571E+04   0.216931E+02   0.937151E-01   0.522004E+02
   893   0.200386E+04   0.219736E+02   0.937043E-01   0.528651E+02
   894   0.199209E+04   0.222553E+02   0.936920E-01   0.534979E+02
   895   0.198017E+04   0.225390E+02   0.936784E-01   0.541011E+02
   896   0.196825E+04   0.228254E+02   0.936635E-01   0.546716E+02
   897   0.195626E+04   0.231138E+02   0.936473E-01   0.552111E+02
   898   0.194435E+04   0.234034E+02   0.936298E-01   0.557188E+02
   899   0.193236E+04   0.236950E+02   0.936110E-01   0.561939E+02
   900   0.192031E+04   0.239878E+02   0.935910E-01   0.566380E+02
   901   0.190833E+04   0.242820E+02   0.935698E-01   0.570495E+02
   902   0.189627E+04   0.245774E+02   0.935473E-01   0.574293E+02
   903   0.188407E+04   0.248741E+02   0.935237E-01   0.577766E+02
   904   0.187210E+04   0.251713E+02   0.934989E-01   0.580914E+02
   905   0.185997E+04   0.254706E+02   0.934730E-01   0.583737E+02
   906   0.184785E+04   0.257697E+02   0.934460E-01   0.586237E+02
   907   0.183581E+04   0.260694E+02   0.934179E-01   0.588413E+02
   908   0.182383E+04   0.263696E+02   0.933888E-01   0.590272E+02
   909   0.181179E+04   0.266704E+02   0.933586E-01   0.591801E+02
   910   0.179967E+04   0.269726E+02   0.933274E-01   0.593020E+02
   911   0.178763E+04   0.272731E+02   0.932952E-01   0.593910E+02
   912   0.177558E+04   0.275750E+02   0.932620E-01   0.594483E+02
   913   0.176332E+04   0.278760E+02   0.932279E-01   0.594734E+02
   914   0.175142E+04   0.281769E+02   0.931928E-01   0.594677E+02
   915   0.173938E+04   0.284777E+02   0.931569E-01   0.594304E+02
   916   0.172748E+04   0.287777E+02   0.931201E-01   0.593609E+02
   917   0.171551E+04   0.290783E+02   0.930824E-01   0.592614E+02
   918   0.170369E+04   0.293773E+02   0.930439E-01   0.591297E+02
   919   0.169186E+04   0.296755E+02   0.930047E-01   0.589672E+02
   920   0.168004E+04   0.299729E+02   0.929646E-01   0.587732E+02
   921   0.166836E+04   0.302695E+02   0.929238E-01   0.585485E+02
   922   0.165661E+04   0.305645E+02   0.928823E-01   0.582937E+02
   923   0.164493E+04   0.308580E+02   0.928401E-01   0.580090E+02
   924   0.163332E+04   0.311508E+02   0.927972E-01   0.576936E+02
   925   0.162186E+04   0.314413E+02   0.927537E-01   0.573482E+02
   926   0.161033E+04   0.317310E+02   0.927095E-01   0.569743E+02
   927   0.159894E+04   0.320186E+02   0.926648E-01   0.565704E+02
   928   0.158762E+04   0.323046E+02   0.926195E-01   0.561372E+02
   929   0.157630E+04   0.325884E+02   0.925736E-01   0.556763E+02
   930   0.156512E+04   0.328693E+02   0.925273E-01   0.551861E+02
   931   0.155395E+04   0.331494E+02   0.924804E-01   0.546681E+02
   932   0.154292E+04   0.334259E+02   0.924331E-01   0.541223E+02
   933   0.153196E+04   0.337002E+02   0.923853E-01   0.535494E+02
   934   0.152107E+04   0.339731E+02   0.923371E-01   0.529503E+02
   935   0.151025E+04   0.342424E+02   0.922886E-01   0.523225E+02
   936   0.149958E+04   0.345087E+02   0.922397E-01   0.516691E+02
   937   0.148890E+04   0.347729E+02   0.921904E-01   0.509894E+02
   938   0.147837E+04   0.350342E+02   0.921409E-01   0.502840E+02
   939   0.146799E+04   0.352912E+02   0.920911E-01   0.495530E+02
   940   0.145760E+04   0.355461E+02   0.920410E-01   0.487970E+02
   941   0.144735E+04   0.357974E+02   0.919907E-01   0.480160E+02
   942   0.143718E+04   0.360451E+02   0.919402E-01   0.472108E+02
   943   0.142722E+04   0.362892E+02   0.918895E-01   0.463821E+02
   944   0.141734E+04   0.365298E+02   0.918387E-01   0.455291E+02
   945   0.140752E+04   0.367660E+02   0.917878E-01   0.446533E+02
   946   0.139785E+04   0.369995E+02   0.917368E-01   0.437546E+02
   947   0.138825E+04   0.372287E+02   0.916858E-01   0.428346E+02
   948   0.137864E+04   0.374551E+02   0.916347E-01   0.418924E+02
   949   0.136933E+04   0.376757E+02   0.915836E-01   0.409294E+02
   950   0.136008E+04   0.378929E+02   0.915326E-01   0.399451E+02
   951   0.135098E+04   0.381065E+02   0.914815E-01   0.389407E+02
   952   0.134202E+04   0.383159E+02   0.914306E-01   0.379170E+02
   953   0.133313E+04   0.385196E+02   0.913798E-01   0.368732E+02
   954   0.132439E+04   0.387198E+02   0.913291E-01   0.358109E+02
   955   0.131571E+04   0.389151E+02   0.912786E-01   0.347299E+02
   956   0.130717E+04   0.391062E+02   0.912282E-01   0.336303E+02
   957   0.129886E+04   0.392916E+02   0.911781E-01   0.325143E+02
   958   0.129053E+04   0.394720E+02   0.911282E-01   0.313804E+02
   959   0.128250E+04   0.396491E+02   0.910785E-01   0.302300E+02
   960   0.127453E+04   0.398205E+02   0.910292E-01   0.290653E+02
   961   0.126663E+04   0.399870E+02   0.909802E-01   0.278841E+02
   962   0.125895E+04   0.401487E+02   0.909315E-01   0.266886E+02
   963   0.125141E+04   0.403054E+02   0.908831E-01   0.254787E+02
   964   0.124400E+04   0.404566E+02   0.908352E-01   0.242560E+02
   965   0.123667E+04   0.406029E+02   0.907877E-01   0.230195E+02
   966   0.122955E+04   0.407443E+02   0.907406E-01   0.217709E+02
   967   0.122250E+04   0.408809E+02   0.906940E-01   0.205100E+02
   968   0.121559E+04   0.410104E+02   0.906479E-01   0.192376E+02
   969   0.120889E+04   0.411351E+02   0.906022E-01   0.179551E+02
   970   0.120234E+04   0.412550E+02   0.905571E-01   0.166611E+02
   971   0.119585E+04   0.413694E+02   0.905126E-01   0.153576E+02
   972   0.118950E+04   0.414774E+02   0.904686E-01   0.140454E+02
   973   0.118329E+04   0.415799E+02   0.904253E-01   0.127238E+02
   974   0.117730E+04   0.416776E+02   0.903825E-01   0.113934E+02
   975   0.117145E+04   0.417698E+02   0.903404E-01   0.100564E+02
   976   0.116573E+04   0.418550E+02   0.902989E-01   0.871211E+01
   977   0.116016E+04   0.419354E+02   0.902581E-01   0.736189E+01
   978   0.115465E+04   0.420103E+02   0.902180E-01   0.600559E+01
   979   0.114943E+04   0.420796E+02   0.901785E-01   0.464450E+01
   980   0.114428E+04   0.421428E+02   0.901399E-01   0.327843E+01
   981   0.113926E+04   0.421989E+02   0.901019E-01   0.190808E+01
   982   0.113439E+04   0.422511E+02   0.900647E-01   0.534467E+00
   983   0.112973E+04   0.422970E+02   0.900283E-01  -0.842363E+00
   984   0.112513E+04   0.423352E+02   0.899927E-01  -0.222171E+01
   985   0.112075E+04   0.423695E+02   0.899579E-01  -0.360316E+01
   986   0.111644E+04   0.423975E+02   0.899239E-01  -0.498574E+01
   987   0.111226E+04   0.424193E+02   0.898907E-01  -0.636958E+01
   988   0.110830E+04   0.424364E+02   0.898583E-01  -0.775352E+01
   989   0.110448E+04   0.424465E+02   0.898269E-01  -0.913627E+01
   990   0.110080E+04   0.424541E+02   0.897962E-01  -0.105193E+02
   991   0.109726E+04   0.424526E+02   0.897665E-01  -0.119006E+02
   992   0.109385E+04   0.424456E+02   0.897376E-01  -0.132802E+02
   993   0.109052E+04   0.424325E+02   0.897097E-01  -0.146575E+02
   994   0.108739E+04   0.424146E+02   0.896826E-01  -0.160310E+02
   995   0.108449E+04   0.423905E+02   0.896565E-01  -0.174015E+02
   996   0.108164E+04   0.423587E+02   0.896313E-01  -0.187676E+02
   997   0.107894E+04   0.423238E+02   0.896070E-01  -0.201299E+02
   998   0.107638E+04   0.422819E+02   0.895836E-01  -0.214857E+02
   999   0.107396E+04   0.422345E+02   0.895612E-01  -0.228364E+02
  1000   0.107168E+04   0.421817E+02   0.895398E-01  -0.241813E+02
  1001   0.106954E+04   0.421228E+02   0.895193E-01  -0.255183E+02
  1002   0.106746E+04   0.420576E+02   0.894998E-01  -0.268481E+02
  1003   0.106560E+04   0.419878E+02   0.894812E-01  -0.281708E+02
  1004   0.106388E+04   0.419117E+02   0.894636E-01  -0.294850E+02
  1005   0.106238E+04   0.418303E+02   0.894470E-01  -0.307891E+02
  1006   0.106094E+04   0.417426E+02   0.894314E-01  -0.320848E+02
  1007   0.105957E+04   0.416495E+02   0.894167E-01  -0.333706E+02
  1008   0.105811E+04   0.415510E+02   0.894031E-01  -0.346457E+02
  1009   0.105702E+04   0.414470E+02   0.893904E-01  -0.359103E+02
  1010   0.105607E+04   0.413384E+02   0.893788E-01  -0.371636E+02
  1011   0.105518E+04   0.412250E+02   0.893681E-01  -0.384050E+02
  1012   0.105444E+04   0.411055E+02   0.893584E-01  -0.396359E+02
  1013   0.105383E+04   0.409820E+02   0.893497E-01  -0.408528E+02
  1014   0.105337E+04   0.408524E+02   0.893420E-01  -0.420578E+02
  1015   0.105290E+04   0.407188E+02   0.893353E-01  -0.432487E+02
  1016   0.105265E+04   0.405790E+02   0.893296E-01  -0.444264E+02
  1017   0.105253E+04   0.404352E+02   0.893249E-01  -0.455902E+02
  1018   0.105248E+04   0.402853E+02   0.893212E-01  -0.467394E+02
  1019   0.105250E+04   0.401321E+02   0.893185E-01  -0.478739E+02
  1020   0.105274E+04   0.399720E+02   0.893167E-01  -0.489932E+02
  1021   0.105304E+04   0.398080E+02   0.893160E-01  -0.500971E+02
  1022   0.105340E+04   0.396399E+02   0.893162E-01  -0.511851E+02
  1023   0.105391E+04   0.394665E+02   0.893175E-01  -0.522542E+02
  1024   0.105449E+04   0.392882E+02   0.893197E-01  -0.533082E+02
  1025   0.105513E+04   0.391068E+02   0.893228E-01  -0.543418E+02
  1026   0.105614E+04   0.389199E+02   0.893270E-01  -0.553596E+02
  1027   0.105699E+04   0.387304E+02   0.893321E-01  -0.563593E+02
  1028   0.105791E+04   0.385363E+02   0.893381E-01  -0.573396E+02
  1029   0.105898E+04   0.383373E+02   0.893451E-01  -0.583027E+02
  1030   0.106011E+04   0.381352E+02   0.893531E-01  -0.592464E+02
  1031   0.106116E+04   0.379290E+02   0.893620E-01  -0.601693E+02
  1032   0.106250E+04   0.377173E+02   0.893718E-01  -0.610765E+02
  1033   0.106383E+04   0.375030E+02   0.893825E-01  -0.619629E+02
  1034   0.106538E+04   0.372863E+02   0.893942E-01  -0.628285E+02
  1035   0.106693E+04   0.370647E+02   0.894067E-01  -0.636749E+02
  1036   0.106854E+04   0.368391E+02   0.894202E-01  -0.645014E+02
  1037   0.107023E+04   0.366109E+02   0.894345E-01  -0.653071E+02
  1038   0.107205E+04   0.363802E+02   0.894497E-01  -0.660922E+02
  1039   0.107395E+04   0.361454E+02   0.894658E-01  -0.668529E+02
  1040   0.107576E+04   0.359072E+02   0.894827E-01  -0.675945E+02
  1041   0.107780E+04   0.356672E+02   0.895004E-01  -0.683118E+02
  1042   0.107983E+04   0.354232E+02   0.895190E-01  -0.690093E+02
  1043   0.108193E+04   0.351765E+02   0.895384E-01  -0.696825E+02
  1044   0.108417E+04   0.349264E+02   0.895586E-01  -0.703352E+02
  1045   0.108634E+04   0.346760E+02   0.895796E-01  -0.709674E+02
  1046   0.108865E+04   0.344214E+02   0.896013E-01  -0.715717E+02
  1047   0.109103E+04   0.341641E+02   0.896238E-01  -0.721629E+02
  1048   0.109333E+04   0.339050E+02   0.896471E-01  -0.727262E+02
  1049   0.109578E+04   0.336439E+02   0.896710E-01  -0.732617E+02
  1050   0.109822E+04   0.333802E+02   0.896957E-01  -0.737767E+02
  1051   0.110074E+04   0.331145E+02   0.897211E-01  -0.742714E+02
  1052   0.110333E+04   0.328468E+02   0.897471E-01  -0.747382E+02
  1053   0.110584E+04   0.325772E+02   0.897738E-01  -0.751846E+02
  1054   0.110842E+04   0.323064E+02   0.898012E-01  -0.756107E+02
  1055   0.111100E+04   0.320344E+02   0.898291E-01  -0.760091E+02
  1056   0.111365E+04   0.317603E+02   0.898577E-01  -0.763871E+02
  1057   0.111638E+04   0.314850E+02   0.898868E-01  -0.767375E+02
  1058   0.111925E+04   0.312092E+02   0.899165E-01  -0.770676E+02
  1059   0.112204E+04   0.309313E+02   0.899467E-01  -0.773701E+02
  1060   0.112484E+04   0.306522E+02   0.899775E-01  -0.776523E+02
  1061   0.112763E+04   0.303733E+02   0.900088E-01  -0.779069E+02
  1062   0.113050E+04   0.300930E+02   0.900405E-01  -0.781413E+02
  1063   0.113322E+04   0.298122E+02   0.900727E-01  -0.783482E+02
  1064   0.113608E+04   0.295308E+02   0.901054E-01  -0.785423E+02
  1065   0.113895E+04   0.292481E+02   0.901384E-01  -0.787088E+02
  1066   0.114174E+04   0.289656E+02   0.901719E-01  -0.788478E+02
  1067   0.114467E+04   0.286831E+02   0.902057E-01  -0.789592E+02
  1068   0.114754E+04   0.284000E+02   0.902399E-01  -0.790506E+02
  1069   0.115040E+04   0.281178E+02   0.902744E-01  -0.791292E+02
  1070   0.115334E+04   0.278342E+02   0.903092E-01  -0.791803E+02
  1071   0.115613E+04   0.275522E+02   0.903443E-01  -0.792038E+02
  1072   0.115900E+04   0.272695E+02   0.903797E-01  -0.791999E+02
  1073   0.116194E+04   0.269877E+02   0.904153E-01  -0.791758E+02
  1074   0.116473E+04   0.267066E+02   0.904511E-01  -0.791317E+02
  1075   0.116760E+04   0.264248E+02   0.904871E-01  -0.790674E+02
  1076   0.117040E+04   0.261446E+02   0.905233E-01  -0.789757E+02
  1077   0.117327E+04   0.258651E+02   0.905596E-01  -0.788712E+02
  1078   0.117600E+04   0.255871E+02   0.905961E-01  -0.787244E+02
  1079   0.117873E+04   0.253091E+02   0.906326E-01  -0.785723E+02
  1080   0.118153E+04   0.250319E+02   0.906693E-01  -0.784001E+02
  1081   0.118419E+04   0.247576E+02   0.907060E-01  -0.782003E+02
  1082   0.118685E+04   0.244840E+02   0.907428E-01  -0.779804E+02
  1083   0.118952E+04   0.242111E+02   0.907795E-01  -0.777403E+02
  1084   0.119218E+04   0.239404E+02   0.908163E-01  -0.774801E+02
  1085   0.119478E+04   0.236711E+02   0.908530E-01  -0.771922E+02
  1086   0.119738E+04   0.234039E+02   0.908897E-01  -0.768991E+02
  1087   0.119990E+04   0.231389E+02   0.909263E-01  -0.765634E+02
  1088   0.120236E+04   0.228738E+02   0.909628E-01  -0.762224E+02
  1089   0.120482E+04   0.226123E+02   0.909992E-01  -0.758536E+02
  1090   0.120721E+04   0.223530E+02   0.910354E-01  -0.754795E+02
  1091   0.120961E+04   0.220949E+02   0.910715E-01  -0.750702E+02
  1092   0.121200E+04   0.218390E+02   0.911074E-01  -0.746481E+02
  1093   0.121426E+04   0.215866E+02   0.911431E-01  -0.742056E+02
  1094   0.121637E+04   0.213356E+02   0.911786E-01  -0.737502E+02
  1095   0.121863E+04   0.210888E+02   0.912138E-01  -0.732818E+02
  1096   0.122075E+04   0.208426E+02   0.912488E-01  -0.727856E+02
  1097   0.122280E+04   0.205999E+02   0.912834E-01  -0.722689E+02
  1098   0.122485E+04   0.203607E+02   0.913178E-01  -0.717392E+02
  1099   0.122684E+04   0.201242E+02   0.913518E-01  -0.711965E+02
  1100   0.122875E+04   0.198913E+02   0.913855E-01  -0.706332E+02
  1101   0.123060E+04   0.196604E+02   0.914188E-01  -0.700545E+02
  1102   0.123252E+04   0.194329E+02   0.914518E-01  -0.694582E+02
  1103   0.123423E+04   0.192089E+02   0.914843E-01  -0.688473E+02
  1104   0.123594E+04   0.189890E+02   0.915163E-01  -0.682202E+02
  1105   0.123752E+04   0.187719E+02   0.915480E-01  -0.675791E+02
  1106   0.123909E+04   0.185574E+02   0.915791E-01  -0.669226E+02
  1107   0.124060E+04   0.183471E+02   0.916098E-01  -0.662520E+02
  1108   0.124204E+04   0.181395E+02   0.916399E-01  -0.655682E+02
  1109   0.124334E+04   0.179337E+02   0.916696E-01  -0.648702E+02
  1110   0.124465E+04   0.177344E+02   0.916986E-01  -0.641597E+02
  1111   0.124581E+04   0.175383E+02   0.917271E-01  -0.634358E+02
  1112   0.124706E+04   0.173457E+02   0.917550E-01  -0.627007E+02
  1113   0.124809E+04   0.171579E+02   0.917824E-01  -0.619522E+02
  1114   0.124905E+04   0.169727E+02   0.918090E-01  -0.611932E+02
  1115   0.125002E+04   0.167923E+02   0.918351E-01  -0.604237E+02
  1116   0.125092E+04   0.166159E+02   0.918605E-01  -0.596428E+02
  1117   0.125168E+04   0.164437E+02   0.918852E-01  -0.588521E+02
  1118   0.125238E+04   0.162762E+02   0.919092E-01  -0.580500E+02
  1119   0.125308E+04   0.161120E+02   0.919325E-01  -0.572395E+02
  1120   0.125364E+04   0.159526E+02   0.919550E-01  -0.564198E+02
  1121   0.125414E+04   0.157972E+02   0.919768E-01  -0.555901E+02
  1122   0.125457E+04   0.156458E+02   0.919978E-01  -0.547533E+02
  1123   0.125486E+04   0.155000E+02   0.920181E-01  -0.539086E+02
  1124   0.125515E+04   0.153573E+02   0.920375E-01  -0.530561E+02
  1125   0.125531E+04   0.152195E+02   0.920562E-01  -0.521957E+02
  1126   0.125540E+04   0.150863E+02   0.920740E-01  -0.513295E+02
  1127   0.125542E+04   0.149571E+02   0.920909E-01  -0.504569E+02
  1128   0.125538E+04   0.148334E+02   0.921070E-01  -0.495791E+02
  1129   0.125528E+04   0.147144E+02   0.921222E-01  -0.486948E+02
  1130   0.125496E+04   0.145994E+02   0.921365E-01  -0.478060E+02
  1131   0.125472E+04   0.144890E+02   0.921499E-01  -0.469136E+02
  1132   0.125434E+04   0.143833E+02   0.921624E-01  -0.460159E+02
