#    L    TT             EE             BB             TE          
  2154   0.174639E+03   0.543428E+01   0.399819E-01  -0.305862E+01
  2155   0.173935E+03   0.544970E+01   0.399330E-01  -0.302325E+01
  2156   0.173230E+03   0.546528E+01   0.398841E-01  -0.298984E+01
  2157   0.172525E+03   0.548093E+01   0.398352E-01  -0.295840E+01
  2158   0.171827E+03   0.549676E+01   0.397862E-01  -0.292891E+01
  2159   0.171121E+03   0.551268E+01   0.397373E-01  -0.290136E+01
  2160   0.170422E+03   0.552863E+01   0.396884E-01  -0.287575E+01
  2161   0.169722E+03   0.554468E+01   0.396394E-01  -0.285207E+01
  2162   0.169028E+03   0.556085E+01   0.395905E-01  -0.283031E+01
  2163   0.168334E+03   0.557699E+01   0.395415E-01  -0.281046E+01
  2164   0.167639E+03   0.559318E+01   0.394926E-01  -0.279251E+01
  2165   0.166950E+03   0.560958E+01   0.394436E-01  -0.277645E+01
  2166   0.166268E+03   0.562582E+01   0.393947E-01  -0.276227E+01
  2167   0.165577E+03   0.564205E+01   0.393458E-01  -0.274997E+01
  2168   0.164892E+03   0.565842E+01   0.392969E-01  -0.273953E+01
  2169   0.164221E+03   0.567466E+01   0.392480E-01  -0.273093E+01
  2170   0.163549E+03   0.569098E+01   0.391992E-01  -0.272415E+01
  2171   0.162868E+03   0.570716E+01   0.391503E-01  -0.271918E+01
  2172   0.162201E+03   0.572337E+01   0.391015E-01  -0.271600E+01
  2173   0.161540E+03   0.573945E+01   0.390527E-01  -0.271460E+01
  2174   0.160877E+03   0.575565E+01   0.390040E-01  -0.271495E+01
  2175   0.160213E+03   0.577165E+01   0.389552E-01  -0.271705E+01
  2176   0.159554E+03   0.578748E+01   0.389065E-01  -0.272087E+01
  2177   0.158916E+03   0.580336E+01   0.388578E-01  -0.272639E+01
  2178   0.158270E+03   0.581906E+01   0.388092E-01  -0.273361E+01
  2179   0.157621E+03   0.583468E+01   0.387606E-01  -0.274250E+01
  2180   0.156978E+03   0.585014E+01   0.387120E-01  -0.275305E+01
  2181   0.156341E+03   0.586551E+01   0.386635E-01  -0.276524E+01
  2182   0.155710E+03   0.588074E+01   0.386150E-01  -0.277905E+01
  2183   0.155077E+03   0.589583E+01   0.385666E-01  -0.279443E+01
  2184   0.154449E+03   0.591070E+01   0.385182E-01  -0.281139E+01
  2185   0.153827E+03   0.592537E+01   0.384699E-01  -0.282990E+01
  2186   0.153210E+03   0.593998E+01   0.384216E-01  -0.284993E+01
  2187   0.152606E+03   0.595432E+01   0.383734E-01  -0.287146E+01
  2188   0.151992E+03   0.596853E+01   0.383252E-01  -0.289446E+01
  2189   0.151392E+03   0.598249E+01   0.382771E-01  -0.291891E+01
  2190   0.150804E+03   0.599619E+01   0.382290E-01  -0.294479E+01
  2191   0.150206E+03   0.600978E+01   0.381810E-01  -0.297208E+01
  2192   0.149622E+03   0.602297E+01   0.381331E-01  -0.300077E+01
  2193   0.149035E+03   0.603599E+01   0.380852E-01  -0.303081E+01
  2194   0.148460E+03   0.604884E+01   0.380374E-01  -0.306220E+01
  2195   0.147884E+03   0.606138E+01   0.379897E-01  -0.309496E+01
  2196   0.147320E+03   0.607361E+01   0.379420E-01  -0.312896E+01
  2197   0.146761E+03   0.608562E+01   0.378944E-01  -0.316419E+01
  2198   0.146200E+03   0.609732E+01   0.378469E-01  -0.320066E+01
  2199   0.145644E+03   0.610873E+01   0.377995E-01  -0.323840E+01
  2200   0.145100E+03   0.611985E+01   0.377521E-01  -0.327734E+01
  2201   0.144562E+03   0.613075E+01   0.377049E-01  -0.331734E+01
  2202   0.144021E+03   0.614122E+01   0.376577E-01  -0.335873E+01
  2203   0.143500E+03   0.615149E+01   0.376106E-01  -0.340091E+01
  2204   0.142968E+03   0.616140E+01   0.375635E-01  -0.344428E+01
  2205   0.142457E+03   0.617090E+01   0.375166E-01  -0.348862E+01
  2206   0.141943E+03   0.618013E+01   0.374697E-01  -0.353403E+01
  2207   0.141434E+03   0.618902E+01   0.374230E-01  -0.358029E+01
  2208   0.140938E+03   0.619765E+01   0.373763E-01  -0.362742E+01
  2209   0.140438E+03   0.620580E+01   0.373298E-01  -0.367559E+01
  2210   0.139951E+03   0.621363E+01   0.372833E-01  -0.372474E+01
  2211   0.139469E+03   0.622120E+01   0.372369E-01  -0.377465E+01
  2212   0.138991E+03   0.622824E+01   0.371906E-01  -0.382550E+01
  2213   0.138519E+03   0.623503E+01   0.371445E-01  -0.387707E+01
  2214   0.138051E+03   0.624143E+01   0.370984E-01  -0.392931E+01
  2215   0.137587E+03   0.624753E+01   0.370524E-01  -0.398245E+01
  2216   0.137129E+03   0.625309E+01   0.370065E-01  -0.403622E+01
  2217   0.136682E+03   0.625835E+01   0.369608E-01  -0.409062E+01
  2218   0.136233E+03   0.626316E+01   0.369151E-01  -0.414576E+01
  2219   0.135803E+03   0.626760E+01   0.368696E-01  -0.420149E+01
  2220   0.135370E+03   0.627174E+01   0.368242E-01  -0.425784E+01
  2221   0.134935E+03   0.627544E+01   0.367789E-01  -0.431482E+01
  2222   0.134519E+03   0.627870E+01   0.367337E-01  -0.437215E+01
  2223   0.134108E+03   0.628152E+01   0.366886E-01  -0.442999E+01
  2224   0.133694E+03   0.628405E+01   0.366436E-01  -0.448836E+01
  2225   0.133284E+03   0.628615E+01   0.365987E-01  -0.454706E+01
  2226   0.132887E+03   0.628774E+01   0.365540E-01  -0.460617E+01
  2227   0.132494E+03   0.628897E+01   0.365094E-01  -0.466572E+01
  2228   0.132106E+03   0.628970E+01   0.364649E-01  -0.472564E+01
  2229   0.131730E+03   0.629008E+01   0.364205E-01  -0.478565E+01
  2230   0.131351E+03   0.629003E+01   0.363762E-01  -0.484614E+01
  2231   0.130985E+03   0.628956E+01   0.363321E-01  -0.490676E+01
  2232   0.130615E+03   0.628866E+01   0.362881E-01  -0.496767E+01
  2233   0.130258E+03   0.628734E+01   0.362442E-01  -0.502866E+01
  2234   0.129912E+03   0.628560E+01   0.362004E-01  -0.508983E+01
  2235   0.129572E+03   0.628350E+01   0.361568E-01  -0.515119E+01
  2236   0.129236E+03   0.628092E+01   0.361133E-01  -0.521253E+01
  2237   0.128897E+03   0.627784E+01   0.360699E-01  -0.527403E+01
  2238   0.128564E+03   0.627441E+01   0.360266E-01  -0.533576E+01
  2239   0.128242E+03   0.627056E+01   0.359835E-01  -0.539723E+01
  2240   0.127910E+03   0.626630E+01   0.359404E-01  -0.545860E+01
  2241   0.127591E+03   0.626154E+01   0.358976E-01  -0.552004E+01
  2242   0.127291E+03   0.625636E+01   0.358548E-01  -0.558140E+01
  2243   0.127011E+03   0.625076E+01   0.358122E-01  -0.564242E+01
  2244   0.126714E+03   0.624473E+01   0.357697E-01  -0.570347E+01
  2245   0.126421E+03   0.623822E+01   0.357273E-01  -0.576436E+01
  2246   0.126134E+03   0.623135E+01   0.356851E-01  -0.582509E+01
  2247   0.125858E+03   0.622407E+01   0.356429E-01  -0.588560E+01
  2248   0.125581E+03   0.621628E+01   0.356009E-01  -0.594584E+01
  2249   0.125308E+03   0.620815E+01   0.355591E-01  -0.600567E+01
  2250   0.125048E+03   0.619952E+01   0.355174E-01  -0.606540E+01
  2251   0.124785E+03   0.619053E+01   0.354757E-01  -0.612461E+01
  2252   0.124528E+03   0.618104E+01   0.354343E-01  -0.618360E+01
  2253   0.124283E+03   0.617120E+01   0.353929E-01  -0.624217E+01
  2254   0.124043E+03   0.616094E+01   0.353517E-01  -0.630033E+01
  2255   0.123802E+03   0.615032E+01   0.353106E-01  -0.635803E+01
  2256   0.123572E+03   0.613919E+01   0.352696E-01  -0.641535E+01
  2257   0.123341E+03   0.612771E+01   0.352288E-01  -0.647216E+01
  2258   0.123115E+03   0.611580E+01   0.351881E-01  -0.652840E+01
  2259   0.122901E+03   0.610345E+01   0.351475E-01  -0.658438E+01
  2260   0.122686E+03   0.609075E+01   0.351071E-01  -0.663967E+01
  2261   0.122475E+03   0.607761E+01   0.350667E-01  -0.669429E+01
  2262   0.122271E+03   0.606418E+01   0.350265E-01  -0.674831E+01
  2263   0.122071E+03   0.605031E+01   0.349864E-01  -0.680184E+01
  2264   0.121870E+03   0.603600E+01   0.349465E-01  -0.685443E+01
  2265   0.121667E+03   0.602140E+01   0.349067E-01  -0.690647E+01
  2266   0.121476E+03   0.600644E+01   0.348670E-01  -0.695789E+01
  2267   0.121299E+03   0.599110E+01   0.348274E-01  -0.700828E+01
  2268   0.121120E+03   0.597531E+01   0.347879E-01  -0.705852E+01
  2269   0.120939E+03   0.595922E+01   0.347486E-01  -0.710834E+01
  2270   0.120764E+03   0.594283E+01   0.347094E-01  -0.715715E+01
  2271   0.120602E+03   0.592606E+01   0.346703E-01  -0.720496E+01
  2272   0.120438E+03   0.590898E+01   0.346313E-01  -0.725178E+01
  2273   0.120273E+03   0.589136E+01   0.345924E-01  -0.729762E+01
  2274   0.120121E+03   0.587351E+01   0.345537E-01  -0.734325E+01
  2275   0.119960E+03   0.585542E+01   0.345151E-01  -0.738791E+01
  2276   0.119820E+03   0.583693E+01   0.344766E-01  -0.743089E+01
  2277   0.119678E+03   0.581812E+01   0.344382E-01  -0.747368E+01
  2278   0.119528E+03   0.579907E+01   0.344000E-01  -0.751627E+01
  2279   0.119390E+03   0.577961E+01   0.343618E-01  -0.755721E+01
  2280   0.119252E+03   0.575997E+01   0.343238E-01  -0.759798E+01
  2281   0.119120E+03   0.573984E+01   0.342859E-01  -0.763711E+01
  2282   0.118986E+03   0.571961E+01   0.342481E-01  -0.767534E+01
  2283   0.118852E+03   0.569896E+01   0.342104E-01  -0.771268E+01
  2284   0.118731E+03   0.567818E+01   0.341728E-01  -0.774841E+01
  2285   0.118609E+03   0.565707E+01   0.341353E-01  -0.778400E+01
  2286   0.118471E+03   0.563560E+01   0.340980E-01  -0.781872E+01
  2287   0.118339E+03   0.561400E+01   0.340607E-01  -0.785185E+01
  2288   0.118237E+03   0.559204E+01   0.340236E-01  -0.788412E+01
  2289   0.118118E+03   0.556995E+01   0.339865E-01  -0.791554E+01
  2290   0.118006E+03   0.554749E+01   0.339496E-01  -0.794537E+01
  2291   0.117908E+03   0.552481E+01   0.339128E-01  -0.797511E+01
  2292   0.117824E+03   0.550198E+01   0.338760E-01  -0.800327E+01
  2293   0.117717E+03   0.547885E+01   0.338394E-01  -0.803061E+01
  2294   0.117617E+03   0.545557E+01   0.338029E-01  -0.805637E+01
  2295   0.117524E+03   0.543190E+01   0.337665E-01  -0.808131E+01
  2296   0.117415E+03   0.540828E+01   0.337302E-01  -0.810469E+01
  2297   0.117328E+03   0.538435E+01   0.336939E-01  -0.812800E+01
  2298   0.117240E+03   0.536032E+01   0.336578E-01  -0.814975E+01
  2299   0.117145E+03   0.533604E+01   0.336218E-01  -0.816994E+01
  2300   0.117064E+03   0.531150E+01   0.335858E-01  -0.818932E+01
  2301   0.116960E+03   0.528685E+01   0.335500E-01  -0.820789E+01
  2302   0.116871E+03   0.526216E+01   0.335142E-01  -0.822566E+01
  2303   0.116796E+03   0.523712E+01   0.334786E-01  -0.824114E+01
  2304   0.116707E+03   0.521204E+01   0.334430E-01  -0.825582E+01
  2305   0.116625E+03   0.518683E+01   0.334075E-01  -0.826971E+01
  2306   0.116542E+03   0.516141E+01   0.333721E-01  -0.828206E+01
  2307   0.116438E+03   0.513593E+01   0.333368E-01  -0.829437E+01
  2308   0.116363E+03   0.511030E+01   0.333015E-01  -0.830440E+01
  2309   0.116302E+03   0.508454E+01   0.332664E-01  -0.831365E+01
  2310   0.116227E+03   0.505877E+01   0.332313E-01  -0.832136E+01
  2311   0.116145E+03   0.503270E+01   0.331963E-01  -0.832830E+01
  2312   0.116071E+03   0.500670E+01   0.331614E-01  -0.833445E+01
  2313   0.115989E+03   0.498061E+01   0.331266E-01  -0.833907E+01
  2314   0.115915E+03   0.495442E+01   0.330918E-01  -0.834217E+01
  2315   0.115841E+03   0.492814E+01   0.330571E-01  -0.834448E+01
  2316   0.115760E+03   0.490183E+01   0.330225E-01  -0.834601E+01
  2317   0.115687E+03   0.487550E+01   0.329879E-01  -0.834601E+01
  2318   0.115614E+03   0.484905E+01   0.329535E-01  -0.834597E+01
  2319   0.115534E+03   0.482256E+01   0.329190E-01  -0.834439E+01
  2320   0.115462E+03   0.479611E+01   0.328847E-01  -0.834128E+01
  2321   0.115399E+03   0.476953E+01   0.328504E-01  -0.833664E+01
  2322   0.115321E+03   0.474305E+01   0.328162E-01  -0.833120E+01
  2323   0.115236E+03   0.471643E+01   0.327820E-01  -0.832496E+01
  2324   0.115167E+03   0.468998E+01   0.327479E-01  -0.831792E+01
  2325   0.115091E+03   0.466339E+01   0.327139E-01  -0.830932E+01
  2326   0.115016E+03   0.463688E+01   0.326799E-01  -0.830066E+01
  2327   0.114942E+03   0.461022E+01   0.326460E-01  -0.828971E+01
  2328   0.114883E+03   0.458378E+01   0.326121E-01  -0.827793E+01
  2329   0.114810E+03   0.455726E+01   0.325783E-01  -0.826532E+01
  2330   0.114731E+03   0.453080E+01   0.325445E-01  -0.825189E+01
  2331   0.114646E+03   0.450447E+01   0.325108E-01  -0.823688E+01
  2332   0.114569E+03   0.447813E+01   0.324771E-01  -0.822178E+01
  2333   0.114493E+03   0.445183E+01   0.324434E-01  -0.820508E+01
  2334   0.114395E+03   0.442543E+01   0.324098E-01  -0.818753E+01
  2335   0.114314E+03   0.439929E+01   0.323763E-01  -0.816912E+01
  2336   0.114234E+03   0.437312E+01   0.323428E-01  -0.814985E+01
  2337   0.114147E+03   0.434714E+01   0.323093E-01  -0.812821E+01
  2338   0.114062E+03   0.432125E+01   0.322759E-01  -0.810718E+01
  2339   0.113971E+03   0.429532E+01   0.322425E-01  -0.808452E+01
  2340   0.113881E+03   0.426956E+01   0.322092E-01  -0.805948E+01
  2341   0.113807E+03   0.424397E+01   0.321758E-01  -0.803725E+01
  2342   0.113712E+03   0.421839E+01   0.321426E-01  -0.801187E+01
  2343   0.113618E+03   0.419297E+01   0.321093E-01  -0.798558E+01
  2344   0.113526E+03   0.416763E+01   0.320761E-01  -0.795835E+01
  2345   0.113435E+03   0.414252E+01   0.320429E-01  -0.793093E+01
  2346   0.113346E+03   0.411756E+01   0.320097E-01  -0.790256E+01
  2347   0.113258E+03   0.409267E+01   0.319766E-01  -0.787248E+01
  2348   0.113156E+03   0.406800E+01   0.319435E-01  -0.784293E+01
  2349   0.113071E+03   0.404339E+01   0.319104E-01  -0.781165E+01
  2350   0.112958E+03   0.401899E+01   0.318773E-01  -0.778013E+01
  2351   0.112846E+03   0.399473E+01   0.318442E-01  -0.774686E+01
  2352   0.112744E+03   0.397067E+01   0.318112E-01  -0.771259E+01
  2353   0.112635E+03   0.394673E+01   0.317782E-01  -0.767879E+01
  2354   0.112536E+03   0.392306E+01   0.317452E-01  -0.764396E+01
  2355   0.112423E+03   0.389951E+01   0.317122E-01  -0.760884E+01
  2356   0.112312E+03   0.387622E+01   0.316793E-01  -0.757193E+01
  2357   0.112195E+03   0.385305E+01   0.316463E-01  -0.753471E+01
  2358   0.112080E+03   0.382998E+01   0.316134E-01  -0.749791E+01
  2359   0.111959E+03   0.380717E+01   0.315805E-01  -0.745930E+01
  2360   0.111840E+03   0.378467E+01   0.315476E-01  -0.742034E+01
  2361   0.111723E+03   0.376235E+01   0.315147E-01  -0.738103E+01
  2362   0.111600E+03   0.374020E+01   0.314818E-01  -0.734061E+01
  2363   0.111471E+03   0.371830E+01   0.314489E-01  -0.729982E+01
  2364   0.111344E+03   0.369655E+01   0.314160E-01  -0.725865E+01
  2365   0.111219E+03   0.367519E+01   0.313832E-01  -0.721708E+01
  2366   0.111081E+03   0.365391E+01   0.313503E-01  -0.717436E+01
  2367   0.110952E+03   0.363286E+01   0.313175E-01  -0.713122E+01
  2368   0.110818E+03   0.361203E+01   0.312846E-01  -0.708766E+01
  2369   0.110678E+03   0.359158E+01   0.312518E-01  -0.704439E+01
  2370   0.110532E+03   0.357121E+01   0.312189E-01  -0.700068E+01
  2371   0.110396E+03   0.355120E+01   0.311861E-01  -0.695502E+01
  2372   0.110254E+03   0.353133E+01   0.311532E-01  -0.690962E+01
  2373   0.110100E+03   0.351183E+01   0.311204E-01  -0.686449E+01
  2374   0.109954E+03   0.349254E+01   0.310875E-01  -0.681766E+01
  2375   0.109796E+03   0.347353E+01   0.310546E-01  -0.677144E+01
  2376   0.109647E+03   0.345474E+01   0.310218E-01  -0.672545E+01
  2377   0.109485E+03   0.343622E+01   0.309889E-01  -0.667817E+01
  2378   0.109333E+03   0.341799E+01   0.309561E-01  -0.663102E+01
  2379   0.109167E+03   0.340003E+01   0.309232E-01  -0.658353E+01
  2380   0.109011E+03   0.338227E+01   0.308903E-01  -0.653592E+01
  2381   0.108849E+03   0.336479E+01   0.308574E-01  -0.648780E+01
  2382   0.108682E+03   0.334766E+01   0.308245E-01  -0.643961E+01
  2383   0.108509E+03   0.333072E+01   0.307916E-01  -0.639088E+01
  2384   0.108338E+03   0.331413E+01   0.307587E-01  -0.634221E+01
  2385   0.108162E+03   0.329774E+01   0.307258E-01  -0.629335E+01
  2386   0.107988E+03   0.328169E+01   0.306928E-01  -0.624430E+01
  2387   0.107808E+03   0.326583E+01   0.306599E-01  -0.619503E+01
  2388   0.107622E+03   0.325046E+01   0.306270E-01  -0.614569E+01
  2389   0.107438E+03   0.323513E+01   0.305940E-01  -0.609620E+01
  2390   0.107257E+03   0.322022E+01   0.305610E-01  -0.604675E+01
  2391   0.107062E+03   0.320564E+01   0.305280E-01  -0.599712E+01
  2392   0.106869E+03   0.319126E+01   0.304950E-01  -0.594752E+01
  2393   0.106685E+03   0.317714E+01   0.304620E-01  -0.589786E+01
  2394   0.106481E+03   0.316335E+01   0.304290E-01  -0.584813E+01
  2395   0.106286E+03   0.314991E+01   0.303959E-01  -0.579855E+01
  2396   0.106086E+03   0.313672E+01   0.303628E-01  -0.574886E+01
  2397   0.105887E+03   0.312380E+01   0.303298E-01  -0.569930E+01
  2398   0.105675E+03   0.311122E+01   0.302967E-01  -0.564976E+01
  2399   0.105480E+03   0.309882E+01   0.302635E-01  -0.560032E+01
  2400   0.105272E+03   0.308684E+01   0.302304E-01  -0.555088E+01
  2401   0.105058E+03   0.307512E+01   0.301973E-01  -0.550159E+01
  2402   0.104853E+03   0.306366E+01   0.301641E-01  -0.545244E+01
  2403   0.104635E+03   0.305247E+01   0.301309E-01  -0.540333E+01
  2404   0.104419E+03   0.304168E+01   0.300977E-01  -0.535448E+01
  2405   0.104197E+03   0.303109E+01   0.300645E-01  -0.530580E+01
  2406   0.103984E+03   0.302083E+01   0.300312E-01  -0.525727E+01
  2407   0.103758E+03   0.301090E+01   0.299980E-01  -0.520890E+01
  2408   0.103533E+03   0.300124E+01   0.299647E-01  -0.516074E+01
  2409   0.103303E+03   0.299177E+01   0.299314E-01  -0.511293E+01
  2410   0.103081E+03   0.298271E+01   0.298981E-01  -0.506523E+01
  2411   0.102854E+03   0.297384E+01   0.298648E-01  -0.501793E+01
  2412   0.102614E+03   0.296531E+01   0.298314E-01  -0.497073E+01
  2413   0.102383E+03   0.295704E+01   0.297980E-01  -0.492398E+01
  2414   0.102145E+03   0.294903E+01   0.297646E-01  -0.487745E+01
  2415   0.101909E+03   0.294130E+01   0.297312E-01  -0.483127E+01
  2416   0.101675E+03   0.293390E+01   0.296978E-01  -0.478545E+01
  2417   0.101435E+03   0.292670E+01   0.296643E-01  -0.473982E+01
  2418   0.101196E+03   0.291977E+01   0.296309E-01  -0.469473E+01
  2419   0.100951E+03   0.291303E+01   0.295974E-01  -0.464997E+01
  2420   0.100708E+03   0.290671E+01   0.295639E-01  -0.460559E+01
  2421   0.100458E+03   0.290059E+01   0.295303E-01  -0.456158E+01
  2422   0.100218E+03   0.289474E+01   0.294968E-01  -0.451794E+01
  2423   0.999633E+02   0.288917E+01   0.294632E-01  -0.447480E+01
  2424   0.997103E+02   0.288380E+01   0.294296E-01  -0.443201E+01
  2425   0.994660E+02   0.287886E+01   0.293960E-01  -0.438971E+01
  2426   0.992081E+02   0.287405E+01   0.293624E-01  -0.434789E+01
  2427   0.989514E+02   0.286944E+01   0.293288E-01  -0.430647E+01
  2428   0.987033E+02   0.286519E+01   0.292951E-01  -0.426558E+01
  2429   0.984415E+02   0.286100E+01   0.292615E-01  -0.422522E+01
  2430   0.981883E+02   0.285725E+01   0.292278E-01  -0.418531E+01
  2431   0.979213E+02   0.285371E+01   0.291941E-01  -0.414592E+01
  2432   0.976701E+02   0.285031E+01   0.291604E-01  -0.410704E+01
  2433   0.973978E+02   0.284721E+01   0.291267E-01  -0.406873E+01
  2434   0.971412E+02   0.284425E+01   0.290929E-01  -0.403091E+01
  2435   0.968782E+02   0.284159E+01   0.290592E-01  -0.399366E+01
  2436   0.966161E+02   0.283915E+01   0.290254E-01  -0.395697E+01
  2437   0.963549E+02   0.283694E+01   0.289916E-01  -0.392090E+01
  2438   0.960871E+02   0.283488E+01   0.289578E-01  -0.388530E+01
  2439   0.958202E+02   0.283313E+01   0.289240E-01  -0.385039E+01
  2440   0.955614E+02   0.283154E+01   0.288902E-01  -0.381602E+01
  2441   0.952886E+02   0.283011E+01   0.288564E-01  -0.378232E+01
  2442   0.950239E+02   0.282899E+01   0.288226E-01  -0.374923E+01
  2443   0.947525E+02   0.282804E+01   0.287888E-01  -0.371665E+01
  2444   0.944817E+02   0.282726E+01   0.287549E-01  -0.368474E+01
  2445   0.942115E+02   0.282673E+01   0.287211E-01  -0.365357E+01
  2446   0.939419E+02   0.282630E+01   0.286872E-01  -0.362290E+01
  2447   0.936728E+02   0.282605E+01   0.286534E-01  -0.359289E+01
  2448   0.933968E+02   0.282597E+01   0.286195E-01  -0.356368E+01
  2449   0.931287E+02   0.282623E+01   0.285856E-01  -0.353505E+01
  2450   0.928536E+02   0.282661E+01   0.285518E-01  -0.350698E+01
  2451   0.925790E+02   0.282702E+01   0.285179E-01  -0.347970E+01
  2452   0.922972E+02   0.282770E+01   0.284840E-01  -0.345307E+01
  2453   0.920307E+02   0.282850E+01   0.284501E-01  -0.342707E+01
  2454   0.917570E+02   0.282950E+01   0.284163E-01  -0.340177E+01
  2455   0.914836E+02   0.283062E+01   0.283824E-01  -0.337717E+01
  2456   0.912105E+02   0.283195E+01   0.283485E-01  -0.335320E+01
  2457   0.909375E+02   0.283341E+01   0.283146E-01  -0.333000E+01
  2458   0.906573E+02   0.283493E+01   0.282808E-01  -0.330748E+01
  2459   0.903921E+02   0.283666E+01   0.282469E-01  -0.328573E+01
  2460   0.901195E+02   0.283846E+01   0.282130E-01  -0.326452E+01
  2461   0.898396E+02   0.284040E+01   0.281792E-01  -0.324407E+01
  2462   0.895746E+02   0.284256E+01   0.281453E-01  -0.322430E+01
  2463   0.893022E+02   0.284473E+01   0.281114E-01  -0.320514E+01
  2464   0.890298E+02   0.284697E+01   0.280776E-01  -0.318681E+01
  2465   0.887647E+02   0.284937E+01   0.280438E-01  -0.316908E+01
  2466   0.884921E+02   0.285201E+01   0.280099E-01  -0.315203E+01
  2467   0.882194E+02   0.285465E+01   0.279761E-01  -0.313565E+01
  2468   0.879466E+02   0.285732E+01   0.279423E-01  -0.312003E+01
  2469   0.876736E+02   0.286015E+01   0.279085E-01  -0.310508E+01
  2470   0.874004E+02   0.286308E+01   0.278747E-01  -0.309088E+01
  2471   0.871344E+02   0.286603E+01   0.278409E-01  -0.307729E+01
  2472   0.868681E+02   0.286909E+01   0.278072E-01  -0.306438E+01
  2473   0.866015E+02   0.287225E+01   0.277734E-01  -0.305207E+01
  2474   0.863346E+02   0.287553E+01   0.277397E-01  -0.304051E+01
  2475   0.860674E+02   0.287884E+01   0.277060E-01  -0.302963E+01
  2476   0.858072E+02   0.288219E+01   0.276722E-01  -0.301952E+01
  2477   0.855392E+02   0.288559E+01   0.276385E-01  -0.301001E+01
  2478   0.852782E+02   0.288904E+01   0.276049E-01  -0.300111E+01
  2479   0.850093E+02   0.289254E+01   0.275712E-01  -0.299298E+01
  2480   0.847548E+02   0.289609E+01   0.275376E-01  -0.298532E+01
  2481   0.844849E+02   0.289970E+01   0.275039E-01  -0.297849E+01
  2482   0.842293E+02   0.290330E+01   0.274703E-01  -0.297222E+01
  2483   0.839657E+02   0.290704E+01   0.274368E-01  -0.296665E+01
  2484   0.837068E+02   0.291069E+01   0.274032E-01  -0.296178E+01
  2485   0.834532E+02   0.291449E+01   0.273697E-01  -0.295740E+01
  2486   0.831996E+02   0.291821E+01   0.273361E-01  -0.295373E+01
  2487   0.829447E+02   0.292193E+01   0.273026E-01  -0.295077E+01
  2488   0.826943E+02   0.292566E+01   0.272692E-01  -0.294831E+01
  2489   0.824417E+02   0.292947E+01   0.272357E-01  -0.294651E+01
  2490   0.821920E+02   0.293321E+01   0.272023E-01  -0.294535E+01
  2491   0.819439E+02   0.293697E+01   0.271689E-01  -0.294471E+01
  2492   0.816949E+02   0.294068E+01   0.271356E-01  -0.294481E+01
  2493   0.814496E+02   0.294455E+01   0.271022E-01  -0.294535E+01
  2494   0.812057E+02   0.294822E+01   0.270689E-01  -0.294657E+01
  2495   0.809624E+02   0.295191E+01   0.270357E-01  -0.294833E+01
  2496   0.807205E+02   0.295563E+01   0.270024E-01  -0.295070E+01
  2497   0.804807E+02   0.295931E+01   0.269692E-01  -0.295361E+01
  2498   0.802414E+02   0.296288E+01   0.269360E-01  -0.295708E+01
  2499   0.800057E+02   0.296656E+01   0.269029E-01  -0.296117E+01
  2500   0.797697E+02   0.297005E+01   0.268698E-01  -0.296576E+01
  2501   0.795365E+02   0.297351E+01   0.268367E-01  -0.297085E+01
  2502   0.793038E+02   0.297701E+01   0.268037E-01  -0.297651E+01
  2503   0.790730E+02   0.298042E+01   0.267707E-01  -0.298261E+01
  2504   0.788441E+02   0.298380E+01   0.267377E-01  -0.298937E+01
  2505   0.786179E+02   0.298708E+01   0.267048E-01  -0.299650E+01
  2506   0.783921E+02   0.299042E+01   0.266720E-01  -0.300424E+01
  2507   0.781675E+02   0.299360E+01   0.266391E-01  -0.301236E+01
  2508   0.779461E+02   0.299676E+01   0.266063E-01  -0.302094E+01
  2509   0.777258E+02   0.299977E+01   0.265736E-01  -0.303015E+01
  2510   0.775074E+02   0.300277E+01   0.265409E-01  -0.303976E+01
  2511   0.772914E+02   0.300569E+01   0.265082E-01  -0.304956E+01
  2512   0.770758E+02   0.300846E+01   0.264756E-01  -0.306000E+01
  2513   0.768634E+02   0.301146E+01   0.264430E-01  -0.307087E+01
  2514   0.766519E+02   0.301401E+01   0.264105E-01  -0.308225E+01
  2515   0.764423E+02   0.301656E+01   0.263780E-01  -0.309391E+01
  2516   0.762350E+02   0.301905E+01   0.263456E-01  -0.310610E+01
  2517   0.760295E+02   0.302148E+01   0.263132E-01  -0.311853E+01
  2518   0.758256E+02   0.302384E+01   0.262809E-01  -0.313134E+01
  2519   0.756234E+02   0.302600E+01   0.262486E-01  -0.314455E+01
  2520   0.754236E+02   0.302809E+01   0.262164E-01  -0.315809E+01
  2521   0.752247E+02   0.303014E+01   0.261843E-01  -0.317197E+01
  2522   0.750289E+02   0.303205E+01   0.261521E-01  -0.318612E+01
  2523   0.748348E+02   0.303391E+01   0.261201E-01  -0.320070E+01
  2524   0.746416E+02   0.303558E+01   0.260881E-01  -0.321557E+01
  2525   0.744514E+02   0.303712E+01   0.260561E-01  -0.323066E+01
  2526   0.742637E+02   0.303854E+01   0.260242E-01  -0.324599E+01
  2527   0.740753E+02   0.303985E+01   0.259924E-01  -0.326178E+01
  2528   0.738907E+02   0.304111E+01   0.259606E-01  -0.327774E+01
  2529   0.737085E+02   0.304226E+01   0.259289E-01  -0.329396E+01
  2530   0.735286E+02   0.304329E+01   0.258972E-01  -0.331037E+01
