#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3857   0.316484E+01  -0.191916E+00   0.607367E-07  -0.191916E+00   0.130159E+00  -0.551648E-09   0.607367E-07  -0.551648E-09   0.264037E-09
  3858   0.316010E+01  -0.192540E+00   0.606822E-07  -0.192540E+00   0.129845E+00  -0.542649E-09   0.606822E-07  -0.542649E-09   0.263827E-09
  3859   0.315545E+01  -0.193140E+00   0.606270E-07  -0.193140E+00   0.129523E+00  -0.533610E-09   0.606270E-07  -0.533610E-09   0.263618E-09
  3860   0.315087E+01  -0.193722E+00   0.605713E-07  -0.193722E+00   0.129222E+00  -0.524530E-09   0.605713E-07  -0.524530E-09   0.263409E-09
  3861   0.314630E+01  -0.194295E+00   0.605151E-07  -0.194295E+00   0.128891E+00  -0.515413E-09   0.605151E-07  -0.515413E-09   0.263200E-09
  3862   0.314189E+01  -0.194851E+00   0.604583E-07  -0.194851E+00   0.128551E+00  -0.506258E-09   0.604583E-07  -0.506258E-09   0.262991E-09
  3863   0.313740E+01  -0.195389E+00   0.604009E-07  -0.195389E+00   0.128211E+00  -0.497067E-09   0.604009E-07  -0.497067E-09   0.262782E-09
  3864   0.313300E+01  -0.195910E+00   0.603429E-07  -0.195910E+00   0.127862E+00  -0.487841E-09   0.603429E-07  -0.487841E-09   0.262573E-09
  3865   0.312860E+01  -0.196413E+00   0.602844E-07  -0.196413E+00   0.127505E+00  -0.478582E-09   0.602844E-07  -0.478582E-09   0.262365E-09
  3866   0.312428E+01  -0.196900E+00   0.602254E-07  -0.196900E+00   0.127155E+00  -0.469291E-09   0.602254E-07  -0.469291E-09   0.262157E-09
  3867   0.311997E+01  -0.197369E+00   0.601658E-07  -0.197369E+00   0.126789E+00  -0.459968E-09   0.601658E-07  -0.459968E-09   0.261948E-09
  3868   0.311573E+01  -0.197828E+00   0.601056E-07  -0.197828E+00   0.126423E+00  -0.450616E-09   0.601056E-07  -0.450616E-09   0.261741E-09
  3869   0.311150E+01  -0.198262E+00   0.600449E-07  -0.198262E+00   0.126041E+00  -0.441235E-09   0.600449E-07  -0.441235E-09   0.261533E-09
  3870   0.310734E+01  -0.198678E+00   0.599837E-07  -0.198678E+00   0.125658E+00  -0.431826E-09   0.599837E-07  -0.431826E-09   0.261325E-09
  3871   0.310327E+01  -0.199078E+00   0.599219E-07  -0.199078E+00   0.125274E+00  -0.422392E-09   0.599219E-07  -0.422392E-09   0.261118E-09
  3872   0.309912E+01  -0.199459E+00   0.598595E-07  -0.199459E+00   0.124875E+00  -0.412932E-09   0.598595E-07  -0.412932E-09   0.260911E-09
  3873   0.309498E+01  -0.199824E+00   0.597966E-07  -0.199824E+00   0.124475E+00  -0.403449E-09   0.597966E-07  -0.403449E-09   0.260704E-09
  3874   0.309091E+01  -0.200170E+00   0.597332E-07  -0.200170E+00   0.124075E+00  -0.393943E-09   0.597332E-07  -0.393943E-09   0.260497E-09
  3875   0.308692E+01  -0.200500E+00   0.596692E-07  -0.200500E+00   0.123688E+00  -0.384415E-09   0.596692E-07  -0.384415E-09   0.260290E-09
  3876   0.308286E+01  -0.200811E+00   0.596046E-07  -0.200811E+00   0.123272E+00  -0.374868E-09   0.596046E-07  -0.374868E-09   0.260083E-09
  3877   0.307896E+01  -0.201098E+00   0.595396E-07  -0.201098E+00   0.122854E+00  -0.365302E-09   0.595396E-07  -0.365302E-09   0.259877E-09
  3878   0.307497E+01  -0.201359E+00   0.594740E-07  -0.201359E+00   0.122429E+00  -0.355718E-09   0.594740E-07  -0.355718E-09   0.259671E-09
  3879   0.307107E+01  -0.201610E+00   0.594078E-07  -0.201610E+00   0.122011E+00  -0.346117E-09   0.594078E-07  -0.346117E-09   0.259465E-09
  3880   0.306717E+01  -0.201836E+00   0.593411E-07  -0.201836E+00   0.121577E+00  -0.336501E-09   0.593411E-07  -0.336501E-09   0.259259E-09
  3881   0.306327E+01  -0.202045E+00   0.592739E-07  -0.202045E+00   0.121120E+00  -0.326872E-09   0.592739E-07  -0.326872E-09   0.259053E-09
  3882   0.305929E+01  -0.202236E+00   0.592061E-07  -0.202236E+00   0.120685E+00  -0.317229E-09   0.592061E-07  -0.317229E-09   0.258848E-09
  3883   0.305547E+01  -0.202401E+00   0.591378E-07  -0.202401E+00   0.120228E+00  -0.307575E-09   0.591378E-07  -0.307575E-09   0.258642E-09
  3884   0.305164E+01  -0.202549E+00   0.590690E-07  -0.202549E+00   0.119784E+00  -0.297910E-09   0.590690E-07  -0.297910E-09   0.258437E-09
  3885   0.304782E+01  -0.202686E+00   0.589997E-07  -0.202686E+00   0.119325E+00  -0.288236E-09   0.589997E-07  -0.288236E-09   0.258232E-09
  3886   0.304400E+01  -0.202791E+00   0.589298E-07  -0.202791E+00   0.118874E+00  -0.278555E-09   0.589298E-07  -0.278555E-09   0.258027E-09
  3887   0.304017E+01  -0.202870E+00   0.588594E-07  -0.202870E+00   0.118414E+00  -0.268866E-09   0.588594E-07  -0.268866E-09   0.257823E-09
  3888   0.303635E+01  -0.202939E+00   0.587884E-07  -0.202939E+00   0.117954E+00  -0.259172E-09   0.587884E-07  -0.259172E-09   0.257618E-09
  3889   0.303260E+01  -0.202990E+00   0.587170E-07  -0.202990E+00   0.117464E+00  -0.249474E-09   0.587170E-07  -0.249474E-09   0.257414E-09
  3890   0.302886E+01  -0.203009E+00   0.586450E-07  -0.203009E+00   0.117010E+00  -0.239772E-09   0.586450E-07  -0.239772E-09   0.257210E-09
  3891   0.302503E+01  -0.203016E+00   0.585724E-07  -0.203016E+00   0.116534E+00  -0.230069E-09   0.585724E-07  -0.230069E-09   0.257006E-09
  3892   0.302121E+01  -0.202999E+00   0.584994E-07  -0.202999E+00   0.116057E+00  -0.220365E-09   0.584994E-07  -0.220365E-09   0.256802E-09
  3893   0.301746E+01  -0.202963E+00   0.584259E-07  -0.202963E+00   0.115580E+00  -0.210662E-09   0.584259E-07  -0.210662E-09   0.256598E-09
  3894   0.301363E+01  -0.202902E+00   0.583518E-07  -0.202902E+00   0.115095E+00  -0.200960E-09   0.583518E-07  -0.200960E-09   0.256395E-09
  3895   0.300973E+01  -0.202815E+00   0.582772E-07  -0.202815E+00   0.114610E+00  -0.191262E-09   0.582772E-07  -0.191262E-09   0.256192E-09
  3896   0.300597E+01  -0.202718E+00   0.582021E-07  -0.202718E+00   0.114117E+00  -0.181567E-09   0.582021E-07  -0.181567E-09   0.255988E-09
  3897   0.300214E+01  -0.202580E+00   0.581265E-07  -0.202580E+00   0.113631E+00  -0.171878E-09   0.581265E-07  -0.171878E-09   0.255785E-09
  3898   0.299838E+01  -0.202432E+00   0.580503E-07  -0.202432E+00   0.113138E+00  -0.162196E-09   0.580503E-07  -0.162196E-09   0.255583E-09
  3899   0.299447E+01  -0.202266E+00   0.579737E-07  -0.202266E+00   0.112637E+00  -0.152522E-09   0.579737E-07  -0.152522E-09   0.255380E-09
  3900   0.299070E+01  -0.202074E+00   0.578965E-07  -0.202074E+00   0.112135E+00  -0.142856E-09   0.578965E-07  -0.142856E-09   0.255177E-09
  3901   0.298686E+01  -0.201863E+00   0.578188E-07  -0.201863E+00   0.111633E+00  -0.133201E-09   0.578188E-07  -0.133201E-09   0.254975E-09
  3902   0.298294E+01  -0.201628E+00   0.577407E-07  -0.201628E+00   0.111124E+00  -0.123558E-09   0.577407E-07  -0.123558E-09   0.254773E-09
  3903   0.297909E+01  -0.201374E+00   0.576620E-07  -0.201374E+00   0.110614E+00  -0.113926E-09   0.576620E-07  -0.113926E-09   0.254571E-09
  3904   0.297517E+01  -0.201116E+00   0.575829E-07  -0.201116E+00   0.110112E+00  -0.104308E-09   0.575829E-07  -0.104308E-09   0.254369E-09
  3905   0.297139E+01  -0.200819E+00   0.575032E-07  -0.200819E+00   0.109580E+00  -0.947038E-10   0.575032E-07  -0.947038E-10   0.254168E-09
  3906   0.296745E+01  -0.200503E+00   0.574232E-07  -0.200503E+00   0.109069E+00  -0.851150E-10   0.574232E-07  -0.851150E-10   0.253966E-09
  3907   0.296352E+01  -0.200155E+00   0.573426E-07  -0.200155E+00   0.108574E+00  -0.755424E-10   0.573426E-07  -0.755424E-10   0.253765E-09
  3908   0.295958E+01  -0.199774E+00   0.572616E-07  -0.199774E+00   0.108056E+00  -0.659869E-10   0.572616E-07  -0.659869E-10   0.253564E-09
  3909   0.295556E+01  -0.199397E+00   0.571802E-07  -0.199397E+00   0.107545E+00  -0.564495E-10   0.571802E-07  -0.564495E-10   0.253363E-09
  3910   0.295176E+01  -0.198995E+00   0.570984E-07  -0.198995E+00   0.107027E+00  -0.469313E-10   0.570984E-07  -0.469313E-10   0.253162E-09
  3911   0.294774E+01  -0.198560E+00   0.570161E-07  -0.198560E+00   0.106509E+00  -0.374333E-10   0.570161E-07  -0.374333E-10   0.252961E-09
  3912   0.294371E+01  -0.198123E+00   0.569334E-07  -0.198123E+00   0.105991E+00  -0.279563E-10   0.569334E-07  -0.279563E-10   0.252761E-09
  3913   0.293952E+01  -0.197660E+00   0.568503E-07  -0.197660E+00   0.105465E+00  -0.185014E-10   0.568503E-07  -0.185014E-10   0.252560E-09
  3914   0.293541E+01  -0.197179E+00   0.567668E-07  -0.197179E+00   0.104946E+00  -0.906949E-11   0.567668E-07  -0.906949E-11   0.252360E-09
  3915   0.293129E+01  -0.196659E+00   0.566830E-07  -0.196659E+00   0.104421E+00   0.338327E-12   0.566830E-07   0.338327E-12   0.252160E-09
  3916   0.292702E+01  -0.196143E+00   0.565987E-07  -0.196143E+00   0.103902E+00   0.972113E-11   0.565987E-07   0.972113E-11   0.251960E-09
  3917   0.292289E+01  -0.195594E+00   0.565141E-07  -0.195594E+00   0.103384E+00   0.190779E-10   0.565141E-07   0.190779E-10   0.251761E-09
  3918   0.291861E+01  -0.195028E+00   0.564292E-07  -0.195028E+00   0.102858E+00   0.284077E-10   0.564292E-07   0.284077E-10   0.251561E-09
  3919   0.291440E+01  -0.194444E+00   0.563439E-07  -0.194444E+00   0.102340E+00   0.377096E-10   0.563439E-07   0.377096E-10   0.251362E-09
  3920   0.291011E+01  -0.193843E+00   0.562582E-07  -0.193843E+00   0.101814E+00   0.469825E-10   0.562582E-07   0.469825E-10   0.251163E-09
  3921   0.290582E+01  -0.193225E+00   0.561723E-07  -0.193225E+00   0.101288E+00   0.562255E-10   0.561723E-07   0.562255E-10   0.250964E-09
  3922   0.290144E+01  -0.192581E+00   0.560860E-07  -0.192581E+00   0.100770E+00   0.654376E-10   0.560860E-07   0.654376E-10   0.250765E-09
  3923   0.289713E+01  -0.191920E+00   0.559994E-07  -0.191920E+00   0.100245E+00   0.746178E-10   0.559994E-07   0.746178E-10   0.250566E-09
  3924   0.289275E+01  -0.191242E+00   0.559125E-07  -0.191242E+00   0.997193E-01   0.837651E-10   0.559125E-07   0.837651E-10   0.250368E-09
  3925   0.288821E+01  -0.190547E+00   0.558252E-07  -0.190547E+00   0.992090E-01   0.928785E-10   0.558252E-07   0.928785E-10   0.250169E-09
  3926   0.288381E+01  -0.189826E+00   0.557378E-07  -0.189826E+00   0.986840E-01   0.101957E-09   0.557378E-07   0.101957E-09   0.249971E-09
  3927   0.287926E+01  -0.189089E+00   0.556500E-07  -0.189089E+00   0.981666E-01   0.111000E-09   0.556500E-07   0.111000E-09   0.249773E-09
  3928   0.287462E+01  -0.188341E+00   0.555620E-07  -0.188341E+00   0.976420E-01   0.120006E-09   0.555620E-07   0.120006E-09   0.249575E-09
  3929   0.287013E+01  -0.187569E+00   0.554737E-07  -0.187569E+00   0.971250E-01   0.128974E-09   0.554737E-07   0.128974E-09   0.249378E-09
  3930   0.286549E+01  -0.186788E+00   0.553851E-07  -0.186788E+00   0.966083E-01   0.137904E-09   0.553851E-07   0.137904E-09   0.249180E-09
  3931   0.286076E+01  -0.185981E+00   0.552964E-07  -0.185981E+00   0.960918E-01   0.146794E-09   0.552964E-07   0.146794E-09   0.248983E-09
  3932   0.285610E+01  -0.185158E+00   0.552074E-07  -0.185158E+00   0.955755E-01   0.155643E-09   0.552074E-07   0.155643E-09   0.248785E-09
  3933   0.285129E+01  -0.184325E+00   0.551181E-07  -0.184325E+00   0.950595E-01   0.164450E-09   0.551181E-07   0.164450E-09   0.248588E-09
  3934   0.284647E+01  -0.183475E+00   0.550287E-07  -0.183475E+00   0.945513E-01   0.173215E-09   0.550287E-07   0.173215E-09   0.248391E-09
  3935   0.284172E+01  -0.182600E+00   0.549390E-07  -0.182600E+00   0.940359E-01   0.181936E-09   0.549390E-07   0.181936E-09   0.248195E-09
  3936   0.283688E+01  -0.181724E+00   0.548492E-07  -0.181724E+00   0.935283E-01   0.190612E-09   0.548492E-07   0.190612E-09   0.247998E-09
  3937   0.283182E+01  -0.180831E+00   0.547592E-07  -0.180831E+00   0.930284E-01   0.199243E-09   0.547592E-07   0.199243E-09   0.247802E-09
  3938   0.282690E+01  -0.179891E+00   0.546690E-07  -0.179891E+00   0.925215E-01   0.207827E-09   0.546690E-07   0.207827E-09   0.247606E-09
  3939   0.282182E+01  -0.178963E+00   0.545786E-07  -0.178963E+00   0.920150E-01   0.216363E-09   0.545786E-07   0.216363E-09   0.247409E-09
  3940   0.281673E+01  -0.178034E+00   0.544881E-07  -0.178034E+00   0.915163E-01   0.224851E-09   0.544881E-07   0.224851E-09   0.247214E-09
  3941   0.281164E+01  -0.177081E+00   0.543974E-07  -0.177081E+00   0.910254E-01   0.233290E-09   0.543974E-07   0.233290E-09   0.247018E-09
  3942   0.280654E+01  -0.176111E+00   0.543066E-07  -0.176111E+00   0.905275E-01   0.241677E-09   0.543066E-07   0.241677E-09   0.246822E-09
  3943   0.280128E+01  -0.175125E+00   0.542156E-07  -0.175125E+00   0.900375E-01   0.250014E-09   0.542156E-07   0.250014E-09   0.246627E-09
  3944   0.279594E+01  -0.174129E+00   0.541246E-07  -0.174129E+00   0.895405E-01   0.258298E-09   0.541246E-07   0.258298E-09   0.246431E-09
  3945   0.279066E+01  -0.173116E+00   0.540334E-07  -0.173116E+00   0.890514E-01   0.266528E-09   0.540334E-07   0.266528E-09   0.246236E-09
  3946   0.278523E+01  -0.172094E+00   0.539421E-07  -0.172094E+00   0.885703E-01   0.274704E-09   0.539421E-07   0.274704E-09   0.246041E-09
  3947   0.277987E+01  -0.171056E+00   0.538507E-07  -0.171056E+00   0.880896E-01   0.282824E-09   0.538507E-07   0.282824E-09   0.245847E-09
  3948   0.277442E+01  -0.170001E+00   0.537592E-07  -0.170001E+00   0.876095E-01   0.290888E-09   0.537592E-07   0.290888E-09   0.245652E-09
  3949   0.276882E+01  -0.168945E+00   0.536677E-07  -0.168945E+00   0.871299E-01   0.298895E-09   0.536677E-07   0.298895E-09   0.245457E-09
  3950   0.276328E+01  -0.167865E+00   0.535761E-07  -0.167865E+00   0.866658E-01   0.306843E-09   0.535761E-07   0.306843E-09   0.245263E-09
  3951   0.275766E+01  -0.166783E+00   0.534844E-07  -0.166783E+00   0.861873E-01   0.314732E-09   0.534844E-07   0.314732E-09   0.245069E-09
  3952   0.275203E+01  -0.165692E+00   0.533926E-07  -0.165692E+00   0.857169E-01   0.322562E-09   0.533926E-07   0.322562E-09   0.244875E-09
  3953   0.274624E+01  -0.164578E+00   0.533009E-07  -0.164578E+00   0.852619E-01   0.330330E-09   0.533009E-07   0.330330E-09   0.244681E-09
  3954   0.274052E+01  -0.163462E+00   0.532090E-07  -0.163462E+00   0.847852E-01   0.338039E-09   0.532090E-07   0.338039E-09   0.244487E-09
  3955   0.273471E+01  -0.162337E+00   0.531171E-07  -0.162337E+00   0.843314E-01   0.345686E-09   0.531171E-07   0.345686E-09   0.244294E-09
  3956   0.272882E+01  -0.161204E+00   0.530252E-07  -0.161204E+00   0.838781E-01   0.353271E-09   0.530252E-07   0.353271E-09   0.244100E-09
  3957   0.272293E+01  -0.160062E+00   0.529332E-07  -0.160062E+00   0.834329E-01   0.360794E-09   0.529332E-07   0.360794E-09   0.243907E-09
  3958   0.271688E+01  -0.158897E+00   0.528412E-07  -0.158897E+00   0.829883E-01   0.368255E-09   0.528412E-07   0.368255E-09   0.243714E-09
  3959   0.271081E+01  -0.157730E+00   0.527491E-07  -0.157730E+00   0.825406E-01   0.375653E-09   0.527491E-07   0.375653E-09   0.243521E-09
  3960   0.270474E+01  -0.156570E+00   0.526570E-07  -0.156570E+00   0.821016E-01   0.382987E-09   0.526570E-07   0.382987E-09   0.243328E-09
  3961   0.269859E+01  -0.155394E+00   0.525649E-07  -0.155394E+00   0.816692E-01   0.390258E-09   0.525649E-07   0.390258E-09   0.243136E-09
  3962   0.269243E+01  -0.154194E+00   0.524727E-07  -0.154194E+00   0.812404E-01   0.397464E-09   0.524727E-07   0.397464E-09   0.242943E-09
  3963   0.268619E+01  -0.152994E+00   0.523805E-07  -0.152994E+00   0.808189E-01   0.404605E-09   0.523805E-07   0.404605E-09   0.242751E-09
  3964   0.267994E+01  -0.151800E+00   0.522883E-07  -0.151800E+00   0.803988E-01   0.411681E-09   0.522883E-07   0.411681E-09   0.242559E-09
  3965   0.267361E+01  -0.150598E+00   0.521961E-07  -0.150598E+00   0.799785E-01   0.418692E-09   0.521961E-07   0.418692E-09   0.242367E-09
  3966   0.266719E+01  -0.149388E+00   0.521038E-07  -0.149388E+00   0.795663E-01   0.425636E-09   0.521038E-07   0.425636E-09   0.242175E-09
  3967   0.266077E+01  -0.148162E+00   0.520115E-07  -0.148162E+00   0.791622E-01   0.432514E-09   0.520115E-07   0.432514E-09   0.241984E-09
  3968   0.265426E+01  -0.146943E+00   0.519192E-07  -0.146943E+00   0.787512E-01   0.439324E-09   0.519192E-07   0.439324E-09   0.241792E-09
  3969   0.264768E+01  -0.145716E+00   0.518269E-07  -0.145716E+00   0.783491E-01   0.446067E-09   0.518269E-07   0.446067E-09   0.241601E-09
  3970   0.264116E+01  -0.144481E+00   0.517346E-07  -0.144481E+00   0.779536E-01   0.452742E-09   0.517346E-07   0.452742E-09   0.241410E-09
  3971   0.263448E+01  -0.143245E+00   0.516422E-07  -0.143245E+00   0.775609E-01   0.459349E-09   0.516422E-07   0.459349E-09   0.241219E-09
  3972   0.262779E+01  -0.142002E+00   0.515499E-07  -0.142002E+00   0.771726E-01   0.465887E-09   0.515499E-07   0.465887E-09   0.241028E-09
  3973   0.262103E+01  -0.140758E+00   0.514575E-07  -0.140758E+00   0.767886E-01   0.472355E-09   0.514575E-07   0.472355E-09   0.240837E-09
  3974   0.261426E+01  -0.139506E+00   0.513652E-07  -0.139506E+00   0.764098E-01   0.478754E-09   0.513652E-07   0.478754E-09   0.240647E-09
  3975   0.260740E+01  -0.138254E+00   0.512728E-07  -0.138254E+00   0.760361E-01   0.485083E-09   0.512728E-07   0.485083E-09   0.240456E-09
  3976   0.260061E+01  -0.137002E+00   0.511805E-07  -0.137002E+00   0.756660E-01   0.491341E-09   0.511805E-07   0.491341E-09   0.240266E-09
  3977   0.259359E+01  -0.135749E+00   0.510882E-07  -0.135749E+00   0.753018E-01   0.497527E-09   0.510882E-07   0.497527E-09   0.240076E-09
  3978   0.258672E+01  -0.134482E+00   0.509958E-07  -0.134482E+00   0.749419E-01   0.503642E-09   0.509958E-07   0.503642E-09   0.239886E-09
  3979   0.257961E+01  -0.133229E+00   0.509035E-07  -0.133229E+00   0.745865E-01   0.509686E-09   0.509035E-07   0.509686E-09   0.239696E-09
  3980   0.257257E+01  -0.131962E+00   0.508112E-07  -0.131962E+00   0.742369E-01   0.515656E-09   0.508112E-07   0.515656E-09   0.239506E-09
  3981   0.256545E+01  -0.130709E+00   0.507189E-07  -0.130709E+00   0.738910E-01   0.521554E-09   0.507189E-07   0.521554E-09   0.239317E-09
  3982   0.255825E+01  -0.129449E+00   0.506267E-07  -0.129449E+00   0.735502E-01   0.527378E-09   0.506267E-07   0.527378E-09   0.239128E-09
  3983   0.255111E+01  -0.128181E+00   0.505344E-07  -0.128181E+00   0.732138E-01   0.533129E-09   0.505344E-07   0.533129E-09   0.238938E-09
  3984   0.254382E+01  -0.126922E+00   0.504422E-07  -0.126922E+00   0.728826E-01   0.538805E-09   0.504422E-07   0.538805E-09   0.238749E-09
  3985   0.253652E+01  -0.125662E+00   0.503500E-07  -0.125662E+00   0.725565E-01   0.544406E-09   0.503500E-07   0.544406E-09   0.238561E-09
  3986   0.252922E+01  -0.124403E+00   0.502579E-07  -0.124403E+00   0.722349E-01   0.549932E-09   0.502579E-07   0.549932E-09   0.238372E-09
  3987   0.252183E+01  -0.123144E+00   0.501657E-07  -0.123144E+00   0.719184E-01   0.555383E-09   0.501657E-07   0.555383E-09   0.238183E-09
  3988   0.251437E+01  -0.121892E+00   0.500736E-07  -0.121892E+00   0.716077E-01   0.560757E-09   0.500736E-07   0.560757E-09   0.237995E-09
  3989   0.250697E+01  -0.120634E+00   0.499816E-07  -0.120634E+00   0.713008E-01   0.566055E-09   0.499816E-07   0.566055E-09   0.237807E-09
  3990   0.249949E+01  -0.119384E+00   0.498896E-07  -0.119384E+00   0.709991E-01   0.571276E-09   0.498896E-07   0.571276E-09   0.237619E-09
  3991   0.249193E+01  -0.118127E+00   0.497976E-07  -0.118127E+00   0.707025E-01   0.576420E-09   0.497976E-07   0.576420E-09   0.237431E-09
  3992   0.248436E+01  -0.116885E+00   0.497056E-07  -0.116885E+00   0.704111E-01   0.581485E-09   0.497056E-07   0.581485E-09   0.237243E-09
  3993   0.247672E+01  -0.115644E+00   0.496138E-07  -0.115644E+00   0.701256E-01   0.586472E-09   0.496138E-07   0.586472E-09   0.237055E-09
  3994   0.246914E+01  -0.114411E+00   0.495219E-07  -0.114411E+00   0.698438E-01   0.591381E-09   0.495219E-07   0.591381E-09   0.236868E-09
  3995   0.246140E+01  -0.113178E+00   0.494301E-07  -0.113178E+00   0.695679E-01   0.596210E-09   0.494301E-07   0.596210E-09   0.236680E-09
  3996   0.245366E+01  -0.111939E+00   0.493384E-07  -0.111939E+00   0.692972E-01   0.600959E-09   0.493384E-07   0.600959E-09   0.236493E-09
  3997   0.244591E+01  -0.110709E+00   0.492467E-07  -0.110709E+00   0.690303E-01   0.605628E-09   0.492467E-07   0.605628E-09   0.236306E-09
  3998   0.243801E+01  -0.109509E+00   0.491551E-07  -0.109509E+00   0.687700E-01   0.610217E-09   0.491551E-07   0.610217E-09   0.236119E-09
  3999   0.243018E+01  -0.108295E+00   0.490636E-07  -0.108295E+00   0.685141E-01   0.614724E-09   0.490636E-07   0.614724E-09   0.235933E-09
