#    L    TT             EE             TE             PP             TP          
  2446   0.659665E+02   0.172522E+01  -0.157680E+01   0.407603E+05   0.382862E+01
  2447   0.657075E+02   0.173080E+01  -0.154688E+01   0.407212E+05   0.383900E+01
  2448   0.654417E+02   0.173657E+01  -0.151798E+01   0.406822E+05   0.384937E+01
  2449   0.651837E+02   0.174269E+01  -0.148990E+01   0.406432E+05   0.385973E+01
  2450   0.649188E+02   0.174893E+01  -0.146261E+01   0.406043E+05   0.387007E+01
  2451   0.646544E+02   0.175522E+01  -0.143635E+01   0.405654E+05   0.388040E+01
  2452   0.643830E+02   0.176178E+01  -0.141095E+01   0.405266E+05   0.389072E+01
  2453   0.641269E+02   0.176848E+01  -0.138642E+01   0.404878E+05   0.390102E+01
  2454   0.638637E+02   0.177537E+01  -0.136284E+01   0.404491E+05   0.391130E+01
  2455   0.636010E+02   0.178240E+01  -0.134019E+01   0.404104E+05   0.392157E+01
  2456   0.633386E+02   0.178964E+01  -0.131841E+01   0.403717E+05   0.393181E+01
  2457   0.630766E+02   0.179701E+01  -0.129764E+01   0.403331E+05   0.394203E+01
  2458   0.628075E+02   0.180445E+01  -0.127781E+01   0.402946E+05   0.395222E+01
  2459   0.625536E+02   0.181209E+01  -0.125899E+01   0.402561E+05   0.396239E+01
  2460   0.622925E+02   0.181981E+01  -0.124095E+01   0.402176E+05   0.397253E+01
  2461   0.620243E+02   0.182766E+01  -0.122393E+01   0.401792E+05   0.398265E+01
  2462   0.617712E+02   0.183574E+01  -0.120785E+01   0.401408E+05   0.399273E+01
  2463   0.615110E+02   0.184381E+01  -0.119262E+01   0.401025E+05   0.400278E+01
  2464   0.612510E+02   0.185195E+01  -0.117848E+01   0.400642E+05   0.401281E+01
  2465   0.609986E+02   0.186025E+01  -0.116519E+01   0.400260E+05   0.402279E+01
  2466   0.607390E+02   0.186877E+01  -0.115284E+01   0.399878E+05   0.403274E+01
  2467   0.604795E+02   0.187729E+01  -0.114141E+01   0.399497E+05   0.404266E+01
  2468   0.602202E+02   0.188582E+01  -0.113099E+01   0.399116E+05   0.405253E+01
  2469   0.599611E+02   0.189451E+01  -0.112150E+01   0.398735E+05   0.406237E+01
  2470   0.597021E+02   0.190328E+01  -0.111302E+01   0.398355E+05   0.407216E+01
  2471   0.594506E+02   0.191207E+01  -0.110539E+01   0.397976E+05   0.408191E+01
  2472   0.591992E+02   0.192094E+01  -0.109868E+01   0.397597E+05   0.409162E+01
  2473   0.589478E+02   0.192990E+01  -0.109283E+01   0.397218E+05   0.410128E+01
  2474   0.586965E+02   0.193896E+01  -0.108798E+01   0.396840E+05   0.411090E+01
  2475   0.584453E+02   0.194803E+01  -0.108405E+01   0.396462E+05   0.412046E+01
  2476   0.582014E+02   0.195712E+01  -0.108112E+01   0.396085E+05   0.412998E+01
  2477   0.579502E+02   0.196624E+01  -0.107904E+01   0.395708E+05   0.413944E+01
  2478   0.577063E+02   0.197538E+01  -0.107781E+01   0.395332E+05   0.414886E+01
  2479   0.574550E+02   0.198455E+01  -0.107757E+01   0.394956E+05   0.415821E+01
  2480   0.572185E+02   0.199374E+01  -0.107803E+01   0.394580E+05   0.416751E+01
  2481   0.569670E+02   0.200297E+01  -0.107956E+01   0.394205E+05   0.417676E+01
  2482   0.567303E+02   0.201215E+01  -0.108187E+01   0.393831E+05   0.418594E+01
  2483   0.564860E+02   0.202144E+01  -0.108509E+01   0.393456E+05   0.419507E+01
  2484   0.562468E+02   0.203062E+01  -0.108923E+01   0.393083E+05   0.420413E+01
  2485   0.560134E+02   0.203991E+01  -0.109406E+01   0.392710E+05   0.421313E+01
  2486   0.557806E+02   0.204909E+01  -0.109981E+01   0.392337E+05   0.422207E+01
  2487   0.555469E+02   0.205824E+01  -0.110647E+01   0.391964E+05   0.423094E+01
  2488   0.553181E+02   0.206735E+01  -0.111383E+01   0.391592E+05   0.423974E+01
  2489   0.550876E+02   0.207651E+01  -0.112203E+01   0.391221E+05   0.424848E+01
  2490   0.548606E+02   0.208557E+01  -0.113106E+01   0.390850E+05   0.425714E+01
  2491   0.546356E+02   0.209460E+01  -0.114079E+01   0.390479E+05   0.426573E+01
  2492   0.544103E+02   0.210353E+01  -0.115143E+01   0.390109E+05   0.427425E+01
  2493   0.541891E+02   0.211259E+01  -0.116268E+01   0.389740E+05   0.428270E+01
  2494   0.539699E+02   0.212140E+01  -0.117477E+01   0.389370E+05   0.429107E+01
  2495   0.537518E+02   0.213020E+01  -0.118754E+01   0.389002E+05   0.429936E+01
  2496   0.535356E+02   0.213898E+01  -0.120107E+01   0.388633E+05   0.430757E+01
  2497   0.533220E+02   0.214767E+01  -0.121529E+01   0.388265E+05   0.431570E+01
  2498   0.531094E+02   0.215619E+01  -0.123020E+01   0.387898E+05   0.432375E+01
  2499   0.529010E+02   0.216478E+01  -0.124586E+01   0.387531E+05   0.433172E+01
  2500   0.526928E+02   0.217314E+01  -0.126213E+01   0.387164E+05   0.433960E+01
  2501   0.524880E+02   0.218141E+01  -0.127901E+01   0.386798E+05   0.434740E+01
  2502   0.522841E+02   0.218968E+01  -0.129657E+01   0.386432E+05   0.435510E+01
  2503   0.520828E+02   0.219779E+01  -0.131468E+01   0.386067E+05   0.436273E+01
  2504   0.518840E+02   0.220583E+01  -0.133355E+01   0.385702E+05   0.437026E+01
  2505   0.516884E+02   0.221371E+01  -0.135290E+01   0.385338E+05   0.437770E+01
  2506   0.514938E+02   0.222160E+01  -0.137295E+01   0.384973E+05   0.438506E+01
  2507   0.513010E+02   0.222926E+01  -0.139349E+01   0.384610E+05   0.439233E+01
  2508   0.511121E+02   0.223685E+01  -0.141458E+01   0.384247E+05   0.439950E+01
  2509   0.509249E+02   0.224422E+01  -0.143639E+01   0.383884E+05   0.440658E+01
  2510   0.507403E+02   0.225152E+01  -0.145870E+01   0.383522E+05   0.441358E+01
  2511   0.505588E+02   0.225868E+01  -0.148129E+01   0.383160E+05   0.442048E+01
  2512   0.503782E+02   0.226563E+01  -0.150460E+01   0.382798E+05   0.442728E+01
  2513   0.502016E+02   0.227273E+01  -0.152842E+01   0.382437E+05   0.443399E+01
  2514   0.500267E+02   0.227932E+01  -0.155282E+01   0.382077E+05   0.444061E+01
  2515   0.498542E+02   0.228585E+01  -0.157760E+01   0.381717E+05   0.444714E+01
  2516   0.496849E+02   0.229225E+01  -0.160296E+01   0.381357E+05   0.445356E+01
  2517   0.495179E+02   0.229851E+01  -0.162863E+01   0.380998E+05   0.445989E+01
  2518   0.493534E+02   0.230464E+01  -0.165476E+01   0.380639E+05   0.446613E+01
  2519   0.491913E+02   0.231049E+01  -0.168134E+01   0.380280E+05   0.447227E+01
  2520   0.490323E+02   0.231622E+01  -0.170831E+01   0.379922E+05   0.447830E+01
  2521   0.488749E+02   0.232181E+01  -0.173567E+01   0.379564E+05   0.448424E+01
  2522   0.487214E+02   0.232721E+01  -0.176335E+01   0.379207E+05   0.449008E+01
  2523   0.485702E+02   0.233248E+01  -0.179151E+01   0.378850E+05   0.449583E+01
  2524   0.484207E+02   0.233748E+01  -0.182000E+01   0.378494E+05   0.450147E+01
  2525   0.482750E+02   0.234228E+01  -0.184875E+01   0.378138E+05   0.450700E+01
  2526   0.481323E+02   0.234689E+01  -0.187776E+01   0.377783E+05   0.451244E+01
  2527   0.479898E+02   0.235130E+01  -0.190726E+01   0.377428E+05   0.451777E+01
  2528   0.478519E+02   0.235560E+01  -0.193696E+01   0.377073E+05   0.452300E+01
  2529   0.477170E+02   0.235971E+01  -0.196694E+01   0.376719E+05   0.452813E+01
  2530   0.475851E+02   0.236363E+01  -0.199712E+01   0.376365E+05   0.453315E+01
  2531   0.474548E+02   0.236728E+01  -0.202751E+01   0.376011E+05   0.453807E+01
  2532   0.473276E+02   0.237083E+01  -0.205819E+01   0.375658E+05   0.454288E+01
  2533   0.472041E+02   0.237404E+01  -0.208909E+01   0.375306E+05   0.454759E+01
  2534   0.470821E+02   0.237714E+01  -0.212014E+01   0.374953E+05   0.455219E+01
  2535   0.469625E+02   0.237992E+01  -0.215149E+01   0.374602E+05   0.455668E+01
  2536   0.468451E+02   0.238259E+01  -0.218284E+01   0.374250E+05   0.456106E+01
  2537   0.467307E+02   0.238508E+01  -0.221436E+01   0.373899E+05   0.456533E+01
  2538   0.466193E+02   0.238731E+01  -0.224596E+01   0.373549E+05   0.456950E+01
  2539   0.465109E+02   0.238938E+01  -0.227773E+01   0.373198E+05   0.457355E+01
  2540   0.464039E+02   0.239112E+01  -0.230975E+01   0.372849E+05   0.457749E+01
  2541   0.463000E+02   0.239276E+01  -0.234158E+01   0.372499E+05   0.458133E+01
  2542   0.461975E+02   0.239415E+01  -0.237358E+01   0.372150E+05   0.458505E+01
  2543   0.460987E+02   0.239531E+01  -0.240562E+01   0.371802E+05   0.458865E+01
  2544   0.460022E+02   0.239622E+01  -0.243778E+01   0.371454E+05   0.459215E+01
  2545   0.459085E+02   0.239696E+01  -0.246991E+01   0.371106E+05   0.459553E+01
  2546   0.458171E+02   0.239746E+01  -0.250200E+01   0.370759E+05   0.459879E+01
  2547   0.457286E+02   0.239780E+01  -0.253401E+01   0.370412E+05   0.460194E+01
  2548   0.456415E+02   0.239790E+01  -0.256607E+01   0.370065E+05   0.460498E+01
  2549   0.455573E+02   0.239777E+01  -0.259804E+01   0.369719E+05   0.460789E+01
  2550   0.454761E+02   0.239732E+01  -0.263008E+01   0.369374E+05   0.461070E+01
  2551   0.453962E+02   0.239680E+01  -0.266181E+01   0.369028E+05   0.461338E+01
  2552   0.453193E+02   0.239604E+01  -0.269369E+01   0.368683E+05   0.461594E+01
  2553   0.452452E+02   0.239505E+01  -0.272535E+01   0.368339E+05   0.461839E+01
  2554   0.451719E+02   0.239383E+01  -0.275680E+01   0.367995E+05   0.462072E+01
  2555   0.451014E+02   0.239237E+01  -0.278818E+01   0.367651E+05   0.462294E+01
  2556   0.450332E+02   0.239076E+01  -0.281943E+01   0.367308E+05   0.462503E+01
  2557   0.449679E+02   0.238884E+01  -0.285048E+01   0.366965E+05   0.462701E+01
  2558   0.449041E+02   0.238676E+01  -0.288119E+01   0.366623E+05   0.462887E+01
  2559   0.448424E+02   0.238445E+01  -0.291177E+01   0.366280E+05   0.463061E+01
  2560   0.447838E+02   0.238198E+01  -0.294225E+01   0.365939E+05   0.463224E+01
  2561   0.447258E+02   0.237913E+01  -0.297253E+01   0.365597E+05   0.463375E+01
  2562   0.446716E+02   0.237620E+01  -0.300249E+01   0.365257E+05   0.463514E+01
  2563   0.446189E+02   0.237296E+01  -0.303221E+01   0.364916E+05   0.463642E+01
  2564   0.445677E+02   0.236956E+01  -0.306167E+01   0.364576E+05   0.463758E+01
  2565   0.445195E+02   0.236593E+01  -0.309090E+01   0.364236E+05   0.463862E+01
  2566   0.444720E+02   0.236222E+01  -0.311974E+01   0.363897E+05   0.463955E+01
  2567   0.444283E+02   0.235828E+01  -0.314835E+01   0.363558E+05   0.464036E+01
  2568   0.443854E+02   0.235395E+01  -0.317658E+01   0.363219E+05   0.464105E+01
  2569   0.443440E+02   0.234947E+01  -0.320460E+01   0.362881E+05   0.464163E+01
  2570   0.443057E+02   0.234476E+01  -0.323217E+01   0.362543E+05   0.464209E+01
  2571   0.442689E+02   0.233974E+01  -0.325945E+01   0.362206E+05   0.464243E+01
  2572   0.442337E+02   0.233456E+01  -0.328630E+01   0.361869E+05   0.464266E+01
  2573   0.442000E+02   0.232923E+01  -0.331273E+01   0.361532E+05   0.464277E+01
  2574   0.441686E+02   0.232373E+01  -0.333903E+01   0.361196E+05   0.464276E+01
  2575   0.441389E+02   0.231801E+01  -0.336483E+01   0.360860E+05   0.464264E+01
  2576   0.441114E+02   0.231205E+01  -0.338993E+01   0.360525E+05   0.464240E+01
  2577   0.440848E+02   0.230594E+01  -0.341484E+01   0.360190E+05   0.464205E+01
  2578   0.440591E+02   0.229960E+01  -0.343926E+01   0.359855E+05   0.464158E+01
  2579   0.440365E+02   0.229302E+01  -0.346329E+01   0.359521E+05   0.464100E+01
  2580   0.440147E+02   0.228629E+01  -0.348685E+01   0.359187E+05   0.464029E+01
  2581   0.439945E+02   0.227932E+01  -0.350987E+01   0.358854E+05   0.463948E+01
  2582   0.439753E+02   0.227220E+01  -0.353250E+01   0.358520E+05   0.463855E+01
  2583   0.439577E+02   0.226492E+01  -0.355467E+01   0.358188E+05   0.463750E+01
  2584   0.439417E+02   0.225741E+01  -0.357639E+01   0.357855E+05   0.463634E+01
  2585   0.439266E+02   0.224982E+01  -0.359751E+01   0.357523E+05   0.463506E+01
  2586   0.439139E+02   0.224192E+01  -0.361827E+01   0.357192E+05   0.463366E+01
  2587   0.439022E+02   0.223386E+01  -0.363836E+01   0.356861E+05   0.463216E+01
  2588   0.438914E+02   0.222572E+01  -0.365802E+01   0.356530E+05   0.463053E+01
  2589   0.438815E+02   0.221728E+01  -0.367717E+01   0.356199E+05   0.462879E+01
  2590   0.438733E+02   0.220875E+01  -0.369582E+01   0.355869E+05   0.462694E+01
  2591   0.438660E+02   0.220006E+01  -0.371391E+01   0.355539E+05   0.462497E+01
  2592   0.438597E+02   0.219115E+01  -0.373142E+01   0.355210E+05   0.462288E+01
  2593   0.438536E+02   0.218215E+01  -0.374831E+01   0.354881E+05   0.462069E+01
  2594   0.438493E+02   0.217300E+01  -0.376478E+01   0.354553E+05   0.461837E+01
  2595   0.438452E+02   0.216369E+01  -0.378063E+01   0.354224E+05   0.461594E+01
  2596   0.438428E+02   0.215422E+01  -0.379593E+01   0.353897E+05   0.461340E+01
  2597   0.438414E+02   0.214459E+01  -0.381068E+01   0.353569E+05   0.461074E+01
  2598   0.438402E+02   0.213481E+01  -0.382475E+01   0.353242E+05   0.460797E+01
  2599   0.438393E+02   0.212495E+01  -0.383829E+01   0.352915E+05   0.460508E+01
  2600   0.438402E+02   0.211485E+01  -0.385130E+01   0.352589E+05   0.460208E+01
  2601   0.438406E+02   0.210482E+01  -0.386363E+01   0.352263E+05   0.459897E+01
  2602   0.438420E+02   0.209449E+01  -0.387551E+01   0.351938E+05   0.459574E+01
  2603   0.438445E+02   0.208407E+01  -0.388672E+01   0.351612E+05   0.459240E+01
  2604   0.438480E+02   0.207357E+01  -0.389733E+01   0.351287E+05   0.458894E+01
  2605   0.438512E+02   0.206290E+01  -0.390735E+01   0.350963E+05   0.458537E+01
  2606   0.438546E+02   0.205215E+01  -0.391670E+01   0.350639E+05   0.458170E+01
  2607   0.438577E+02   0.204130E+01  -0.392553E+01   0.350315E+05   0.457791E+01
  2608   0.438626E+02   0.203030E+01  -0.393370E+01   0.349992E+05   0.457400E+01
  2609   0.438665E+02   0.201920E+01  -0.394128E+01   0.349669E+05   0.456999E+01
  2610   0.438714E+02   0.200809E+01  -0.394812E+01   0.349346E+05   0.456587E+01
  2611   0.438768E+02   0.199680E+01  -0.395444E+01   0.349024E+05   0.456165E+01
  2612   0.438818E+02   0.198543E+01  -0.396011E+01   0.348702E+05   0.455731E+01
  2613   0.438865E+02   0.197396E+01  -0.396504E+01   0.348380E+05   0.455286E+01
  2614   0.438924E+02   0.196246E+01  -0.396953E+01   0.348059E+05   0.454831E+01
  2615   0.438973E+02   0.195080E+01  -0.397322E+01   0.347738E+05   0.454365E+01
  2616   0.439034E+02   0.193918E+01  -0.397625E+01   0.347418E+05   0.453889E+01
  2617   0.439085E+02   0.192732E+01  -0.397870E+01   0.347098E+05   0.453401E+01
  2618   0.439148E+02   0.191543E+01  -0.398049E+01   0.346778E+05   0.452904E+01
  2619   0.439202E+02   0.190359E+01  -0.398163E+01   0.346459E+05   0.452396E+01
  2620   0.439253E+02   0.189157E+01  -0.398220E+01   0.346140E+05   0.451877E+01
  2621   0.439302E+02   0.187952E+01  -0.398211E+01   0.345821E+05   0.451348E+01
  2622   0.439356E+02   0.186744E+01  -0.398130E+01   0.345503E+05   0.450809E+01
  2623   0.439401E+02   0.185525E+01  -0.397992E+01   0.345185E+05   0.450259E+01
  2624   0.439445E+02   0.184303E+01  -0.397789E+01   0.344868E+05   0.449700E+01
  2625   0.439479E+02   0.183078E+01  -0.397514E+01   0.344550E+05   0.449130E+01
  2626   0.439520E+02   0.181849E+01  -0.397182E+01   0.344234E+05   0.448550E+01
  2627   0.439551E+02   0.180617E+01  -0.396792E+01   0.343917E+05   0.447960E+01
  2628   0.439574E+02   0.179381E+01  -0.396331E+01   0.343601E+05   0.447360E+01
  2629   0.439596E+02   0.178134E+01  -0.395806E+01   0.343285E+05   0.446750E+01
  2630   0.439617E+02   0.176897E+01  -0.395217E+01   0.342970E+05   0.446130E+01
  2631   0.439629E+02   0.175649E+01  -0.394572E+01   0.342655E+05   0.445501E+01
  2632   0.439641E+02   0.174397E+01  -0.393863E+01   0.342340E+05   0.444861E+01
  2633   0.439630E+02   0.173149E+01  -0.393082E+01   0.342026E+05   0.444212E+01
  2634   0.439626E+02   0.171903E+01  -0.392238E+01   0.341712E+05   0.443553E+01
  2635   0.439607E+02   0.170645E+01  -0.391353E+01   0.341398E+05   0.442885E+01
  2636   0.439588E+02   0.169391E+01  -0.390397E+01   0.341085E+05   0.442207E+01
  2637   0.439561E+02   0.168139E+01  -0.389378E+01   0.340772E+05   0.441519E+01
  2638   0.439519E+02   0.166882E+01  -0.388303E+01   0.340459E+05   0.440822E+01
  2639   0.439477E+02   0.165635E+01  -0.387172E+01   0.340147E+05   0.440116E+01
  2640   0.439428E+02   0.164376E+01  -0.385979E+01   0.339835E+05   0.439400E+01
  2641   0.439358E+02   0.163134E+01  -0.384738E+01   0.339524E+05   0.438675E+01
  2642   0.439295E+02   0.161886E+01  -0.383434E+01   0.339213E+05   0.437941E+01
  2643   0.439211E+02   0.160641E+01  -0.382067E+01   0.338902E+05   0.437198E+01
  2644   0.439128E+02   0.159391E+01  -0.380654E+01   0.338591E+05   0.436445E+01
  2645   0.439030E+02   0.158149E+01  -0.379185E+01   0.338281E+05   0.435684E+01
  2646   0.438912E+02   0.156917E+01  -0.377661E+01   0.337971E+05   0.434913E+01
  2647   0.438795E+02   0.155687E+01  -0.376083E+01   0.337662E+05   0.434133E+01
  2648   0.438671E+02   0.154443E+01  -0.374450E+01   0.337353E+05   0.433345E+01
  2649   0.438527E+02   0.153223E+01  -0.372778E+01   0.337044E+05   0.432547E+01
  2650   0.438377E+02   0.151997E+01  -0.371044E+01   0.336736E+05   0.431741E+01
  2651   0.438213E+02   0.150787E+01  -0.369263E+01   0.336428E+05   0.430926E+01
  2652   0.438037E+02   0.149571E+01  -0.367428E+01   0.336120E+05   0.430102E+01
  2653   0.437855E+02   0.148370E+01  -0.365560E+01   0.335813E+05   0.429270E+01
  2654   0.437652E+02   0.147171E+01  -0.363630E+01   0.335506E+05   0.428430E+01
  2655   0.437445E+02   0.145965E+01  -0.361660E+01   0.335199E+05   0.427581E+01
  2656   0.437216E+02   0.144782E+01  -0.359634E+01   0.334893E+05   0.426723E+01
  2657   0.436975E+02   0.143599E+01  -0.357568E+01   0.334587E+05   0.425858E+01
  2658   0.436729E+02   0.142425E+01  -0.355468E+01   0.334281E+05   0.424985E+01
  2659   0.436478E+02   0.141266E+01  -0.353305E+01   0.333976E+05   0.424104E+01
  2660   0.436199E+02   0.140107E+01  -0.351107E+01   0.333671E+05   0.423215E+01
  2661   0.435908E+02   0.138956E+01  -0.348868E+01   0.333366E+05   0.422318E+01
  2662   0.435597E+02   0.137819E+01  -0.346580E+01   0.333062E+05   0.421414E+01
  2663   0.435273E+02   0.136683E+01  -0.344257E+01   0.332758E+05   0.420502E+01
  2664   0.434945E+02   0.135554E+01  -0.341891E+01   0.332455E+05   0.419583E+01
  2665   0.434597E+02   0.134439E+01  -0.339483E+01   0.332151E+05   0.418657E+01
  2666   0.434229E+02   0.133332E+01  -0.337047E+01   0.331848E+05   0.417724E+01
  2667   0.433849E+02   0.132239E+01  -0.334560E+01   0.331546E+05   0.416783E+01
  2668   0.433458E+02   0.131153E+01  -0.332045E+01   0.331244E+05   0.415836E+01
  2669   0.433046E+02   0.130074E+01  -0.329486E+01   0.330942E+05   0.414882E+01
  2670   0.432631E+02   0.129016E+01  -0.326899E+01   0.330640E+05   0.413921E+01
  2671   0.432188E+02   0.127958E+01  -0.324274E+01   0.330339E+05   0.412954E+01
  2672   0.431734E+02   0.126913E+01  -0.321621E+01   0.330038E+05   0.411980E+01
  2673   0.431269E+02   0.125882E+01  -0.318922E+01   0.329737E+05   0.411000E+01
  2674   0.430784E+02   0.124873E+01  -0.316209E+01   0.329437E+05   0.410013E+01
  2675   0.430287E+02   0.123862E+01  -0.313451E+01   0.329137E+05   0.409021E+01
  2676   0.429772E+02   0.122864E+01  -0.310677E+01   0.328838E+05   0.408022E+01
  2677   0.429238E+02   0.121880E+01  -0.307865E+01   0.328539E+05   0.407017E+01
  2678   0.428685E+02   0.120917E+01  -0.305023E+01   0.328240E+05   0.406007E+01
  2679   0.428120E+02   0.119952E+01  -0.302164E+01   0.327941E+05   0.404991E+01
  2680   0.427537E+02   0.119007E+01  -0.299281E+01   0.327643E+05   0.403969E+01
  2681   0.426943E+02   0.118076E+01  -0.296374E+01   0.327345E+05   0.402942E+01
  2682   0.426330E+02   0.117157E+01  -0.293436E+01   0.327047E+05   0.401910E+01
  2683   0.425699E+02   0.116251E+01  -0.290480E+01   0.326750E+05   0.400872E+01
  2684   0.425057E+02   0.115358E+01  -0.287507E+01   0.326453E+05   0.399829E+01
  2685   0.424389E+02   0.114484E+01  -0.284501E+01   0.326157E+05   0.398781E+01
  2686   0.423718E+02   0.113609E+01  -0.281492E+01   0.325861E+05   0.397728E+01
  2687   0.423028E+02   0.112753E+01  -0.278458E+01   0.325565E+05   0.396670E+01
  2688   0.422313E+02   0.111924E+01  -0.275406E+01   0.325269E+05   0.395607E+01
  2689   0.421587E+02   0.111100E+01  -0.272342E+01   0.324974E+05   0.394540E+01
  2690   0.420851E+02   0.110287E+01  -0.269267E+01   0.324679E+05   0.393468E+01
  2691   0.420089E+02   0.109495E+01  -0.266165E+01   0.324384E+05   0.392392E+01
  2692   0.419317E+02   0.108714E+01  -0.263059E+01   0.324090E+05   0.391312E+01
  2693   0.418519E+02   0.107944E+01  -0.259941E+01   0.323796E+05   0.390227E+01
  2694   0.417719E+02   0.107202E+01  -0.256811E+01   0.323502E+05   0.389139E+01
  2695   0.416894E+02   0.106463E+01  -0.253675E+01   0.323209E+05   0.388046E+01
  2696   0.416066E+02   0.105743E+01  -0.250534E+01   0.322916E+05   0.386950E+01
  2697   0.415213E+02   0.105034E+01  -0.247380E+01   0.322623E+05   0.385849E+01
  2698   0.414334E+02   0.104344E+01  -0.244228E+01   0.322331E+05   0.384745E+01
  2699   0.413454E+02   0.103673E+01  -0.241069E+01   0.322039E+05   0.383638E+01
  2700   0.412556E+02   0.103020E+01  -0.237905E+01   0.321747E+05   0.382527E+01
  2701   0.411641E+02   0.102370E+01  -0.234748E+01   0.321456E+05   0.381413E+01
  2702   0.410716E+02   0.101739E+01  -0.231585E+01   0.321165E+05   0.380296E+01
  2703   0.409773E+02   0.101125E+01  -0.228414E+01   0.320874E+05   0.379175E+01
  2704   0.408813E+02   0.100523E+01  -0.225251E+01   0.320584E+05   0.378052E+01
  2705   0.407844E+02   0.999316E+00  -0.222080E+01   0.320294E+05   0.376925E+01
  2706   0.406856E+02   0.993658E+00  -0.218931E+01   0.320004E+05   0.375796E+01
  2707   0.405852E+02   0.988107E+00  -0.215765E+01   0.319714E+05   0.374664E+01
  2708   0.404844E+02   0.982737E+00  -0.212613E+01   0.319425E+05   0.373529E+01
  2709   0.403804E+02   0.977549E+00  -0.209475E+01   0.319136E+05   0.372392E+01
  2710   0.402762E+02   0.972468E+00  -0.206327E+01   0.318848E+05   0.371252E+01
  2711   0.401702E+02   0.967494E+00  -0.203199E+01   0.318560E+05   0.370110E+01
  2712   0.400631E+02   0.962774E+00  -0.200075E+01   0.318272E+05   0.368966E+01
  2713   0.399551E+02   0.958161E+00  -0.196964E+01   0.317984E+05   0.367819E+01
  2714   0.398445E+02   0.953729E+00  -0.193864E+01   0.317697E+05   0.366670E+01
  2715   0.397336E+02   0.949402E+00  -0.190783E+01   0.317410E+05   0.365519E+01
  2716   0.396210E+02   0.945330E+00  -0.187706E+01   0.317124E+05   0.364367E+01
  2717   0.395066E+02   0.941363E+00  -0.184639E+01   0.316837E+05   0.363212E+01
  2718   0.393918E+02   0.937575E+00  -0.181597E+01   0.316551E+05   0.362056E+01
  2719   0.392746E+02   0.933967E+00  -0.178565E+01   0.316266E+05   0.360898E+01
  2720   0.391570E+02   0.930464E+00  -0.175543E+01   0.315980E+05   0.359738E+01
  2721   0.390376E+02   0.927140E+00  -0.172546E+01   0.315695E+05   0.358577E+01
  2722   0.389172E+02   0.923921E+00  -0.169572E+01   0.315411E+05   0.357415E+01
  2723   0.387950E+02   0.920954E+00  -0.166614E+01   0.315126E+05   0.356251E+01
  2724   0.386725E+02   0.918165E+00  -0.163665E+01   0.314842E+05   0.355086E+01
  2725   0.385489E+02   0.915407E+00  -0.160746E+01   0.314558E+05   0.353920E+01
  2726   0.384234E+02   0.912826E+00  -0.157850E+01   0.314275E+05   0.352753E+01
  2727   0.382977E+02   0.910423E+00  -0.154976E+01   0.313992E+05   0.351586E+01
  2728   0.381694E+02   0.908197E+00  -0.152124E+01   0.313709E+05   0.350417E+01
  2729   0.380415E+02   0.906075E+00  -0.149294E+01   0.313426E+05   0.349247E+01
  2730   0.379125E+02   0.904129E+00  -0.146492E+01   0.313144E+05   0.348077E+01
  2731   0.377817E+02   0.902361E+00  -0.143712E+01   0.312862E+05   0.346907E+01
  2732   0.376505E+02   0.900695E+00  -0.140967E+01   0.312580E+05   0.345735E+01
  2733   0.375175E+02   0.899206E+00  -0.138243E+01   0.312299E+05   0.344564E+01
  2734   0.373841E+02   0.897818E+00  -0.135546E+01   0.312018E+05   0.343392E+01
  2735   0.372497E+02   0.896607E+00  -0.132884E+01   0.311737E+05   0.342220E+01
  2736   0.371149E+02   0.895572E+00  -0.130241E+01   0.311457E+05   0.341048E+01
  2737   0.369782E+02   0.894564E+00  -0.127640E+01   0.311177E+05   0.339876E+01
  2738   0.368412E+02   0.893805E+00  -0.125057E+01   0.310897E+05   0.338704E+01
  2739   0.367023E+02   0.893148E+00  -0.122516E+01   0.310618E+05   0.337533E+01
  2740   0.365645E+02   0.892592E+00  -0.119992E+01   0.310338E+05   0.336361E+01
  2741   0.364249E+02   0.892210E+00  -0.117509E+01   0.310060E+05   0.335190E+01
  2742   0.362848E+02   0.891929E+00  -0.115065E+01   0.309781E+05   0.334019E+01
  2743   0.361437E+02   0.891748E+00  -0.112646E+01   0.309503E+05   0.332849E+01
  2744   0.360029E+02   0.891667E+00  -0.110259E+01   0.309225E+05   0.331680E+01
  2745   0.358602E+02   0.891909E+00  -0.107911E+01   0.308947E+05   0.330511E+01
  2746   0.357171E+02   0.892102E+00  -0.105602E+01   0.308670E+05   0.329343E+01
  2747   0.355744E+02   0.892468E+00  -0.103315E+01   0.308393E+05   0.328176E+01
  2748   0.354298E+02   0.892934E+00  -0.101074E+01   0.308116E+05   0.327010E+01
  2749   0.352855E+02   0.893499E+00  -0.988638E+00   0.307839E+05   0.325846E+01
  2750   0.351409E+02   0.894236E+00  -0.966904E+00   0.307563E+05   0.324682E+01
  2751   0.349950E+02   0.895147E+00  -0.945614E+00   0.307287E+05   0.323520E+01
  2752   0.348488E+02   0.896009E+00  -0.924693E+00   0.307012E+05   0.322359E+01
  2753   0.347028E+02   0.897044E+00  -0.904139E+00   0.306737E+05   0.321199E+01
  2754   0.345565E+02   0.898180E+00  -0.883877E+00   0.306462E+05   0.320041E+01
  2755   0.344089E+02   0.899417E+00  -0.864128E+00   0.306187E+05   0.318885E+01
