#    L    TT             EE             TE             PP             TP          
   682   0.139766E+04   0.308519E+02  -0.568496E+02   0.501949E+06   0.174672E+03
   683   0.139942E+04   0.308470E+02  -0.582058E+02   0.500730E+06   0.175246E+03
   684   0.140123E+04   0.308351E+02  -0.595536E+02   0.499515E+06   0.175813E+03
   685   0.140315E+04   0.308192E+02  -0.608932E+02   0.498304E+06   0.176373E+03
   686   0.140525E+04   0.307978E+02  -0.622156E+02   0.497098E+06   0.176926E+03
   687   0.140761E+04   0.307725E+02  -0.635323E+02   0.495897E+06   0.177472E+03
   688   0.141001E+04   0.307410E+02  -0.648412E+02   0.494699E+06   0.178011E+03
   689   0.141259E+04   0.307048E+02  -0.661349E+02   0.493506E+06   0.178542E+03
   690   0.141529E+04   0.306647E+02  -0.674211E+02   0.492318E+06   0.179066E+03
   691   0.141817E+04   0.306178E+02  -0.686925E+02   0.491133E+06   0.179583E+03
   692   0.142116E+04   0.305678E+02  -0.699491E+02   0.489953E+06   0.180092E+03
   693   0.142434E+04   0.305125E+02  -0.711987E+02   0.488777E+06   0.180594E+03
   694   0.142755E+04   0.304519E+02  -0.724265E+02   0.487606E+06   0.181088E+03
   695   0.143102E+04   0.303882E+02  -0.736400E+02   0.486438E+06   0.181574E+03
   696   0.143460E+04   0.303186E+02  -0.748543E+02   0.485275E+06   0.182053E+03
   697   0.143829E+04   0.302445E+02  -0.760397E+02   0.484116E+06   0.182524E+03
   698   0.144209E+04   0.301652E+02  -0.772114E+02   0.482961E+06   0.182986E+03
   699   0.144600E+04   0.300822E+02  -0.783621E+02   0.481810E+06   0.183441E+03
   700   0.145010E+04   0.299940E+02  -0.794992E+02   0.480663E+06   0.183888E+03
   701   0.145430E+04   0.299015E+02  -0.806229E+02   0.479520E+06   0.184326E+03
   702   0.145861E+04   0.298053E+02  -0.817186E+02   0.478382E+06   0.184756E+03
   703   0.146304E+04   0.297039E+02  -0.828161E+02   0.477247E+06   0.185178E+03
   704   0.146757E+04   0.295989E+02  -0.838783E+02   0.476117E+06   0.185592E+03
   705   0.147215E+04   0.294887E+02  -0.849203E+02   0.474990E+06   0.185997E+03
   706   0.147691E+04   0.293749E+02  -0.859496E+02   0.473867E+06   0.186393E+03
   707   0.148170E+04   0.292565E+02  -0.869590E+02   0.472749E+06   0.186781E+03
   708   0.148677E+04   0.291345E+02  -0.879336E+02   0.471634E+06   0.187161E+03
   709   0.149179E+04   0.290080E+02  -0.889034E+02   0.470523E+06   0.187531E+03
   710   0.149701E+04   0.288770E+02  -0.898462E+02   0.469416E+06   0.187893E+03
   711   0.150227E+04   0.287423E+02  -0.907621E+02   0.468313E+06   0.188246E+03
   712   0.150765E+04   0.286039E+02  -0.916661E+02   0.467214E+06   0.188590E+03
   713   0.151321E+04   0.284609E+02  -0.925361E+02   0.466118E+06   0.188925E+03
   714   0.151868E+04   0.283149E+02  -0.933870E+02   0.465027E+06   0.189251E+03
   715   0.152433E+04   0.281644E+02  -0.942190E+02   0.463939E+06   0.189568E+03
   716   0.153011E+04   0.280101E+02  -0.950248E+02   0.462855E+06   0.189876E+03
   717   0.153593E+04   0.278528E+02  -0.957972E+02   0.461775E+06   0.190174E+03
   718   0.154180E+04   0.276916E+02  -0.965584E+02   0.460699E+06   0.190463E+03
   719   0.154779E+04   0.275251E+02  -0.972790E+02   0.459626E+06   0.190743E+03
   720   0.155375E+04   0.273563E+02  -0.979887E+02   0.458557E+06   0.191013E+03
   721   0.155999E+04   0.271852E+02  -0.986581E+02   0.457492E+06   0.191274E+03
   722   0.156612E+04   0.270094E+02  -0.993021E+02   0.456431E+06   0.191525E+03
   723   0.157238E+04   0.268313E+02  -0.999282E+02   0.455373E+06   0.191766E+03
   724   0.157869E+04   0.266494E+02  -0.100529E+03   0.454318E+06   0.191998E+03
   725   0.158505E+04   0.264650E+02  -0.101098E+03   0.453268E+06   0.192220E+03
   726   0.159154E+04   0.262790E+02  -0.101634E+03   0.452221E+06   0.192432E+03
   727   0.159801E+04   0.260883E+02  -0.102153E+03   0.451178E+06   0.192634E+03
   728   0.160453E+04   0.258937E+02  -0.102640E+03   0.450138E+06   0.192826E+03
   729   0.161111E+04   0.256975E+02  -0.103102E+03   0.449102E+06   0.193008E+03
   730   0.161766E+04   0.254988E+02  -0.103533E+03   0.448069E+06   0.193179E+03
   731   0.162442E+04   0.252962E+02  -0.103932E+03   0.447040E+06   0.193341E+03
   732   0.163109E+04   0.250933E+02  -0.104299E+03   0.446014E+06   0.193492E+03
   733   0.163789E+04   0.248865E+02  -0.104650E+03   0.444992E+06   0.193633E+03
   734   0.164467E+04   0.246780E+02  -0.104955E+03   0.443974E+06   0.193764E+03
   735   0.165151E+04   0.244662E+02  -0.105251E+03   0.442958E+06   0.193884E+03
   736   0.165826E+04   0.242527E+02  -0.105502E+03   0.441947E+06   0.193993E+03
   737   0.166514E+04   0.240382E+02  -0.105736E+03   0.440938E+06   0.194092E+03
   738   0.167194E+04   0.238218E+02  -0.105925E+03   0.439933E+06   0.194180E+03
   739   0.167879E+04   0.236030E+02  -0.106090E+03   0.438932E+06   0.194258E+03
   740   0.168564E+04   0.233824E+02  -0.106233E+03   0.437934E+06   0.194324E+03
   741   0.169254E+04   0.231592E+02  -0.106345E+03   0.436939E+06   0.194380E+03
   742   0.169944E+04   0.229372E+02  -0.106420E+03   0.435947E+06   0.194425E+03
   743   0.170632E+04   0.227141E+02  -0.106472E+03   0.434959E+06   0.194459E+03
   744   0.171327E+04   0.224885E+02  -0.106487E+03   0.433974E+06   0.194481E+03
   745   0.172014E+04   0.222617E+02  -0.106487E+03   0.432993E+06   0.194493E+03
   746   0.172692E+04   0.220346E+02  -0.106435E+03   0.432014E+06   0.194493E+03
   747   0.173370E+04   0.218056E+02  -0.106368E+03   0.431039E+06   0.194482E+03
   748   0.174054E+04   0.215770E+02  -0.106272E+03   0.430067E+06   0.194459E+03
   749   0.174738E+04   0.213457E+02  -0.106154E+03   0.429099E+06   0.194425E+03
   750   0.175413E+04   0.211156E+02  -0.106000E+03   0.428133E+06   0.194380E+03
   751   0.176088E+04   0.208843E+02  -0.105816E+03   0.427171E+06   0.194323E+03
   752   0.176763E+04   0.206540E+02  -0.105597E+03   0.426212E+06   0.194254E+03
   753   0.177430E+04   0.204218E+02  -0.105355E+03   0.425256E+06   0.194174E+03
   754   0.178089E+04   0.201905E+02  -0.105077E+03   0.424303E+06   0.194083E+03
   755   0.178755E+04   0.199587E+02  -0.104778E+03   0.423353E+06   0.193981E+03
   756   0.179400E+04   0.197271E+02  -0.104449E+03   0.422406E+06   0.193868E+03
   757   0.180058E+04   0.194963E+02  -0.104084E+03   0.421463E+06   0.193744E+03
   758   0.180695E+04   0.192649E+02  -0.103690E+03   0.420522E+06   0.193609E+03
   759   0.181339E+04   0.190336E+02  -0.103274E+03   0.419585E+06   0.193463E+03
   760   0.181969E+04   0.188031E+02  -0.102828E+03   0.418650E+06   0.193306E+03
   761   0.182592E+04   0.185733E+02  -0.102354E+03   0.417719E+06   0.193139E+03
   762   0.183222E+04   0.183442E+02  -0.101850E+03   0.416791E+06   0.192962E+03
   763   0.183830E+04   0.181166E+02  -0.101317E+03   0.415865E+06   0.192775E+03
   764   0.184439E+04   0.178889E+02  -0.100762E+03   0.414943E+06   0.192577E+03
   765   0.185034E+04   0.176618E+02  -0.100171E+03   0.414024E+06   0.192369E+03
   766   0.185630E+04   0.174368E+02  -0.995570E+02   0.413107E+06   0.192151E+03
   767   0.186212E+04   0.172130E+02  -0.989140E+02   0.412194E+06   0.191923E+03
   768   0.186787E+04   0.169898E+02  -0.982342E+02   0.411284E+06   0.191686E+03
   769   0.187355E+04   0.167671E+02  -0.975399E+02   0.410376E+06   0.191439E+03
   770   0.187910E+04   0.165471E+02  -0.968160E+02   0.409471E+06   0.191182E+03
   771   0.188458E+04   0.163283E+02  -0.960627E+02   0.408570E+06   0.190916E+03
   772   0.188993E+04   0.161113E+02  -0.952724E+02   0.407671E+06   0.190640E+03
   773   0.189522E+04   0.158962E+02  -0.944675E+02   0.406775E+06   0.190356E+03
   774   0.190037E+04   0.156829E+02  -0.936404E+02   0.405882E+06   0.190062E+03
   775   0.190553E+04   0.154714E+02  -0.927837E+02   0.404991E+06   0.189759E+03
   776   0.191042E+04   0.152624E+02  -0.919048E+02   0.404104E+06   0.189447E+03
   777   0.191525E+04   0.150551E+02  -0.909963E+02   0.403219E+06   0.189127E+03
   778   0.192016E+04   0.148502E+02  -0.900581E+02   0.402338E+06   0.188797E+03
   779   0.192473E+04   0.146478E+02  -0.891051E+02   0.401459E+06   0.188459E+03
   780   0.192924E+04   0.144462E+02  -0.881223E+02   0.400582E+06   0.188113E+03
   781   0.193369E+04   0.142492E+02  -0.871247E+02   0.399709E+06   0.187758E+03
   782   0.193794E+04   0.140537E+02  -0.861121E+02   0.398838E+06   0.187395E+03
   783   0.194214E+04   0.138612E+02  -0.850623E+02   0.397970E+06   0.187024E+03
   784   0.194621E+04   0.136718E+02  -0.839902E+02   0.397105E+06   0.186645E+03
   785   0.195008E+04   0.134845E+02  -0.829030E+02   0.396243E+06   0.186258E+03
   786   0.195391E+04   0.133002E+02  -0.817711E+02   0.395383E+06   0.185863E+03
   787   0.195753E+04   0.131195E+02  -0.806315E+02   0.394526E+06   0.185460E+03
   788   0.196103E+04   0.129408E+02  -0.794769E+02   0.393671E+06   0.185050E+03
   789   0.196440E+04   0.127643E+02  -0.783072E+02   0.392819E+06   0.184632E+03
   790   0.196773E+04   0.125935E+02  -0.771075E+02   0.391970E+06   0.184207E+03
   791   0.197087E+04   0.124248E+02  -0.758853E+02   0.391124E+06   0.183774E+03
   792   0.197388E+04   0.122602E+02  -0.746553E+02   0.390280E+06   0.183334E+03
   793   0.197670E+04   0.120998E+02  -0.733952E+02   0.389439E+06   0.182888E+03
   794   0.197933E+04   0.119428E+02  -0.721273E+02   0.388600E+06   0.182434E+03
   795   0.198184E+04   0.117885E+02  -0.708367E+02   0.387764E+06   0.181973E+03
   796   0.198438E+04   0.116390E+02  -0.695383E+02   0.386930E+06   0.181505E+03
   797   0.198659E+04   0.114920E+02  -0.682172E+02   0.386099E+06   0.181031E+03
   798   0.198868E+04   0.113498E+02  -0.668881E+02   0.385271E+06   0.180551E+03
   799   0.199065E+04   0.112115E+02  -0.655437E+02   0.384445E+06   0.180063E+03
   800   0.199251E+04   0.110765E+02  -0.641839E+02   0.383622E+06   0.179570E+03
   801   0.199418E+04   0.109462E+02  -0.628161E+02   0.382801E+06   0.179070E+03
   802   0.199560E+04   0.108197E+02  -0.614179E+02   0.381982E+06   0.178564E+03
   803   0.199704E+04   0.106964E+02  -0.600262E+02   0.381166E+06   0.178052E+03
   804   0.199823E+04   0.105784E+02  -0.586112E+02   0.380353E+06   0.177534E+03
   805   0.199938E+04   0.104642E+02  -0.571877E+02   0.379542E+06   0.177010E+03
   806   0.200027E+04   0.103539E+02  -0.557554E+02   0.378733E+06   0.176480E+03
   807   0.200097E+04   0.102488E+02  -0.543142E+02   0.377927E+06   0.175944E+03
   808   0.200149E+04   0.101482E+02  -0.528565E+02   0.377123E+06   0.175402E+03
   809   0.200197E+04   0.100521E+02  -0.513971E+02   0.376322E+06   0.174855E+03
   810   0.200219E+04   0.996053E+01  -0.499208E+02   0.375523E+06   0.174302E+03
   811   0.200223E+04   0.987337E+01  -0.484358E+02   0.374727E+06   0.173743E+03
   812   0.200215E+04   0.979213E+01  -0.469464E+02   0.373933E+06   0.173179E+03
   813   0.200189E+04   0.971380E+01  -0.454515E+02   0.373141E+06   0.172610E+03
   814   0.200160E+04   0.964134E+01  -0.439490E+02   0.372352E+06   0.172035E+03
   815   0.200104E+04   0.957324E+01  -0.424408E+02   0.371565E+06   0.171454E+03
   816   0.200023E+04   0.951022E+01  -0.409268E+02   0.370780E+06   0.170869E+03
   817   0.199930E+04   0.945153E+01  -0.394075E+02   0.369998E+06   0.170278E+03
   818   0.199835E+04   0.939862E+01  -0.378836E+02   0.369218E+06   0.169682E+03
   819   0.199713E+04   0.934998E+01  -0.363557E+02   0.368441E+06   0.169081E+03
   820   0.199580E+04   0.930634E+01  -0.348236E+02   0.367665E+06   0.168475E+03
   821   0.199421E+04   0.926694E+01  -0.332901E+02   0.366892E+06   0.167864E+03
   822   0.199252E+04   0.923398E+01  -0.317536E+02   0.366122E+06   0.167249E+03
   823   0.199064E+04   0.920520E+01  -0.302146E+02   0.365353E+06   0.166628E+03
   824   0.198851E+04   0.918209E+01  -0.286739E+02   0.364587E+06   0.166003E+03
   825   0.198634E+04   0.916312E+01  -0.271334E+02   0.363824E+06   0.165373E+03
   826   0.198391E+04   0.915051E+01  -0.255922E+02   0.363062E+06   0.164738E+03
   827   0.198130E+04   0.914200E+01  -0.240524E+02   0.362303E+06   0.164099E+03
   828   0.197866E+04   0.913906E+01  -0.225132E+02   0.361545E+06   0.163456E+03
   829   0.197576E+04   0.914168E+01  -0.209758E+02   0.360791E+06   0.162808E+03
   830   0.197275E+04   0.914907E+01  -0.194424E+02   0.360038E+06   0.162155E+03
   831   0.196956E+04   0.916123E+01  -0.179113E+02   0.359288E+06   0.161499E+03
   832   0.196619E+04   0.917813E+01  -0.163838E+02   0.358539E+06   0.160838E+03
   833   0.196271E+04   0.920050E+01  -0.148606E+02   0.357793E+06   0.160173E+03
   834   0.195897E+04   0.922756E+01  -0.133414E+02   0.357049E+06   0.159504E+03
   835   0.195520E+04   0.926079E+01  -0.118276E+02   0.356308E+06   0.158831E+03
   836   0.195111E+04   0.929793E+01  -0.103190E+02   0.355568E+06   0.158154E+03
   837   0.194698E+04   0.934045E+01  -0.881709E+01   0.354831E+06   0.157473E+03
   838   0.194267E+04   0.938833E+01  -0.732157E+01   0.354095E+06   0.156788E+03
   839   0.193810E+04   0.944080E+01  -0.583233E+01   0.353362E+06   0.156100E+03
   840   0.193350E+04   0.949932E+01  -0.435145E+01   0.352631E+06   0.155408E+03
   841   0.192872E+04   0.956165E+01  -0.288026E+01   0.351902E+06   0.154712E+03
   842   0.192377E+04   0.962851E+01  -0.141564E+01   0.351175E+06   0.154012E+03
   843   0.191870E+04   0.970063E+01   0.366339E-01   0.350451E+06   0.153310E+03
   844   0.191338E+04   0.977796E+01   0.148041E+01   0.349728E+06   0.152603E+03
   845   0.190804E+04   0.985903E+01   0.291289E+01   0.349007E+06   0.151894E+03
   846   0.190258E+04   0.994676E+01   0.433368E+01   0.348289E+06   0.151181E+03
   847   0.189702E+04   0.100374E+02   0.574325E+01   0.347572E+06   0.150464E+03
   848   0.189128E+04   0.101332E+02   0.713981E+01   0.346858E+06   0.149745E+03
   849   0.188529E+04   0.102334E+02   0.852414E+01   0.346146E+06   0.149023E+03
   850   0.187934E+04   0.103387E+02   0.989528E+01   0.345435E+06   0.148297E+03
   851   0.187314E+04   0.104484E+02   0.112528E+02   0.344727E+06   0.147569E+03
   852   0.186684E+04   0.105631E+02   0.125964E+02   0.344021E+06   0.146837E+03
   853   0.186042E+04   0.106814E+02   0.139254E+02   0.343316E+06   0.146103E+03
   854   0.185383E+04   0.108049E+02   0.152387E+02   0.342614E+06   0.145366E+03
   855   0.184706E+04   0.109327E+02   0.165373E+02   0.341913E+06   0.144626E+03
   856   0.184033E+04   0.110635E+02   0.178194E+02   0.341215E+06   0.143884E+03
   857   0.183334E+04   0.111994E+02   0.190845E+02   0.340519E+06   0.143138E+03
   858   0.182624E+04   0.113411E+02   0.203327E+02   0.339824E+06   0.142391E+03
   859   0.181903E+04   0.114844E+02   0.215649E+02   0.339132E+06   0.141640E+03
   860   0.181179E+04   0.116328E+02   0.227782E+02   0.338441E+06   0.140887E+03
   861   0.180436E+04   0.117857E+02   0.239727E+02   0.337752E+06   0.140132E+03
   862   0.179683E+04   0.119423E+02   0.251494E+02   0.337066E+06   0.139375E+03
   863   0.178918E+04   0.121034E+02   0.263061E+02   0.336381E+06   0.138615E+03
   864   0.178141E+04   0.122675E+02   0.274437E+02   0.335698E+06   0.137852E+03
   865   0.177339E+04   0.124361E+02   0.285601E+02   0.335017E+06   0.137088E+03
   866   0.176563E+04   0.126084E+02   0.296561E+02   0.334338E+06   0.136321E+03
   867   0.175752E+04   0.127853E+02   0.307313E+02   0.333661E+06   0.135553E+03
   868   0.174938E+04   0.129652E+02   0.317856E+02   0.332986E+06   0.134782E+03
   869   0.174112E+04   0.131489E+02   0.328185E+02   0.332312E+06   0.134009E+03
   870   0.173275E+04   0.133357E+02   0.338294E+02   0.331641E+06   0.133234E+03
   871   0.172433E+04   0.135263E+02   0.348176E+02   0.330971E+06   0.132458E+03
   872   0.171580E+04   0.137207E+02   0.357841E+02   0.330303E+06   0.131679E+03
   873   0.170715E+04   0.139182E+02   0.367274E+02   0.329637E+06   0.130899E+03
   874   0.169846E+04   0.141196E+02   0.376470E+02   0.328973E+06   0.130117E+03
   875   0.168964E+04   0.143227E+02   0.385445E+02   0.328311E+06   0.129333E+03
   876   0.168071E+04   0.145303E+02   0.394185E+02   0.327651E+06   0.128548E+03
   877   0.167188E+04   0.147404E+02   0.402676E+02   0.326992E+06   0.127761E+03
   878   0.166278E+04   0.149529E+02   0.410928E+02   0.326336E+06   0.126972E+03
   879   0.165371E+04   0.151693E+02   0.418942E+02   0.325681E+06   0.126182E+03
   880   0.164459E+04   0.153881E+02   0.426712E+02   0.325027E+06   0.125391E+03
   881   0.163535E+04   0.156086E+02   0.434223E+02   0.324376E+06   0.124598E+03
   882   0.162605E+04   0.158324E+02   0.441485E+02   0.323727E+06   0.123804E+03
   883   0.161679E+04   0.160594E+02   0.448484E+02   0.323079E+06   0.123009E+03
   884   0.160732E+04   0.162873E+02   0.455244E+02   0.322433E+06   0.122213E+03
   885   0.159781E+04   0.165185E+02   0.461737E+02   0.321789E+06   0.121415E+03
   886   0.158832E+04   0.167523E+02   0.467971E+02   0.321146E+06   0.120616E+03
   887   0.157870E+04   0.169870E+02   0.473947E+02   0.320506E+06   0.119817E+03
   888   0.156918E+04   0.172250E+02   0.479659E+02   0.319867E+06   0.119016E+03
   889   0.155938E+04   0.174634E+02   0.485109E+02   0.319230E+06   0.118214E+03
   890   0.154968E+04   0.177050E+02   0.490283E+02   0.318594E+06   0.117412E+03
   891   0.153999E+04   0.179478E+02   0.495205E+02   0.317960E+06   0.116608E+03
   892   0.153026E+04   0.181916E+02   0.499868E+02   0.317328E+06   0.115804E+03
   893   0.152039E+04   0.184380E+02   0.504259E+02   0.316698E+06   0.115000E+03
   894   0.151061E+04   0.186848E+02   0.508379E+02   0.316070E+06   0.114194E+03
   895   0.150071E+04   0.189327E+02   0.512252E+02   0.315443E+06   0.113388E+03
   896   0.149082E+04   0.191825E+02   0.515850E+02   0.314818E+06   0.112581E+03
   897   0.148087E+04   0.194334E+02   0.519188E+02   0.314194E+06   0.111774E+03
   898   0.147102E+04   0.196847E+02   0.522261E+02   0.313572E+06   0.110966E+03
   899   0.146110E+04   0.199373E+02   0.525062E+02   0.312952E+06   0.110158E+03
   900   0.145112E+04   0.201902E+02   0.527607E+02   0.312334E+06   0.109350E+03
   901   0.144124E+04   0.204437E+02   0.529883E+02   0.311717E+06   0.108541E+03
   902   0.143129E+04   0.206976E+02   0.531898E+02   0.311102E+06   0.107733E+03
   903   0.142121E+04   0.209520E+02   0.533643E+02   0.310488E+06   0.106924E+03
   904   0.141136E+04   0.212062E+02   0.535119E+02   0.309876E+06   0.106114E+03
   905   0.140137E+04   0.214618E+02   0.536326E+02   0.309266E+06   0.105305E+03
   906   0.139139E+04   0.217165E+02   0.537263E+02   0.308657E+06   0.104496E+03
   907   0.138150E+04   0.219711E+02   0.537930E+02   0.308050E+06   0.103687E+03
   908   0.137169E+04   0.222256E+02   0.538335E+02   0.307445E+06   0.102879E+03
   909   0.136182E+04   0.224801E+02   0.538463E+02   0.306841E+06   0.102070E+03
   910   0.135188E+04   0.227353E+02   0.538336E+02   0.306239E+06   0.101262E+03
   911   0.134201E+04   0.229883E+02   0.537931E+02   0.305639E+06   0.100454E+03
   912   0.133216E+04   0.232421E+02   0.537264E+02   0.305040E+06   0.996472E+02
   913   0.132209E+04   0.234946E+02   0.536326E+02   0.304442E+06   0.988406E+02
   914   0.131239E+04   0.237464E+02   0.535133E+02   0.303847E+06   0.980345E+02
   915   0.130255E+04   0.239977E+02   0.533677E+02   0.303253E+06   0.972291E+02
   916   0.129286E+04   0.242476E+02   0.531951E+02   0.302660E+06   0.964245E+02
   917   0.128310E+04   0.244978E+02   0.529976E+02   0.302069E+06   0.956207E+02
   918   0.127348E+04   0.247460E+02   0.527730E+02   0.301480E+06   0.948179E+02
   919   0.126387E+04   0.249930E+02   0.525229E+02   0.300892E+06   0.940159E+02
   920   0.125426E+04   0.252388E+02   0.522464E+02   0.300305E+06   0.932150E+02
   921   0.124480E+04   0.254835E+02   0.519443E+02   0.299721E+06   0.924153E+02
   922   0.123526E+04   0.257263E+02   0.516173E+02   0.299137E+06   0.916167E+02
   923   0.122579E+04   0.259673E+02   0.512654E+02   0.298556E+06   0.908193E+02
   924   0.121640E+04   0.262073E+02   0.508879E+02   0.297976E+06   0.900232E+02
   925   0.120715E+04   0.264448E+02   0.504855E+02   0.297397E+06   0.892286E+02
   926   0.119782E+04   0.266814E+02   0.500596E+02   0.296820E+06   0.884354E+02
   927   0.118863E+04   0.269155E+02   0.496089E+02   0.296245E+06   0.876437E+02
   928   0.117952E+04   0.271479E+02   0.491339E+02   0.295671E+06   0.868536E+02
   929   0.117039E+04   0.273780E+02   0.486362E+02   0.295098E+06   0.860651E+02
   930   0.116141E+04   0.276050E+02   0.481143E+02   0.294527E+06   0.852784E+02
   931   0.115242E+04   0.278312E+02   0.475696E+02   0.293958E+06   0.844935E+02
   932   0.114357E+04   0.280536E+02   0.470022E+02   0.293390E+06   0.837105E+02
   933   0.113479E+04   0.282738E+02   0.464128E+02   0.292823E+06   0.829294E+02
   934   0.112606E+04   0.284925E+02   0.458021E+02   0.292258E+06   0.821503E+02
   935   0.111741E+04   0.287076E+02   0.451679E+02   0.291694E+06   0.813733E+02
   936   0.110889E+04   0.289198E+02   0.445131E+02   0.291132E+06   0.805984E+02
   937   0.110035E+04   0.291299E+02   0.438370E+02   0.290572E+06   0.798258E+02
   938   0.109195E+04   0.293371E+02   0.431404E+02   0.290013E+06   0.790554E+02
   939   0.108369E+04   0.295401E+02   0.424231E+02   0.289455E+06   0.782874E+02
   940   0.107541E+04   0.297411E+02   0.416860E+02   0.288899E+06   0.775218E+02
   941   0.106727E+04   0.299386E+02   0.409290E+02   0.288344E+06   0.767588E+02
   942   0.105918E+04   0.301327E+02   0.401529E+02   0.287791E+06   0.759982E+02
   943   0.105130E+04   0.303234E+02   0.393585E+02   0.287239E+06   0.752404E+02
   944   0.104348E+04   0.305107E+02   0.385448E+02   0.286688E+06   0.744852E+02
   945   0.103571E+04   0.306939E+02   0.377135E+02   0.286139E+06   0.737328E+02
   946   0.102807E+04   0.308746E+02   0.368645E+02   0.285592E+06   0.729833E+02
   947   0.102049E+04   0.310512E+02   0.359993E+02   0.285046E+06   0.722366E+02
   948   0.101289E+04   0.312254E+02   0.351171E+02   0.284501E+06   0.714930E+02
   949   0.100556E+04   0.313941E+02   0.342194E+02   0.283958E+06   0.707524E+02
   950   0.998283E+03   0.315596E+02   0.333055E+02   0.283416E+06   0.700149E+02
   951   0.991134E+03   0.317220E+02   0.323769E+02   0.282875E+06   0.692806E+02
   952   0.984110E+03   0.318805E+02   0.314340E+02   0.282336E+06   0.685496E+02
   953   0.977137E+03   0.320337E+02   0.304762E+02   0.281798E+06   0.678218E+02
   954   0.970289E+03   0.321838E+02   0.295047E+02   0.281262E+06   0.670972E+02
   955   0.963492E+03   0.323293E+02   0.285194E+02   0.280727E+06   0.663760E+02
   956   0.956820E+03   0.324711E+02   0.275203E+02   0.280193E+06   0.656581E+02
   957   0.950346E+03   0.326076E+02   0.265093E+02   0.279661E+06   0.649436E+02
   958   0.943848E+03   0.327396E+02   0.254848E+02   0.279130E+06   0.642324E+02
   959   0.937623E+03   0.328687E+02   0.244484E+02   0.278601E+06   0.635247E+02
   960   0.931446E+03   0.329925E+02   0.234019E+02   0.278073E+06   0.628204E+02
   961   0.925319E+03   0.331120E+02   0.223432E+02   0.277546E+06   0.621196E+02
   962   0.919390E+03   0.332270E+02   0.212742E+02   0.277020E+06   0.614223E+02
   963   0.913583E+03   0.333376E+02   0.201949E+02   0.276496E+06   0.607285E+02
   964   0.907900E+03   0.334432E+02   0.191065E+02   0.275974E+06   0.600383E+02
   965   0.902264E+03   0.335444E+02   0.180084E+02   0.275452E+06   0.593516E+02
   966   0.896825E+03   0.336413E+02   0.169017E+02   0.274932E+06   0.586686E+02
   967   0.891433E+03   0.337338E+02   0.157864E+02   0.274413E+06   0.579892E+02
   968   0.886163E+03   0.338199E+02   0.146631E+02   0.273896E+06   0.573135E+02
   969   0.881090E+03   0.339017E+02   0.135332E+02   0.273380E+06   0.566415E+02
   970   0.876137E+03   0.339793E+02   0.123950E+02   0.272865E+06   0.559732E+02
   971   0.871231E+03   0.340519E+02   0.112506E+02   0.272352E+06   0.553087E+02
   972   0.866445E+03   0.341188E+02   0.101007E+02   0.271840E+06   0.546479E+02
   973   0.861781E+03   0.341808E+02   0.894441E+01   0.271329E+06   0.539910E+02
   974   0.857310E+03   0.342386E+02   0.778229E+01   0.270820E+06   0.533379E+02
   975   0.852960E+03   0.342916E+02   0.661647E+01   0.270311E+06   0.526886E+02
   976   0.848730E+03   0.343382E+02   0.544608E+01   0.269805E+06   0.520433E+02
   977   0.844619E+03   0.343808E+02   0.427248E+01   0.269299E+06   0.514019E+02
   978   0.840553E+03   0.344185E+02   0.309540E+01   0.268795E+06   0.507644E+02
   979   0.836754E+03   0.344514E+02   0.191604E+01   0.268292E+06   0.501309E+02
   980   0.833000E+03   0.344788E+02   0.734136E+00   0.267790E+06   0.495014E+02
   981   0.829365E+03   0.344999E+02  -0.449706E+00   0.267290E+06   0.488760E+02
   982   0.825848E+03   0.345179E+02  -0.163457E+01   0.266790E+06   0.482546E+02
   983   0.822523E+03   0.345303E+02  -0.282048E+01   0.266293E+06   0.476373E+02
   984   0.819242E+03   0.345358E+02  -0.400683E+01   0.265796E+06   0.470241E+02
   985   0.816153E+03   0.345382E+02  -0.519330E+01   0.265301E+06   0.464151E+02
   986   0.813106E+03   0.345351E+02  -0.637899E+01   0.264807E+06   0.458102E+02
   987   0.810177E+03   0.345267E+02  -0.756411E+01   0.264314E+06   0.452095E+02
   988   0.807439E+03   0.345144E+02  -0.874760E+01   0.263822E+06   0.446131E+02
   989   0.804817E+03   0.344961E+02  -0.992825E+01   0.263332E+06   0.440210E+02
   990   0.802312E+03   0.344761E+02  -0.111076E+02   0.262843E+06   0.434331E+02
   991   0.799923E+03   0.344479E+02  -0.122838E+02   0.262355E+06   0.428495E+02
   992   0.797650E+03   0.344151E+02  -0.134569E+02   0.261868E+06   0.422703E+02
   993   0.795417E+03   0.343771E+02  -0.146263E+02   0.261383E+06   0.416954E+02
   994   0.793375E+03   0.343354E+02  -0.157907E+02   0.260899E+06   0.411250E+02
   995   0.791522E+03   0.342884E+02  -0.169509E+02   0.260416E+06   0.405590E+02
   996   0.789710E+03   0.342348E+02  -0.181057E+02   0.259934E+06   0.399974E+02
   997   0.788012E+03   0.341790E+02  -0.192557E+02   0.259454E+06   0.394403E+02
   998   0.786428E+03   0.341173E+02  -0.203983E+02   0.258974E+06   0.388877E+02
   999   0.784959E+03   0.340512E+02  -0.215350E+02   0.258496E+06   0.383397E+02
  1000   0.783604E+03   0.339807E+02  -0.226652E+02   0.258019E+06   0.377962E+02
  1001   0.782362E+03   0.339052E+02  -0.237869E+02   0.257544E+06   0.372573E+02
