#    L    TT             EE             TE             PP             TP          
   700   0.186370E+04   0.380033E+02  -0.989895E+02   0.483754E+06   0.175987E+03
   701   0.186875E+04   0.379284E+02  -0.100505E+03   0.482604E+06   0.176640E+03
   702   0.187395E+04   0.378482E+02  -0.101990E+03   0.481458E+06   0.177284E+03
   703   0.187931E+04   0.377613E+02  -0.103475E+03   0.480316E+06   0.177919E+03
   704   0.188483E+04   0.376691E+02  -0.104922E+03   0.479177E+06   0.178545E+03
   705   0.189042E+04   0.375701E+02  -0.106347E+03   0.478043E+06   0.179161E+03
   706   0.189625E+04   0.374659E+02  -0.107756E+03   0.476913E+06   0.179768E+03
   707   0.190215E+04   0.373556E+02  -0.109143E+03   0.475787E+06   0.180366E+03
   708   0.190836E+04   0.372401E+02  -0.110492E+03   0.474665E+06   0.180954E+03
   709   0.191457E+04   0.371185E+02  -0.111834E+03   0.473547E+06   0.181532E+03
   710   0.192102E+04   0.369909E+02  -0.113145E+03   0.472433E+06   0.182101E+03
   711   0.192754E+04   0.368581E+02  -0.114426E+03   0.471323E+06   0.182660E+03
   712   0.193422E+04   0.367200E+02  -0.115692E+03   0.470216E+06   0.183209E+03
   713   0.194112E+04   0.365758E+02  -0.116920E+03   0.469114E+06   0.183748E+03
   714   0.194796E+04   0.364272E+02  -0.118126E+03   0.468015E+06   0.184277E+03
   715   0.195502E+04   0.362725E+02  -0.119309E+03   0.466921E+06   0.184796E+03
   716   0.196224E+04   0.361126E+02  -0.120461E+03   0.465830E+06   0.185305E+03
   717   0.196954E+04   0.359481E+02  -0.121576E+03   0.464743E+06   0.185803E+03
   718   0.197692E+04   0.357784E+02  -0.122676E+03   0.463659E+06   0.186292E+03
   719   0.198445E+04   0.356019E+02  -0.123730E+03   0.462580E+06   0.186770E+03
   720   0.199198E+04   0.354217E+02  -0.124769E+03   0.461504E+06   0.187237E+03
   721   0.199982E+04   0.352376E+02  -0.125763E+03   0.460432E+06   0.187694E+03
   722   0.200759E+04   0.350476E+02  -0.126727E+03   0.459364E+06   0.188140E+03
   723   0.201551E+04   0.348538E+02  -0.127668E+03   0.458300E+06   0.188576E+03
   724   0.202351E+04   0.346547E+02  -0.128578E+03   0.457239E+06   0.189001E+03
   725   0.203158E+04   0.344518E+02  -0.129451E+03   0.456182E+06   0.189414E+03
   726   0.203981E+04   0.342460E+02  -0.130286E+03   0.455128E+06   0.189817E+03
   727   0.204805E+04   0.340341E+02  -0.131098E+03   0.454078E+06   0.190209E+03
   728   0.205636E+04   0.338169E+02  -0.131873E+03   0.453032E+06   0.190590E+03
   729   0.206475E+04   0.335967E+02  -0.132617E+03   0.451990E+06   0.190960E+03
   730   0.207314E+04   0.333728E+02  -0.133323E+03   0.450951E+06   0.191318E+03
   731   0.208176E+04   0.331436E+02  -0.133991E+03   0.449915E+06   0.191665E+03
   732   0.209031E+04   0.329128E+02  -0.134622E+03   0.448883E+06   0.192001E+03
   733   0.209901E+04   0.326768E+02  -0.135230E+03   0.447855E+06   0.192325E+03
   734   0.210771E+04   0.324378E+02  -0.135785E+03   0.446830E+06   0.192638E+03
   735   0.211649E+04   0.321943E+02  -0.136324E+03   0.445809E+06   0.192939E+03
   736   0.212520E+04   0.319477E+02  -0.136811E+03   0.444791E+06   0.193228E+03
   737   0.213406E+04   0.316989E+02  -0.137274E+03   0.443776E+06   0.193505E+03
   738   0.214285E+04   0.314470E+02  -0.137685E+03   0.442765E+06   0.193771E+03
   739   0.215171E+04   0.311914E+02  -0.138066E+03   0.441758E+06   0.194024E+03
   740   0.216058E+04   0.309327E+02  -0.138415E+03   0.440753E+06   0.194266E+03
   741   0.216952E+04   0.306703E+02  -0.138727E+03   0.439753E+06   0.194495E+03
   742   0.217846E+04   0.304079E+02  -0.138994E+03   0.438755E+06   0.194712E+03
   743   0.218741E+04   0.301431E+02  -0.139230E+03   0.437761E+06   0.194917E+03
   744   0.219643E+04   0.298746E+02  -0.139421E+03   0.436770E+06   0.195110E+03
   745   0.220538E+04   0.296039E+02  -0.139589E+03   0.435783E+06   0.195290E+03
   746   0.221426E+04   0.293316E+02  -0.139696E+03   0.434799E+06   0.195458E+03
   747   0.222314E+04   0.290562E+02  -0.139780E+03   0.433818E+06   0.195613E+03
   748   0.223210E+04   0.287801E+02  -0.139827E+03   0.432840E+06   0.195755E+03
   749   0.224105E+04   0.285003E+02  -0.139842E+03   0.431866E+06   0.195885E+03
   750   0.224993E+04   0.282204E+02  -0.139812E+03   0.430895E+06   0.196002E+03
   751   0.225882E+04   0.279382E+02  -0.139745E+03   0.429927E+06   0.196106E+03
   752   0.226770E+04   0.276560E+02  -0.139631E+03   0.428962E+06   0.196197E+03
   753   0.227651E+04   0.273708E+02  -0.139487E+03   0.428000E+06   0.196276E+03
   754   0.228525E+04   0.270855E+02  -0.139298E+03   0.427042E+06   0.196342E+03
   755   0.229406E+04   0.267987E+02  -0.139078E+03   0.426087E+06   0.196395E+03
   756   0.230265E+04   0.265112E+02  -0.138820E+03   0.425134E+06   0.196436E+03
   757   0.231139E+04   0.262236E+02  -0.138517E+03   0.424185E+06   0.196465E+03
   758   0.231990E+04   0.259345E+02  -0.138175E+03   0.423239E+06   0.196481E+03
   759   0.232849E+04   0.256447E+02  -0.137803E+03   0.422297E+06   0.196485E+03
   760   0.233693E+04   0.253548E+02  -0.137393E+03   0.421357E+06   0.196478E+03
   761   0.234529E+04   0.250649E+02  -0.136945E+03   0.420420E+06   0.196458E+03
   762   0.235373E+04   0.247750E+02  -0.136459E+03   0.419486E+06   0.196427E+03
   763   0.236194E+04   0.244858E+02  -0.135935E+03   0.418556E+06   0.196383E+03
   764   0.237016E+04   0.241959E+02  -0.135380E+03   0.417628E+06   0.196328E+03
   765   0.237822E+04   0.239059E+02  -0.134780E+03   0.416703E+06   0.196262E+03
   766   0.238628E+04   0.236174E+02  -0.134150E+03   0.415782E+06   0.196184E+03
   767   0.239420E+04   0.233297E+02  -0.133481E+03   0.414863E+06   0.196095E+03
   768   0.240203E+04   0.230419E+02  -0.132767E+03   0.413948E+06   0.195995E+03
   769   0.240980E+04   0.227541E+02  -0.132030E+03   0.413035E+06   0.195883E+03
   770   0.241741E+04   0.224686E+02  -0.131254E+03   0.412125E+06   0.195760E+03
   771   0.242494E+04   0.221838E+02  -0.130441E+03   0.411218E+06   0.195627E+03
   772   0.243232E+04   0.219005E+02  -0.129583E+03   0.410314E+06   0.195482E+03
   773   0.243963E+04   0.216187E+02  -0.128701E+03   0.409413E+06   0.195327E+03
   774   0.244679E+04   0.213384E+02  -0.127789E+03   0.408515E+06   0.195161E+03
   775   0.245394E+04   0.210595E+02  -0.126838E+03   0.407620E+06   0.194985E+03
   776   0.246079E+04   0.207830E+02  -0.125858E+03   0.406728E+06   0.194798E+03
   777   0.246757E+04   0.205079E+02  -0.124839E+03   0.405838E+06   0.194600E+03
   778   0.247442E+04   0.202350E+02  -0.123782E+03   0.404951E+06   0.194393E+03
   779   0.248089E+04   0.199644E+02  -0.122702E+03   0.404067E+06   0.194175E+03
   780   0.248729E+04   0.196946E+02  -0.121584E+03   0.403186E+06   0.193947E+03
   781   0.249360E+04   0.194292E+02  -0.120444E+03   0.402308E+06   0.193709E+03
   782   0.249970E+04   0.191654E+02  -0.119280E+03   0.401432E+06   0.193461E+03
   783   0.250571E+04   0.189045E+02  -0.118070E+03   0.400560E+06   0.193204E+03
   784   0.251157E+04   0.186466E+02  -0.116830E+03   0.399690E+06   0.192937E+03
   785   0.251720E+04   0.183910E+02  -0.115567E+03   0.398822E+06   0.192660E+03
   786   0.252276E+04   0.181384E+02  -0.114251E+03   0.397958E+06   0.192373E+03
   787   0.252809E+04   0.178896E+02  -0.112920E+03   0.397096E+06   0.192078E+03
   788   0.253326E+04   0.176430E+02  -0.111565E+03   0.396237E+06   0.191772E+03
   789   0.253829E+04   0.173986E+02  -0.110188E+03   0.395380E+06   0.191458E+03
   790   0.254323E+04   0.171603E+02  -0.108772E+03   0.394526E+06   0.191135E+03
   791   0.254795E+04   0.169242E+02  -0.107326E+03   0.393675E+06   0.190802E+03
   792   0.255251E+04   0.166926E+02  -0.105864E+03   0.392827E+06   0.190461E+03
   793   0.255684E+04   0.164656E+02  -0.104365E+03   0.391981E+06   0.190110E+03
   794   0.256095E+04   0.162423E+02  -0.102849E+03   0.391138E+06   0.189752E+03
   795   0.256490E+04   0.160220E+02  -0.101304E+03   0.390297E+06   0.189384E+03
   796   0.256885E+04   0.158069E+02  -0.997422E+02   0.389459E+06   0.189008E+03
   797   0.257242E+04   0.155949E+02  -0.981503E+02   0.388623E+06   0.188623E+03
   798   0.257583E+04   0.153881E+02  -0.965428E+02   0.387790E+06   0.188230E+03
   799   0.257909E+04   0.151859E+02  -0.949122E+02   0.386960E+06   0.187829E+03
   800   0.258220E+04   0.149874E+02  -0.932585E+02   0.386132E+06   0.187420E+03
   801   0.258507E+04   0.147942E+02  -0.915892E+02   0.385307E+06   0.187002E+03
   802   0.258765E+04   0.146055E+02  -0.898821E+02   0.384484E+06   0.186577E+03
   803   0.259021E+04   0.144206E+02  -0.881742E+02   0.383663E+06   0.186144E+03
   804   0.259248E+04   0.142417E+02  -0.864359E+02   0.382845E+06   0.185702E+03
   805   0.259466E+04   0.140673E+02  -0.846820E+02   0.382030E+06   0.185254E+03
   806   0.259654E+04   0.138975E+02  -0.829126E+02   0.381217E+06   0.184797E+03
   807   0.259819E+04   0.137336E+02  -0.811277E+02   0.380406E+06   0.184333E+03
   808   0.259961E+04   0.135750E+02  -0.793199E+02   0.379598E+06   0.183861E+03
   809   0.260095E+04   0.134217E+02  -0.775040E+02   0.378793E+06   0.183382E+03
   810   0.260198E+04   0.132737E+02  -0.756653E+02   0.377990E+06   0.182895E+03
   811   0.260279E+04   0.131309E+02  -0.738119E+02   0.377189E+06   0.182401E+03
   812   0.260344E+04   0.129949E+02  -0.719482E+02   0.376390E+06   0.181900E+03
   813   0.260386E+04   0.128627E+02  -0.700737E+02   0.375595E+06   0.181391E+03
   814   0.260420E+04   0.127372E+02  -0.681860E+02   0.374801E+06   0.180876E+03
   815   0.260424E+04   0.126170E+02  -0.662873E+02   0.374010E+06   0.180353E+03
   816   0.260397E+04   0.125029E+02  -0.643779E+02   0.373221E+06   0.179823E+03
   817   0.260355E+04   0.123940E+02  -0.624582E+02   0.372434E+06   0.179287E+03
   818   0.260305E+04   0.122919E+02  -0.605293E+02   0.371650E+06   0.178744E+03
   819   0.260224E+04   0.121951E+02  -0.585917E+02   0.370869E+06   0.178193E+03
   820   0.260128E+04   0.121042E+02  -0.566456E+02   0.370089E+06   0.177637E+03
   821   0.260001E+04   0.120187E+02  -0.546939E+02   0.369312E+06   0.177073E+03
   822   0.259859E+04   0.119407E+02  -0.527351E+02   0.368537E+06   0.176503E+03
   823   0.259694E+04   0.118680E+02  -0.507701E+02   0.367765E+06   0.175927E+03
   824   0.259498E+04   0.118020E+02  -0.487995E+02   0.366994E+06   0.175344E+03
   825   0.259295E+04   0.117414E+02  -0.468257E+02   0.366226E+06   0.174755E+03
   826   0.259061E+04   0.116882E+02  -0.448478E+02   0.365461E+06   0.174159E+03
   827   0.258804E+04   0.116403E+02  -0.428683E+02   0.364697E+06   0.173558E+03
   828   0.258539E+04   0.115993E+02  -0.408862E+02   0.363936E+06   0.172950E+03
   829   0.258243E+04   0.115650E+02  -0.389031E+02   0.363177E+06   0.172336E+03
   830   0.257932E+04   0.115367E+02  -0.369214E+02   0.362420E+06   0.171717E+03
   831   0.257598E+04   0.115145E+02  -0.349394E+02   0.361666E+06   0.171091E+03
   832   0.257241E+04   0.114983E+02  -0.329588E+02   0.360913E+06   0.170460E+03
   833   0.256869E+04   0.114888E+02  -0.309802E+02   0.360163E+06   0.169822E+03
   834   0.256466E+04   0.114855E+02  -0.290037E+02   0.359415E+06   0.169180E+03
   835   0.256054E+04   0.114896E+02  -0.270309E+02   0.358670E+06   0.168531E+03
   836   0.255605E+04   0.114991E+02  -0.250616E+02   0.357926E+06   0.167877E+03
   837   0.255148E+04   0.115153E+02  -0.230975E+02   0.357185E+06   0.167218E+03
   838   0.254668E+04   0.115384E+02  -0.211385E+02   0.356445E+06   0.166553E+03
   839   0.254158E+04   0.115674E+02  -0.191847E+02   0.355708E+06   0.165883E+03
   840   0.253639E+04   0.116040E+02  -0.172383E+02   0.354973E+06   0.165207E+03
   841   0.253097E+04   0.116459E+02  -0.153008E+02   0.354240E+06   0.164527E+03
   842   0.252532E+04   0.116939E+02  -0.133693E+02   0.353509E+06   0.163841E+03
   843   0.251952E+04   0.117487E+02  -0.114497E+02   0.352781E+06   0.163150E+03
   844   0.251341E+04   0.118102E+02  -0.953830E+01   0.352054E+06   0.162454E+03
   845   0.250722E+04   0.118771E+02  -0.763815E+01   0.351330E+06   0.161754E+03
   846   0.250088E+04   0.119522E+02  -0.574976E+01   0.350607E+06   0.161048E+03
   847   0.249438E+04   0.120319E+02  -0.387285E+01   0.349887E+06   0.160338E+03
   848   0.248765E+04   0.121184E+02  -0.200938E+01   0.349168E+06   0.159624E+03
   849   0.248061E+04   0.122110E+02  -0.158747E+00   0.348452E+06   0.158904E+03
   850   0.247357E+04   0.123104E+02   0.167793E+01   0.347738E+06   0.158180E+03
   851   0.246622E+04   0.124158E+02   0.350002E+01   0.347026E+06   0.157452E+03
   852   0.245872E+04   0.125280E+02   0.530712E+01   0.346315E+06   0.156719E+03
   853   0.245106E+04   0.126455E+02   0.709847E+01   0.345607E+06   0.155982E+03
   854   0.244317E+04   0.127699E+02   0.887264E+01   0.344901E+06   0.155241E+03
   855   0.243505E+04   0.129003E+02   0.106306E+02   0.344197E+06   0.154495E+03
   856   0.242692E+04   0.130352E+02   0.123704E+02   0.343494E+06   0.153745E+03
   857   0.241849E+04   0.131770E+02   0.140914E+02   0.342794E+06   0.152991E+03
   858   0.240991E+04   0.133263E+02   0.157935E+02   0.342096E+06   0.152234E+03
   859   0.240117E+04   0.134786E+02   0.174775E+02   0.341399E+06   0.151472E+03
   860   0.239234E+04   0.136378E+02   0.191403E+02   0.340705E+06   0.150706E+03
   861   0.238329E+04   0.138030E+02   0.207820E+02   0.340012E+06   0.149937E+03
   862   0.237409E+04   0.139735E+02   0.224032E+02   0.339322E+06   0.149164E+03
   863   0.236473E+04   0.141500E+02   0.240018E+02   0.338633E+06   0.148387E+03
   864   0.235521E+04   0.143311E+02   0.255785E+02   0.337947E+06   0.147607E+03
   865   0.234539E+04   0.145183E+02   0.271309E+02   0.337262E+06   0.146823E+03
   866   0.233579E+04   0.147107E+02   0.286599E+02   0.336579E+06   0.146035E+03
   867   0.232581E+04   0.149092E+02   0.301647E+02   0.335898E+06   0.145244E+03
   868   0.231575E+04   0.151122E+02   0.316453E+02   0.335219E+06   0.144450E+03
   869   0.230553E+04   0.153205E+02   0.331009E+02   0.334542E+06   0.143652E+03
   870   0.229517E+04   0.155334E+02   0.345307E+02   0.333867E+06   0.142852E+03
   871   0.228472E+04   0.157515E+02   0.359340E+02   0.333193E+06   0.142048E+03
   872   0.227411E+04   0.159750E+02   0.373115E+02   0.332522E+06   0.141241E+03
   873   0.226336E+04   0.162029E+02   0.386618E+02   0.331852E+06   0.140431E+03
   874   0.225252E+04   0.164362E+02   0.399840E+02   0.331184E+06   0.139618E+03
   875   0.224153E+04   0.166726E+02   0.412796E+02   0.330518E+06   0.138802E+03
   876   0.223039E+04   0.169149E+02   0.425472E+02   0.329854E+06   0.137983E+03
   877   0.221931E+04   0.171611E+02   0.437852E+02   0.329192E+06   0.137161E+03
   878   0.220793E+04   0.174110E+02   0.449944E+02   0.328531E+06   0.136337E+03
   879   0.219655E+04   0.176662E+02   0.461746E+02   0.327873E+06   0.135510E+03
   880   0.218509E+04   0.179252E+02   0.473253E+02   0.327216E+06   0.134681E+03
   881   0.217348E+04   0.181873E+02   0.484449E+02   0.326561E+06   0.133849E+03
   882   0.216178E+04   0.184539E+02   0.495340E+02   0.325908E+06   0.133014E+03
   883   0.215009E+04   0.187250E+02   0.505913E+02   0.325256E+06   0.132177E+03
   884   0.213816E+04   0.189985E+02   0.516189E+02   0.324606E+06   0.131338E+03
   885   0.212616E+04   0.192764E+02   0.526138E+02   0.323959E+06   0.130497E+03
   886   0.211415E+04   0.195582E+02   0.535768E+02   0.323312E+06   0.129653E+03
   887   0.210199E+04   0.198422E+02   0.545078E+02   0.322668E+06   0.128807E+03
   888   0.208990E+04   0.201308E+02   0.554061E+02   0.322026E+06   0.127960E+03
   889   0.207750E+04   0.204209E+02   0.562716E+02   0.321385E+06   0.127110E+03
   890   0.206518E+04   0.207155E+02   0.571030E+02   0.320746E+06   0.126258E+03
   891   0.205286E+04   0.210124E+02   0.579023E+02   0.320108E+06   0.125404E+03
   892   0.204045E+04   0.213117E+02   0.586688E+02   0.319472E+06   0.124549E+03
   893   0.202790E+04   0.216147E+02   0.594011E+02   0.318839E+06   0.123692E+03
   894   0.201541E+04   0.219192E+02   0.600990E+02   0.318206E+06   0.122833E+03
   895   0.200278E+04   0.222260E+02   0.607649E+02   0.317576E+06   0.121973E+03
   896   0.199013E+04   0.225359E+02   0.613957E+02   0.316947E+06   0.121111E+03
   897   0.197742E+04   0.228480E+02   0.619929E+02   0.316320E+06   0.120247E+03
   898   0.196477E+04   0.231617E+02   0.625558E+02   0.315694E+06   0.119382E+03
   899   0.195204E+04   0.234776E+02   0.630835E+02   0.315071E+06   0.118516E+03
   900   0.193924E+04   0.237951E+02   0.635776E+02   0.314448E+06   0.117648E+03
   901   0.192651E+04   0.241142E+02   0.640365E+02   0.313828E+06   0.116780E+03
   902   0.191370E+04   0.244347E+02   0.644610E+02   0.313209E+06   0.115910E+03
   903   0.190075E+04   0.247568E+02   0.648504E+02   0.312592E+06   0.115039E+03
   904   0.188801E+04   0.250797E+02   0.652047E+02   0.311976E+06   0.114167E+03
   905   0.187512E+04   0.254049E+02   0.655238E+02   0.311363E+06   0.113294E+03
   906   0.186223E+04   0.257300E+02   0.658078E+02   0.310750E+06   0.112420E+03
   907   0.184941E+04   0.260560E+02   0.660566E+02   0.310140E+06   0.111546E+03
   908   0.183666E+04   0.263827E+02   0.662711E+02   0.309531E+06   0.110670E+03
   909   0.182384E+04   0.267102E+02   0.664497E+02   0.308923E+06   0.109795E+03
   910   0.181094E+04   0.270392E+02   0.665947E+02   0.308318E+06   0.108919E+03
   911   0.179811E+04   0.273668E+02   0.667038E+02   0.307714E+06   0.108042E+03
   912   0.178528E+04   0.276959E+02   0.667785E+02   0.307111E+06   0.107165E+03
   913   0.177223E+04   0.280242E+02   0.668181E+02   0.306510E+06   0.106288E+03
   914   0.175955E+04   0.283525E+02   0.668241E+02   0.305911E+06   0.105410E+03
   915   0.174672E+04   0.286809E+02   0.667957E+02   0.305313E+06   0.104533E+03
   916   0.173403E+04   0.290085E+02   0.667322E+02   0.304717E+06   0.103655E+03
   917   0.172128E+04   0.293369E+02   0.666359E+02   0.304122E+06   0.102777E+03
   918   0.170867E+04   0.296638E+02   0.665044E+02   0.303529E+06   0.101900E+03
   919   0.169605E+04   0.299899E+02   0.663394E+02   0.302938E+06   0.101023E+03
   920   0.168344E+04   0.303153E+02   0.661400E+02   0.302348E+06   0.100146E+03
   921   0.167098E+04   0.306400E+02   0.659069E+02   0.301759E+06   0.992691E+02
   922   0.165844E+04   0.309632E+02   0.656411E+02   0.301173E+06   0.983929E+02
   923   0.164598E+04   0.312848E+02   0.653423E+02   0.300587E+06   0.975173E+02
   924   0.163359E+04   0.316057E+02   0.650100E+02   0.300004E+06   0.966423E+02
   925   0.162136E+04   0.319244E+02   0.646449E+02   0.299422E+06   0.957679E+02
   926   0.160904E+04   0.322423E+02   0.642483E+02   0.298841E+06   0.948943E+02
   927   0.159688E+04   0.325580E+02   0.638189E+02   0.298262E+06   0.940216E+02
   928   0.158479E+04   0.328721E+02   0.633575E+02   0.297684E+06   0.931498E+02
   929   0.157270E+04   0.331840E+02   0.628654E+02   0.297108E+06   0.922789E+02
   930   0.156077E+04   0.334929E+02   0.623412E+02   0.296534E+06   0.914092E+02
   931   0.154883E+04   0.338010E+02   0.617865E+02   0.295961E+06   0.905406E+02
   932   0.153705E+04   0.341054E+02   0.612011E+02   0.295389E+06   0.896732E+02
   933   0.152534E+04   0.344075E+02   0.605858E+02   0.294819E+06   0.888072E+02
   934   0.151370E+04   0.347080E+02   0.599415E+02   0.294250E+06   0.879425E+02
   935   0.150214E+04   0.350049E+02   0.592658E+02   0.293683E+06   0.870794E+02
   936   0.149074E+04   0.352987E+02   0.585618E+02   0.293118E+06   0.862178E+02
   937   0.147933E+04   0.355902E+02   0.578287E+02   0.292554E+06   0.853578E+02
   938   0.146808E+04   0.358787E+02   0.570672E+02   0.291991E+06   0.844995E+02
   939   0.145697E+04   0.361627E+02   0.562774E+02   0.291430E+06   0.836430E+02
   940   0.144587E+04   0.364444E+02   0.554599E+02   0.290870E+06   0.827884E+02
   941   0.143492E+04   0.367223E+02   0.546149E+02   0.290312E+06   0.819358E+02
   942   0.142405E+04   0.369964E+02   0.537430E+02   0.289755E+06   0.810852E+02
   943   0.141340E+04   0.372668E+02   0.528450E+02   0.289199E+06   0.802367E+02
   944   0.140283E+04   0.375334E+02   0.519201E+02   0.288645E+06   0.793903E+02
   945   0.139234E+04   0.377955E+02   0.509699E+02   0.288093E+06   0.785463E+02
   946   0.138200E+04   0.380545E+02   0.499943E+02   0.287542E+06   0.777046E+02
   947   0.137174E+04   0.383090E+02   0.489949E+02   0.286992E+06   0.768653E+02
   948   0.136148E+04   0.385604E+02   0.479708E+02   0.286444E+06   0.760286E+02
   949   0.135153E+04   0.388058E+02   0.469236E+02   0.285897E+06   0.751944E+02
   950   0.134165E+04   0.390474E+02   0.458526E+02   0.285352E+06   0.743629E+02
   951   0.133192E+04   0.392852E+02   0.447592E+02   0.284807E+06   0.735341E+02
   952   0.132235E+04   0.395185E+02   0.436442E+02   0.284265E+06   0.727081E+02
   953   0.131285E+04   0.397457E+02   0.425068E+02   0.283724E+06   0.718850E+02
   954   0.130351E+04   0.399691E+02   0.413486E+02   0.283184E+06   0.710647E+02
   955   0.129425E+04   0.401873E+02   0.401696E+02   0.282645E+06   0.702473E+02
   956   0.128514E+04   0.404009E+02   0.389698E+02   0.282108E+06   0.694329E+02
   957   0.127626E+04   0.406084E+02   0.377514E+02   0.281572E+06   0.686216E+02
   958   0.126738E+04   0.408107E+02   0.365130E+02   0.281038E+06   0.678132E+02
   959   0.125880E+04   0.410091E+02   0.352561E+02   0.280505E+06   0.670080E+02
   960   0.125030E+04   0.412015E+02   0.339829E+02   0.279973E+06   0.662058E+02
   961   0.124188E+04   0.413886E+02   0.326912E+02   0.279443E+06   0.654069E+02
   962   0.123369E+04   0.415704E+02   0.313833E+02   0.278914E+06   0.646112E+02
   963   0.122565E+04   0.417470E+02   0.300591E+02   0.278387E+06   0.638187E+02
   964   0.121777E+04   0.419174E+02   0.287203E+02   0.277860E+06   0.630296E+02
   965   0.120996E+04   0.420826E+02   0.273660E+02   0.277336E+06   0.622438E+02
   966   0.120238E+04   0.422425E+02   0.259977E+02   0.276812E+06   0.614614E+02
   967   0.119488E+04   0.423970E+02   0.246155E+02   0.276290E+06   0.606824E+02
   968   0.118753E+04   0.425441E+02   0.232202E+02   0.275769E+06   0.599070E+02
   969   0.118042E+04   0.426858E+02   0.218132E+02   0.275250E+06   0.591350E+02
   970   0.117345E+04   0.428222E+02   0.203930E+02   0.274731E+06   0.583666E+02
   971   0.116656E+04   0.429526E+02   0.189620E+02   0.274215E+06   0.576018E+02
   972   0.115983E+04   0.430762E+02   0.175208E+02   0.273699E+06   0.568407E+02
   973   0.115325E+04   0.431937E+02   0.160688E+02   0.273185E+06   0.560833E+02
   974   0.114690E+04   0.433059E+02   0.146067E+02   0.272672E+06   0.553296E+02
   975   0.114071E+04   0.434121E+02   0.131368E+02   0.272160E+06   0.545797E+02
   976   0.113466E+04   0.435107E+02   0.116583E+02   0.271650E+06   0.538336E+02
   977   0.112877E+04   0.436040E+02   0.101727E+02   0.271141E+06   0.530914E+02
   978   0.112296E+04   0.436912E+02   0.867989E+01   0.270633E+06   0.523531E+02
   979   0.111746E+04   0.437724E+02   0.718125E+01   0.270127E+06   0.516187E+02
   980   0.111203E+04   0.438468E+02   0.567664E+01   0.269622E+06   0.508884E+02
   981   0.110675E+04   0.439137E+02   0.416681E+01   0.269118E+06   0.501621E+02
   982   0.110163E+04   0.439759E+02   0.265282E+01   0.268615E+06   0.494398E+02
   983   0.109674E+04   0.440314E+02   0.113478E+01   0.268114E+06   0.487217E+02
   984   0.109193E+04   0.440786E+02  -0.386540E+00   0.267614E+06   0.480078E+02
   985   0.108735E+04   0.441212E+02  -0.191068E+01   0.267115E+06   0.472981E+02
   986   0.108284E+04   0.441570E+02  -0.343661E+01   0.266618E+06   0.465927E+02
   987   0.107850E+04   0.441859E+02  -0.496439E+01   0.266121E+06   0.458915E+02
   988   0.107438E+04   0.442096E+02  -0.649281E+01   0.265626E+06   0.451947E+02
   989   0.107041E+04   0.442257E+02  -0.802051E+01   0.265133E+06   0.445023E+02
   990   0.106660E+04   0.442387E+02  -0.954890E+01   0.264640E+06   0.438143E+02
   991   0.106294E+04   0.442419E+02  -0.110759E+02   0.264149E+06   0.431308E+02
   992   0.105944E+04   0.442391E+02  -0.126016E+02   0.263659E+06   0.424518E+02
   993   0.105601E+04   0.442294E+02  -0.141252E+02   0.263170E+06   0.417774E+02
   994   0.105282E+04   0.442144E+02  -0.156451E+02   0.262683E+06   0.411076E+02
   995   0.104985E+04   0.441926E+02  -0.171622E+02   0.262196E+06   0.404424E+02
   996   0.104697E+04   0.441625E+02  -0.186748E+02   0.261711E+06   0.397819E+02
   997   0.104424E+04   0.441285E+02  -0.201838E+02   0.261228E+06   0.391261E+02
   998   0.104166E+04   0.440870E+02  -0.216861E+02   0.260745E+06   0.384752E+02
   999   0.103924E+04   0.440394E+02  -0.231832E+02   0.260263E+06   0.378290E+02
  1000   0.103698E+04   0.439857E+02  -0.246744E+02   0.259783E+06   0.371877E+02
  1001   0.103486E+04   0.439252E+02  -0.261573E+02   0.259304E+06   0.365513E+02
  1002   0.103283E+04   0.438579E+02  -0.276328E+02   0.258826E+06   0.359198E+02
  1003   0.103103E+04   0.437852E+02  -0.291008E+02   0.258350E+06   0.352933E+02
  1004   0.102938E+04   0.437057E+02  -0.305598E+02   0.257874E+06   0.346717E+02
  1005   0.102797E+04   0.436202E+02  -0.320083E+02   0.257400E+06   0.340551E+02
  1006   0.102663E+04   0.435278E+02  -0.334478E+02   0.256927E+06   0.334435E+02
  1007   0.102537E+04   0.434294E+02  -0.348768E+02   0.256455E+06   0.328368E+02
  1008   0.102404E+04   0.433249E+02  -0.362945E+02   0.255985E+06   0.322352E+02
  1009   0.102309E+04   0.432143E+02  -0.377009E+02   0.255515E+06   0.316386E+02
  1010   0.102230E+04   0.430984E+02  -0.390952E+02   0.255047E+06   0.310470E+02
  1011   0.102158E+04   0.429772E+02  -0.404768E+02   0.254580E+06   0.304605E+02
  1012   0.102102E+04   0.428491E+02  -0.418469E+02   0.254114E+06   0.298791E+02
  1013   0.102062E+04   0.427165E+02  -0.432021E+02   0.253649E+06   0.293027E+02
  1014   0.102036E+04   0.425771E+02  -0.445443E+02   0.253185E+06   0.287315E+02
  1015   0.102011E+04   0.424331E+02  -0.458715E+02   0.252723E+06   0.281654E+02
  1016   0.102010E+04   0.422823E+02  -0.471842E+02   0.252261E+06   0.276044E+02
  1017   0.102023E+04   0.421269E+02  -0.484819E+02   0.251801E+06   0.270485E+02
  1018   0.102044E+04   0.419647E+02  -0.497636E+02   0.251342E+06   0.264979E+02
  1019   0.102074E+04   0.417987E+02  -0.510295E+02   0.250884E+06   0.259523E+02
