#    L    TT             EE             TE             PP             TP          
  3643   0.556282E+01   0.181825E+00  -0.364984E+00   0.146112E+05   0.102574E+01
  3644   0.555354E+01   0.180688E+00  -0.362492E+00   0.145995E+05   0.102621E+01
  3645   0.554431E+01   0.179569E+00  -0.359977E+00   0.145878E+05   0.102669E+01
  3646   0.553492E+01   0.178458E+00  -0.357444E+00   0.145761E+05   0.102717E+01
  3647   0.552551E+01   0.177349E+00  -0.354895E+00   0.145644E+05   0.102765E+01
  3648   0.551586E+01   0.176264E+00  -0.352328E+00   0.145527E+05   0.102814E+01
  3649   0.550619E+01   0.175188E+00  -0.349746E+00   0.145410E+05   0.102864E+01
  3650   0.549636E+01   0.174121E+00  -0.347154E+00   0.145294E+05   0.102914E+01
  3651   0.548651E+01   0.173071E+00  -0.344531E+00   0.145177E+05   0.102964E+01
  3652   0.547650E+01   0.172031E+00  -0.341914E+00   0.145061E+05   0.103015E+01
  3653   0.546632E+01   0.171007E+00  -0.339273E+00   0.144944E+05   0.103066E+01
  3654   0.545605E+01   0.169985E+00  -0.336624E+00   0.144828E+05   0.103118E+01
  3655   0.544561E+01   0.168987E+00  -0.333959E+00   0.144712E+05   0.103169E+01
  3656   0.543516E+01   0.167998E+00  -0.331285E+00   0.144596E+05   0.103222E+01
  3657   0.542454E+01   0.167026E+00  -0.328611E+00   0.144480E+05   0.103274E+01
  3658   0.541391E+01   0.166070E+00  -0.325921E+00   0.144364E+05   0.103327E+01
  3659   0.540304E+01   0.165116E+00  -0.323223E+00   0.144248E+05   0.103380E+01
  3660   0.539215E+01   0.164187E+00  -0.320517E+00   0.144133E+05   0.103434E+01
  3661   0.538103E+01   0.163266E+00  -0.317810E+00   0.144017E+05   0.103488E+01
  3662   0.536996E+01   0.162362E+00  -0.315096E+00   0.143902E+05   0.103542E+01
  3663   0.535873E+01   0.161468E+00  -0.312381E+00   0.143787E+05   0.103596E+01
  3664   0.534734E+01   0.160590E+00  -0.309666E+00   0.143671E+05   0.103650E+01
  3665   0.533586E+01   0.159721E+00  -0.306930E+00   0.143556E+05   0.103705E+01
  3666   0.532436E+01   0.158862E+00  -0.304215E+00   0.143441E+05   0.103760E+01
  3667   0.531271E+01   0.158034E+00  -0.301501E+00   0.143326E+05   0.103815E+01
  3668   0.530103E+01   0.157207E+00  -0.298772E+00   0.143211E+05   0.103870E+01
  3669   0.528912E+01   0.156398E+00  -0.296051E+00   0.143097E+05   0.103926E+01
  3670   0.527728E+01   0.155597E+00  -0.293345E+00   0.142982E+05   0.103981E+01
  3671   0.526512E+01   0.154821E+00  -0.290625E+00   0.142867E+05   0.104037E+01
  3672   0.525302E+01   0.154054E+00  -0.287914E+00   0.142753E+05   0.104093E+01
  3673   0.524076E+01   0.153296E+00  -0.285203E+00   0.142639E+05   0.104149E+01
  3674   0.522841E+01   0.152562E+00  -0.282508E+00   0.142524E+05   0.104204E+01
  3675   0.521598E+01   0.151837E+00  -0.279814E+00   0.142410E+05   0.104260E+01
  3676   0.520353E+01   0.151129E+00  -0.277136E+00   0.142296E+05   0.104317E+01
  3677   0.519093E+01   0.150430E+00  -0.274444E+00   0.142182E+05   0.104373E+01
  3678   0.517824E+01   0.149748E+00  -0.271777E+00   0.142068E+05   0.104429E+01
  3679   0.516546E+01   0.149082E+00  -0.269118E+00   0.141955E+05   0.104485E+01
  3680   0.515267E+01   0.148425E+00  -0.266468E+00   0.141841E+05   0.104541E+01
  3681   0.513964E+01   0.147785E+00  -0.263835E+00   0.141727E+05   0.104597E+01
  3682   0.512661E+01   0.147162E+00  -0.261211E+00   0.141614E+05   0.104653E+01
  3683   0.511349E+01   0.146547E+00  -0.258603E+00   0.141501E+05   0.104709E+01
  3684   0.510035E+01   0.145957E+00  -0.256006E+00   0.141387E+05   0.104765E+01
  3685   0.508706E+01   0.145368E+00  -0.253417E+00   0.141274E+05   0.104820E+01
  3686   0.507376E+01   0.144789E+00  -0.250854E+00   0.141161E+05   0.104876E+01
  3687   0.506030E+01   0.144233E+00  -0.248300E+00   0.141048E+05   0.104932E+01
  3688   0.504683E+01   0.143695E+00  -0.245756E+00   0.140935E+05   0.104987E+01
  3689   0.503335E+01   0.143165E+00  -0.243237E+00   0.140822E+05   0.105042E+01
  3690   0.501957E+01   0.142652E+00  -0.240735E+00   0.140710E+05   0.105097E+01
  3691   0.500592E+01   0.142155E+00  -0.238252E+00   0.140597E+05   0.105152E+01
  3692   0.499219E+01   0.141668E+00  -0.235793E+00   0.140485E+05   0.105207E+01
  3693   0.497837E+01   0.141197E+00  -0.233352E+00   0.140372E+05   0.105261E+01
  3694   0.496448E+01   0.140735E+00  -0.230929E+00   0.140260E+05   0.105316E+01
  3695   0.495057E+01   0.140290E+00  -0.228532E+00   0.140148E+05   0.105370E+01
  3696   0.493651E+01   0.139854E+00  -0.226160E+00   0.140036E+05   0.105423E+01
  3697   0.492244E+01   0.139441E+00  -0.223807E+00   0.139924E+05   0.105477E+01
  3698   0.490843E+01   0.139031E+00  -0.221479E+00   0.139812E+05   0.105530E+01
  3699   0.489427E+01   0.138637E+00  -0.219163E+00   0.139700E+05   0.105583E+01
  3700   0.488003E+01   0.138260E+00  -0.216887E+00   0.139588E+05   0.105636E+01
  3701   0.486578E+01   0.137891E+00  -0.214630E+00   0.139477E+05   0.105688E+01
  3702   0.485144E+01   0.137532E+00  -0.212400E+00   0.139365E+05   0.105740E+01
  3703   0.483711E+01   0.137197E+00  -0.210195E+00   0.139254E+05   0.105791E+01
  3704   0.482276E+01   0.136863E+00  -0.208017E+00   0.139142E+05   0.105843E+01
  3705   0.480833E+01   0.136553E+00  -0.205857E+00   0.139031E+05   0.105893E+01
  3706   0.479383E+01   0.136237E+00  -0.203732E+00   0.138920E+05   0.105944E+01
  3707   0.477932E+01   0.135953E+00  -0.201639E+00   0.138809E+05   0.105994E+01
  3708   0.476473E+01   0.135670E+00  -0.199574E+00   0.138698E+05   0.106043E+01
  3709   0.475020E+01   0.135403E+00  -0.197534E+00   0.138587E+05   0.106093E+01
  3710   0.473568E+01   0.135145E+00  -0.195528E+00   0.138476E+05   0.106142E+01
  3711   0.472100E+01   0.134903E+00  -0.193542E+00   0.138365E+05   0.106190E+01
  3712   0.470639E+01   0.134670E+00  -0.191603E+00   0.138255E+05   0.106238E+01
  3713   0.469177E+01   0.134446E+00  -0.189677E+00   0.138144E+05   0.106285E+01
  3714   0.467708E+01   0.134216E+00  -0.187791E+00   0.138034E+05   0.106332E+01
  3715   0.466239E+01   0.134024E+00  -0.185932E+00   0.137924E+05   0.106379E+01
  3716   0.464762E+01   0.133834E+00  -0.184107E+00   0.137814E+05   0.106425E+01
  3717   0.463292E+01   0.133652E+00  -0.182316E+00   0.137703E+05   0.106470E+01
  3718   0.461822E+01   0.133478E+00  -0.180551E+00   0.137593E+05   0.106515E+01
  3719   0.460337E+01   0.133321E+00  -0.178820E+00   0.137483E+05   0.106560E+01
  3720   0.458866E+01   0.133195E+00  -0.177123E+00   0.137374E+05   0.106604E+01
  3721   0.457388E+01   0.133055E+00  -0.175460E+00   0.137264E+05   0.106647E+01
  3722   0.455917E+01   0.132923E+00  -0.173824E+00   0.137154E+05   0.106690E+01
  3723   0.454439E+01   0.132807E+00  -0.172229E+00   0.137045E+05   0.106733E+01
  3724   0.452968E+01   0.132700E+00  -0.170660E+00   0.136935E+05   0.106774E+01
  3725   0.451490E+01   0.132601E+00  -0.169133E+00   0.136826E+05   0.106816E+01
  3726   0.450012E+01   0.132503E+00  -0.167633E+00   0.136717E+05   0.106856E+01
  3727   0.448541E+01   0.132429E+00  -0.166174E+00   0.136607E+05   0.106896E+01
  3728   0.447070E+01   0.132348E+00  -0.164749E+00   0.136498E+05   0.106936E+01
  3729   0.445592E+01   0.132297E+00  -0.163358E+00   0.136389E+05   0.106975E+01
  3730   0.444129E+01   0.132240E+00  -0.161994E+00   0.136280E+05   0.107013E+01
  3731   0.442659E+01   0.132191E+00  -0.160672E+00   0.136172E+05   0.107050E+01
  3732   0.441196E+01   0.132143E+00  -0.159384E+00   0.136063E+05   0.107087E+01
  3733   0.439727E+01   0.132118E+00  -0.158129E+00   0.135954E+05   0.107123E+01
  3734   0.438272E+01   0.132094E+00  -0.156902E+00   0.135846E+05   0.107159E+01
  3735   0.436810E+01   0.132071E+00  -0.155724E+00   0.135737E+05   0.107194E+01
  3736   0.435356E+01   0.132063E+00  -0.154587E+00   0.135629E+05   0.107228E+01
  3737   0.433910E+01   0.132063E+00  -0.153470E+00   0.135521E+05   0.107261E+01
  3738   0.432449E+01   0.132064E+00  -0.152402E+00   0.135413E+05   0.107294E+01
  3739   0.431004E+01   0.132080E+00  -0.151353E+00   0.135305E+05   0.107326E+01
  3740   0.429574E+01   0.132097E+00  -0.150346E+00   0.135197E+05   0.107358E+01
  3741   0.428129E+01   0.132122E+00  -0.149351E+00   0.135089E+05   0.107388E+01
  3742   0.426693E+01   0.132147E+00  -0.148412E+00   0.134981E+05   0.107418E+01
  3743   0.425264E+01   0.132181E+00  -0.147508E+00   0.134873E+05   0.107447E+01
  3744   0.423843E+01   0.132222E+00  -0.146639E+00   0.134766E+05   0.107475E+01
  3745   0.422424E+01   0.132271E+00  -0.145804E+00   0.134658E+05   0.107503E+01
  3746   0.421012E+01   0.132321E+00  -0.145010E+00   0.134551E+05   0.107530E+01
  3747   0.419593E+01   0.132378E+00  -0.144251E+00   0.134443E+05   0.107556E+01
  3748   0.418190E+01   0.132436E+00  -0.143527E+00   0.134336E+05   0.107581E+01
  3749   0.416795E+01   0.132501E+00  -0.142829E+00   0.134229E+05   0.107605E+01
  3750   0.415393E+01   0.132567E+00  -0.142174E+00   0.134122E+05   0.107629E+01
  3751   0.414015E+01   0.132640E+00  -0.141553E+00   0.134015E+05   0.107651E+01
  3752   0.412630E+01   0.132714E+00  -0.140973E+00   0.133908E+05   0.107673E+01
  3753   0.411253E+01   0.132803E+00  -0.140421E+00   0.133801E+05   0.107694E+01
  3754   0.409884E+01   0.132885E+00  -0.139896E+00   0.133695E+05   0.107714E+01
  3755   0.408516E+01   0.132974E+00  -0.139412E+00   0.133588E+05   0.107733E+01
  3756   0.407157E+01   0.133063E+00  -0.138970E+00   0.133481E+05   0.107751E+01
  3757   0.405806E+01   0.133153E+00  -0.138554E+00   0.133375E+05   0.107769E+01
  3758   0.404455E+01   0.133250E+00  -0.138166E+00   0.133269E+05   0.107785E+01
  3759   0.403121E+01   0.133347E+00  -0.137818E+00   0.133162E+05   0.107801E+01
  3760   0.401787E+01   0.133459E+00  -0.137497E+00   0.133056E+05   0.107816E+01
  3761   0.400476E+01   0.133564E+00  -0.137210E+00   0.132950E+05   0.107829E+01
  3762   0.399160E+01   0.133669E+00  -0.136957E+00   0.132844E+05   0.107842E+01
  3763   0.397851E+01   0.133773E+00  -0.136730E+00   0.132738E+05   0.107854E+01
  3764   0.396551E+01   0.133878E+00  -0.136545E+00   0.132632E+05   0.107865E+01
  3765   0.395259E+01   0.133990E+00  -0.136378E+00   0.132527E+05   0.107875E+01
  3766   0.393983E+01   0.134095E+00  -0.136252E+00   0.132421E+05   0.107884E+01
  3767   0.392701E+01   0.134207E+00  -0.136159E+00   0.132316E+05   0.107892E+01
  3768   0.391434E+01   0.134327E+00  -0.136086E+00   0.132210E+05   0.107899E+01
  3769   0.390176E+01   0.134438E+00  -0.136045E+00   0.132105E+05   0.107905E+01
  3770   0.388926E+01   0.134557E+00  -0.136030E+00   0.132000E+05   0.107910E+01
  3771   0.387685E+01   0.134661E+00  -0.136057E+00   0.131894E+05   0.107914E+01
  3772   0.386453E+01   0.134773E+00  -0.136101E+00   0.131789E+05   0.107917E+01
  3773   0.385228E+01   0.134891E+00  -0.136179E+00   0.131684E+05   0.107919E+01
  3774   0.384013E+01   0.135017E+00  -0.136282E+00   0.131579E+05   0.107920E+01
  3775   0.382806E+01   0.135120E+00  -0.136403E+00   0.131475E+05   0.107920E+01
  3776   0.381607E+01   0.135238E+00  -0.136565E+00   0.131370E+05   0.107918E+01
  3777   0.380425E+01   0.135348E+00  -0.136752E+00   0.131265E+05   0.107916E+01
  3778   0.379258E+01   0.135465E+00  -0.136957E+00   0.131161E+05   0.107913E+01
  3779   0.378085E+01   0.135567E+00  -0.137202E+00   0.131056E+05   0.107908E+01
  3780   0.376928E+01   0.135676E+00  -0.137458E+00   0.130952E+05   0.107903E+01
  3781   0.375780E+01   0.135777E+00  -0.137746E+00   0.130848E+05   0.107896E+01
  3782   0.374633E+01   0.135885E+00  -0.138052E+00   0.130743E+05   0.107889E+01
  3783   0.373487E+01   0.135985E+00  -0.138383E+00   0.130639E+05   0.107880E+01
  3784   0.372373E+01   0.136085E+00  -0.138754E+00   0.130535E+05   0.107870E+01
  3785   0.371259E+01   0.136184E+00  -0.139121E+00   0.130431E+05   0.107859E+01
  3786   0.370146E+01   0.136283E+00  -0.139527E+00   0.130327E+05   0.107847E+01
  3787   0.369058E+01   0.136381E+00  -0.139950E+00   0.130224E+05   0.107833E+01
  3788   0.367977E+01   0.136464E+00  -0.140391E+00   0.130120E+05   0.107819E+01
  3789   0.366906E+01   0.136554E+00  -0.140856E+00   0.130016E+05   0.107803E+01
  3790   0.365843E+01   0.136635E+00  -0.141346E+00   0.129913E+05   0.107786E+01
  3791   0.364789E+01   0.136716E+00  -0.141853E+00   0.129809E+05   0.107768E+01
  3792   0.363751E+01   0.136797E+00  -0.142377E+00   0.129706E+05   0.107749E+01
  3793   0.362715E+01   0.136869E+00  -0.142904E+00   0.129603E+05   0.107728E+01
  3794   0.361695E+01   0.136941E+00  -0.143462E+00   0.129500E+05   0.107707E+01
  3795   0.360683E+01   0.137004E+00  -0.144037E+00   0.129397E+05   0.107684E+01
  3796   0.359680E+01   0.137067E+00  -0.144651E+00   0.129294E+05   0.107660E+01
  3797   0.358687E+01   0.137129E+00  -0.145268E+00   0.129191E+05   0.107634E+01
  3798   0.357709E+01   0.137182E+00  -0.145901E+00   0.129088E+05   0.107608E+01
  3799   0.356740E+01   0.137235E+00  -0.146543E+00   0.128985E+05   0.107580E+01
  3800   0.355773E+01   0.137288E+00  -0.147209E+00   0.128883E+05   0.107551E+01
  3801   0.354822E+01   0.137317E+00  -0.147884E+00   0.128780E+05   0.107521E+01
  3802   0.353880E+01   0.137360E+00  -0.148576E+00   0.128678E+05   0.107489E+01
  3803   0.352946E+01   0.137387E+00  -0.149276E+00   0.128575E+05   0.107456E+01
  3804   0.352036E+01   0.137413E+00  -0.149993E+00   0.128473E+05   0.107422E+01
  3805   0.351121E+01   0.137439E+00  -0.150726E+00   0.128371E+05   0.107387E+01
  3806   0.350221E+01   0.137456E+00  -0.151461E+00   0.128269E+05   0.107350E+01
  3807   0.349338E+01   0.137465E+00  -0.152211E+00   0.128167E+05   0.107312E+01
  3808   0.348456E+01   0.137473E+00  -0.152970E+00   0.128065E+05   0.107273E+01
  3809   0.347590E+01   0.137481E+00  -0.153745E+00   0.127963E+05   0.107233E+01
  3810   0.346741E+01   0.137472E+00  -0.154521E+00   0.127861E+05   0.107191E+01
  3811   0.345892E+01   0.137463E+00  -0.155313E+00   0.127759E+05   0.107148E+01
  3812   0.345060E+01   0.137438E+00  -0.156105E+00   0.127658E+05   0.107104E+01
  3813   0.344230E+01   0.137419E+00  -0.156914E+00   0.127556E+05   0.107059E+01
  3814   0.343408E+01   0.137392E+00  -0.157737E+00   0.127455E+05   0.107013E+01
  3815   0.342602E+01   0.137364E+00  -0.158554E+00   0.127353E+05   0.106965E+01
  3816   0.341804E+01   0.137328E+00  -0.159379E+00   0.127252E+05   0.106917E+01
  3817   0.341016E+01   0.137277E+00  -0.160212E+00   0.127151E+05   0.106867E+01
  3818   0.340236E+01   0.137231E+00  -0.161045E+00   0.127050E+05   0.106816E+01
  3819   0.339472E+01   0.137170E+00  -0.161886E+00   0.126949E+05   0.106764E+01
  3820   0.338709E+01   0.137108E+00  -0.162742E+00   0.126848E+05   0.106710E+01
  3821   0.337963E+01   0.137038E+00  -0.163583E+00   0.126747E+05   0.106656E+01
  3822   0.337217E+01   0.136967E+00  -0.164439E+00   0.126646E+05   0.106600E+01
  3823   0.336488E+01   0.136887E+00  -0.165295E+00   0.126546E+05   0.106543E+01
  3824   0.335759E+01   0.136799E+00  -0.166151E+00   0.126445E+05   0.106485E+01
  3825   0.335047E+01   0.136703E+00  -0.167000E+00   0.126344E+05   0.106426E+01
  3826   0.334351E+01   0.136606E+00  -0.167856E+00   0.126244E+05   0.106366E+01
  3827   0.333648E+01   0.136493E+00  -0.168718E+00   0.126144E+05   0.106304E+01
  3828   0.332962E+01   0.136379E+00  -0.169574E+00   0.126043E+05   0.106242E+01
  3829   0.332284E+01   0.136256E+00  -0.170428E+00   0.125943E+05   0.106178E+01
  3830   0.331621E+01   0.136133E+00  -0.171282E+00   0.125843E+05   0.106114E+01
  3831   0.330960E+01   0.136001E+00  -0.172136E+00   0.125743E+05   0.106048E+01
  3832   0.330308E+01   0.135861E+00  -0.172981E+00   0.125643E+05   0.105981E+01
  3833   0.329664E+01   0.135706E+00  -0.173826E+00   0.125543E+05   0.105913E+01
  3834   0.329035E+01   0.135556E+00  -0.174669E+00   0.125444E+05   0.105844E+01
  3835   0.328408E+01   0.135399E+00  -0.175505E+00   0.125344E+05   0.105774E+01
  3836   0.327789E+01   0.135232E+00  -0.176339E+00   0.125244E+05   0.105703E+01
  3837   0.327179E+01   0.135058E+00  -0.177165E+00   0.125145E+05   0.105630E+01
  3838   0.326577E+01   0.134875E+00  -0.177990E+00   0.125045E+05   0.105557E+01
  3839   0.325984E+01   0.134691E+00  -0.178814E+00   0.124946E+05   0.105483E+01
  3840   0.325398E+01   0.134492E+00  -0.179621E+00   0.124847E+05   0.105407E+01
  3841   0.324822E+01   0.134298E+00  -0.180427E+00   0.124748E+05   0.105331E+01
  3842   0.324253E+01   0.134089E+00  -0.181225E+00   0.124649E+05   0.105253E+01
  3843   0.323686E+01   0.133872E+00  -0.182006E+00   0.124550E+05   0.105175E+01
  3844   0.323127E+01   0.133653E+00  -0.182792E+00   0.124451E+05   0.105095E+01
  3845   0.322583E+01   0.133434E+00  -0.183563E+00   0.124352E+05   0.105015E+01
  3846   0.322033E+01   0.133191E+00  -0.184316E+00   0.124253E+05   0.104933E+01
  3847   0.321492E+01   0.132955E+00  -0.185075E+00   0.124154E+05   0.104850E+01
  3848   0.320966E+01   0.132710E+00  -0.185811E+00   0.124056E+05   0.104767E+01
  3849   0.320441E+01   0.132449E+00  -0.186536E+00   0.123957E+05   0.104682E+01
  3850   0.319924E+01   0.132188E+00  -0.187252E+00   0.123859E+05   0.104597E+01
  3851   0.319415E+01   0.131918E+00  -0.187959E+00   0.123760E+05   0.104510E+01
  3852   0.318907E+01   0.131647E+00  -0.188656E+00   0.123662E+05   0.104423E+01
  3853   0.318415E+01   0.131367E+00  -0.189329E+00   0.123564E+05   0.104334E+01
  3854   0.317924E+01   0.131057E+00  -0.189999E+00   0.123466E+05   0.104244E+01
  3855   0.317433E+01   0.130769E+00  -0.190653E+00   0.123368E+05   0.104154E+01
  3856   0.316951E+01   0.130471E+00  -0.191289E+00   0.123270E+05   0.104063E+01
  3857   0.316484E+01   0.130159E+00  -0.191916E+00   0.123172E+05   0.103970E+01
  3858   0.316010E+01   0.129845E+00  -0.192540E+00   0.123074E+05   0.103877E+01
  3859   0.315545E+01   0.129523E+00  -0.193140E+00   0.122977E+05   0.103782E+01
  3860   0.315087E+01   0.129222E+00  -0.193722E+00   0.122879E+05   0.103687E+01
  3861   0.314630E+01   0.128891E+00  -0.194295E+00   0.122781E+05   0.103591E+01
  3862   0.314189E+01   0.128551E+00  -0.194851E+00   0.122684E+05   0.103493E+01
  3863   0.313740E+01   0.128211E+00  -0.195389E+00   0.122587E+05   0.103395E+01
  3864   0.313300E+01   0.127862E+00  -0.195910E+00   0.122489E+05   0.103296E+01
  3865   0.312860E+01   0.127505E+00  -0.196413E+00   0.122392E+05   0.103196E+01
  3866   0.312428E+01   0.127155E+00  -0.196900E+00   0.122295E+05   0.103095E+01
  3867   0.311997E+01   0.126789E+00  -0.197369E+00   0.122198E+05   0.102993E+01
  3868   0.311573E+01   0.126423E+00  -0.197828E+00   0.122101E+05   0.102890E+01
  3869   0.311150E+01   0.126041E+00  -0.198262E+00   0.122004E+05   0.102786E+01
  3870   0.310734E+01   0.125658E+00  -0.198678E+00   0.121907E+05   0.102681E+01
  3871   0.310327E+01   0.125274E+00  -0.199078E+00   0.121810E+05   0.102575E+01
  3872   0.309912E+01   0.124875E+00  -0.199459E+00   0.121714E+05   0.102469E+01
  3873   0.309498E+01   0.124475E+00  -0.199824E+00   0.121617E+05   0.102361E+01
  3874   0.309091E+01   0.124075E+00  -0.200170E+00   0.121521E+05   0.102252E+01
  3875   0.308692E+01   0.123688E+00  -0.200500E+00   0.121424E+05   0.102143E+01
  3876   0.308286E+01   0.123272E+00  -0.200811E+00   0.121328E+05   0.102032E+01
  3877   0.307896E+01   0.122854E+00  -0.201098E+00   0.121232E+05   0.101921E+01
  3878   0.307497E+01   0.122429E+00  -0.201359E+00   0.121136E+05   0.101809E+01
  3879   0.307107E+01   0.122011E+00  -0.201610E+00   0.121039E+05   0.101695E+01
  3880   0.306717E+01   0.121577E+00  -0.201836E+00   0.120943E+05   0.101581E+01
  3881   0.306327E+01   0.121120E+00  -0.202045E+00   0.120847E+05   0.101466E+01
  3882   0.305929E+01   0.120685E+00  -0.202236E+00   0.120752E+05   0.101350E+01
  3883   0.305547E+01   0.120228E+00  -0.202401E+00   0.120656E+05   0.101233E+01
  3884   0.305164E+01   0.119784E+00  -0.202549E+00   0.120560E+05   0.101116E+01
  3885   0.304782E+01   0.119325E+00  -0.202686E+00   0.120465E+05   0.100997E+01
  3886   0.304400E+01   0.118874E+00  -0.202791E+00   0.120369E+05   0.100877E+01
  3887   0.304017E+01   0.118414E+00  -0.202870E+00   0.120274E+05   0.100757E+01
  3888   0.303635E+01   0.117954E+00  -0.202939E+00   0.120178E+05   0.100635E+01
  3889   0.303260E+01   0.117464E+00  -0.202990E+00   0.120083E+05   0.100513E+01
  3890   0.302886E+01   0.117010E+00  -0.203009E+00   0.119988E+05   0.100390E+01
  3891   0.302503E+01   0.116534E+00  -0.203016E+00   0.119892E+05   0.100266E+01
  3892   0.302121E+01   0.116057E+00  -0.202999E+00   0.119797E+05   0.100141E+01
  3893   0.301746E+01   0.115580E+00  -0.202963E+00   0.119702E+05   0.100015E+01
  3894   0.301363E+01   0.115095E+00  -0.202902E+00   0.119608E+05   0.998879E+00
  3895   0.300973E+01   0.114610E+00  -0.202815E+00   0.119513E+05   0.997602E+00
  3896   0.300597E+01   0.114117E+00  -0.202718E+00   0.119418E+05   0.996317E+00
  3897   0.300214E+01   0.113631E+00  -0.202580E+00   0.119323E+05   0.995022E+00
  3898   0.299838E+01   0.113138E+00  -0.202432E+00   0.119229E+05   0.993719E+00
  3899   0.299447E+01   0.112637E+00  -0.202266E+00   0.119134E+05   0.992407E+00
  3900   0.299070E+01   0.112135E+00  -0.202074E+00   0.119040E+05   0.991086E+00
  3901   0.298686E+01   0.111633E+00  -0.201863E+00   0.118945E+05   0.989757E+00
  3902   0.298294E+01   0.111124E+00  -0.201628E+00   0.118851E+05   0.988419E+00
  3903   0.297909E+01   0.110614E+00  -0.201374E+00   0.118757E+05   0.987072E+00
  3904   0.297517E+01   0.110112E+00  -0.201116E+00   0.118663E+05   0.985718E+00
  3905   0.297139E+01   0.109580E+00  -0.200819E+00   0.118569E+05   0.984355E+00
  3906   0.296745E+01   0.109069E+00  -0.200503E+00   0.118475E+05   0.982984E+00
  3907   0.296352E+01   0.108574E+00  -0.200155E+00   0.118381E+05   0.981605E+00
  3908   0.295958E+01   0.108056E+00  -0.199774E+00   0.118287E+05   0.980219E+00
  3909   0.295556E+01   0.107545E+00  -0.199397E+00   0.118193E+05   0.978825E+00
  3910   0.295176E+01   0.107027E+00  -0.198995E+00   0.118100E+05   0.977424E+00
  3911   0.294774E+01   0.106509E+00  -0.198560E+00   0.118006E+05   0.976016E+00
  3912   0.294371E+01   0.105991E+00  -0.198123E+00   0.117912E+05   0.974601E+00
  3913   0.293952E+01   0.105465E+00  -0.197660E+00   0.117819E+05   0.973179E+00
  3914   0.293541E+01   0.104946E+00  -0.197179E+00   0.117726E+05   0.971750E+00
  3915   0.293129E+01   0.104421E+00  -0.196659E+00   0.117632E+05   0.970314E+00
  3916   0.292702E+01   0.103902E+00  -0.196143E+00   0.117539E+05   0.968872E+00
  3917   0.292289E+01   0.103384E+00  -0.195594E+00   0.117446E+05   0.967424E+00
  3918   0.291861E+01   0.102858E+00  -0.195028E+00   0.117353E+05   0.965970E+00
  3919   0.291440E+01   0.102340E+00  -0.194444E+00   0.117260E+05   0.964510E+00
  3920   0.291011E+01   0.101814E+00  -0.193843E+00   0.117167E+05   0.963044E+00
  3921   0.290582E+01   0.101288E+00  -0.193225E+00   0.117074E+05   0.961572E+00
  3922   0.290144E+01   0.100770E+00  -0.192581E+00   0.116982E+05   0.960095E+00
  3923   0.289713E+01   0.100245E+00  -0.191920E+00   0.116889E+05   0.958613E+00
  3924   0.289275E+01   0.997193E-01  -0.191242E+00   0.116796E+05   0.957125E+00
  3925   0.288821E+01   0.992090E-01  -0.190547E+00   0.116704E+05   0.955632E+00
  3926   0.288381E+01   0.986840E-01  -0.189826E+00   0.116611E+05   0.954135E+00
  3927   0.287926E+01   0.981666E-01  -0.189089E+00   0.116519E+05   0.952632E+00
  3928   0.287462E+01   0.976420E-01  -0.188341E+00   0.116427E+05   0.951126E+00
  3929   0.287013E+01   0.971250E-01  -0.187569E+00   0.116335E+05   0.949614E+00
  3930   0.286549E+01   0.966083E-01  -0.186788E+00   0.116242E+05   0.948099E+00
  3931   0.286076E+01   0.960918E-01  -0.185981E+00   0.116150E+05   0.946579E+00
  3932   0.285610E+01   0.955755E-01  -0.185158E+00   0.116058E+05   0.945056E+00
  3933   0.285129E+01   0.950595E-01  -0.184325E+00   0.115966E+05   0.943528E+00
  3934   0.284647E+01   0.945513E-01  -0.183475E+00   0.115875E+05   0.941997E+00
  3935   0.284172E+01   0.940359E-01  -0.182600E+00   0.115783E+05   0.940463E+00
  3936   0.283688E+01   0.935283E-01  -0.181724E+00   0.115691E+05   0.938925E+00
  3937   0.283182E+01   0.930284E-01  -0.180831E+00   0.115600E+05   0.937384E+00
  3938   0.282690E+01   0.925215E-01  -0.179891E+00   0.115508E+05   0.935840E+00
  3939   0.282182E+01   0.920150E-01  -0.178963E+00   0.115417E+05   0.934293E+00
  3940   0.281673E+01   0.915163E-01  -0.178034E+00   0.115325E+05   0.932744E+00
  3941   0.281164E+01   0.910254E-01  -0.177081E+00   0.115234E+05   0.931191E+00
  3942   0.280654E+01   0.905275E-01  -0.176111E+00   0.115143E+05   0.929637E+00
  3943   0.280128E+01   0.900375E-01  -0.175125E+00   0.115051E+05   0.928080E+00
  3944   0.279594E+01   0.895405E-01  -0.174129E+00   0.114960E+05   0.926521E+00
  3945   0.279066E+01   0.890514E-01  -0.173116E+00   0.114869E+05   0.924960E+00
  3946   0.278523E+01   0.885703E-01  -0.172094E+00   0.114778E+05   0.923398E+00
  3947   0.277987E+01   0.880896E-01  -0.171056E+00   0.114688E+05   0.921833E+00
  3948   0.277442E+01   0.876095E-01  -0.170001E+00   0.114597E+05   0.920268E+00
  3949   0.276882E+01   0.871299E-01  -0.168945E+00   0.114506E+05   0.918701E+00
  3950   0.276328E+01   0.866658E-01  -0.167865E+00   0.114415E+05   0.917132E+00
  3951   0.275766E+01   0.861873E-01  -0.166783E+00   0.114325E+05   0.915563E+00
  3952   0.275203E+01   0.857169E-01  -0.165692E+00   0.114234E+05   0.913993E+00
