#    L    TT             EE             BB             TE          
   698   0.185818E+04   0.375133E+02   0.772158E-01  -0.935683E+02
   699   0.186259E+04   0.374513E+02   0.772837E-01  -0.950234E+02
   700   0.186721E+04   0.373828E+02   0.773527E-01  -0.964636E+02
   701   0.187197E+04   0.373087E+02   0.774227E-01  -0.978890E+02
   702   0.187688E+04   0.372295E+02   0.774937E-01  -0.992847E+02
   703   0.188193E+04   0.371439E+02   0.775657E-01  -0.100680E+03
   704   0.188713E+04   0.370533E+02   0.776387E-01  -0.102039E+03
   705   0.189239E+04   0.369562E+02   0.777128E-01  -0.103376E+03
   706   0.189787E+04   0.368542E+02   0.777879E-01  -0.104698E+03
   707   0.190342E+04   0.367465E+02   0.778641E-01  -0.105997E+03
   708   0.190926E+04   0.366338E+02   0.779413E-01  -0.107260E+03
   709   0.191510E+04   0.365154E+02   0.780196E-01  -0.108516E+03
   710   0.192115E+04   0.363913E+02   0.780990E-01  -0.109742E+03
   711   0.192727E+04   0.362623E+02   0.781794E-01  -0.110939E+03
   712   0.193353E+04   0.361283E+02   0.782609E-01  -0.112122E+03
   713   0.194002E+04   0.359886E+02   0.783434E-01  -0.113267E+03
   714   0.194642E+04   0.358447E+02   0.784270E-01  -0.114391E+03
   715   0.195304E+04   0.356951E+02   0.785117E-01  -0.115493E+03
   716   0.195980E+04   0.355405E+02   0.785975E-01  -0.116566E+03
   717   0.196663E+04   0.353817E+02   0.786843E-01  -0.117602E+03
   718   0.197353E+04   0.352180E+02   0.787721E-01  -0.118623E+03
   719   0.198057E+04   0.350478E+02   0.788611E-01  -0.119601E+03
   720   0.198761E+04   0.348742E+02   0.789510E-01  -0.120565E+03
   721   0.199494E+04   0.346971E+02   0.790421E-01  -0.121484E+03
   722   0.200219E+04   0.345143E+02   0.791341E-01  -0.122375E+03
   723   0.200958E+04   0.343280E+02   0.792272E-01  -0.123243E+03
   724   0.201705E+04   0.341368E+02   0.793214E-01  -0.124083E+03
   725   0.202458E+04   0.339421E+02   0.794165E-01  -0.124887E+03
   726   0.203225E+04   0.337446E+02   0.795127E-01  -0.125654E+03
   727   0.203992E+04   0.335415E+02   0.796098E-01  -0.126399E+03
   728   0.204766E+04   0.333334E+02   0.797080E-01  -0.127109E+03
   729   0.205547E+04   0.331225E+02   0.798071E-01  -0.127789E+03
   730   0.206328E+04   0.329082E+02   0.799072E-01  -0.128433E+03
   731   0.207130E+04   0.326889E+02   0.800083E-01  -0.129041E+03
   732   0.207925E+04   0.324684E+02   0.801103E-01  -0.129613E+03
   733   0.208734E+04   0.322429E+02   0.802133E-01  -0.130163E+03
   734   0.209542E+04   0.320146E+02   0.803172E-01  -0.130662E+03
   735   0.210358E+04   0.317821E+02   0.804220E-01  -0.131148E+03
   736   0.211165E+04   0.315468E+02   0.805277E-01  -0.131582E+03
   737   0.211987E+04   0.313096E+02   0.806342E-01  -0.131995E+03
   738   0.212802E+04   0.310696E+02   0.807417E-01  -0.132357E+03
   739   0.213623E+04   0.308260E+02   0.808500E-01  -0.132691E+03
   740   0.214444E+04   0.305797E+02   0.809592E-01  -0.132996E+03
   741   0.215272E+04   0.303299E+02   0.810691E-01  -0.133265E+03
   742   0.216100E+04   0.300803E+02   0.811799E-01  -0.133490E+03
   743   0.216927E+04   0.298287E+02   0.812915E-01  -0.133687E+03
   744   0.217762E+04   0.295735E+02   0.814039E-01  -0.133840E+03
   745   0.218589E+04   0.293163E+02   0.815170E-01  -0.133973E+03
   746   0.219408E+04   0.290578E+02   0.816308E-01  -0.134047E+03
   747   0.220227E+04   0.287964E+02   0.817454E-01  -0.134100E+03
   748   0.221053E+04   0.285346E+02   0.818607E-01  -0.134117E+03
   749   0.221879E+04   0.282691E+02   0.819767E-01  -0.134106E+03
   750   0.222697E+04   0.280038E+02   0.820934E-01  -0.134051E+03
   751   0.223515E+04   0.277365E+02   0.822107E-01  -0.133960E+03
   752   0.224333E+04   0.274693E+02   0.823286E-01  -0.133827E+03
   753   0.225143E+04   0.271993E+02   0.824471E-01  -0.133664E+03
   754   0.225946E+04   0.269294E+02   0.825663E-01  -0.133459E+03
   755   0.226755E+04   0.266582E+02   0.826860E-01  -0.133225E+03
   756   0.227543E+04   0.263864E+02   0.828062E-01  -0.132955E+03
   757   0.228345E+04   0.261147E+02   0.829270E-01  -0.132642E+03
   758   0.229125E+04   0.258416E+02   0.830483E-01  -0.132293E+03
   759   0.229912E+04   0.255680E+02   0.831701E-01  -0.131917E+03
   760   0.230684E+04   0.252944E+02   0.832924E-01  -0.131504E+03
   761   0.231449E+04   0.250210E+02   0.834151E-01  -0.131055E+03
   762   0.232221E+04   0.247476E+02   0.835382E-01  -0.130571E+03
   763   0.232970E+04   0.244751E+02   0.836617E-01  -0.130052E+03
   764   0.233720E+04   0.242020E+02   0.837855E-01  -0.129504E+03
   765   0.234455E+04   0.239289E+02   0.839097E-01  -0.128913E+03
   766   0.235190E+04   0.236574E+02   0.840343E-01  -0.128293E+03
   767   0.235910E+04   0.233867E+02   0.841591E-01  -0.127639E+03
   768   0.236622E+04   0.231161E+02   0.842842E-01  -0.126941E+03
   769   0.237327E+04   0.228456E+02   0.844096E-01  -0.126222E+03
   770   0.238018E+04   0.225774E+02   0.845351E-01  -0.125468E+03
   771   0.238701E+04   0.223099E+02   0.846609E-01  -0.124678E+03
   772   0.239369E+04   0.220440E+02   0.847868E-01  -0.123845E+03
   773   0.240030E+04   0.217796E+02   0.849129E-01  -0.122991E+03
   774   0.240676E+04   0.215167E+02   0.850391E-01  -0.122109E+03
   775   0.241322E+04   0.212554E+02   0.851654E-01  -0.121192E+03
   776   0.241939E+04   0.209963E+02   0.852917E-01  -0.120246E+03
   777   0.242549E+04   0.207387E+02   0.854180E-01  -0.119265E+03
   778   0.243166E+04   0.204833E+02   0.855444E-01  -0.118248E+03
   779   0.243746E+04   0.202302E+02   0.856707E-01  -0.117211E+03
   780   0.244319E+04   0.199778E+02   0.857970E-01  -0.116138E+03
   781   0.244885E+04   0.197299E+02   0.859231E-01  -0.115044E+03
   782   0.245429E+04   0.194834E+02   0.860492E-01  -0.113929E+03
   783   0.245965E+04   0.192399E+02   0.861751E-01  -0.112771E+03
   784   0.246487E+04   0.189993E+02   0.863008E-01  -0.111586E+03
   785   0.246987E+04   0.187610E+02   0.864263E-01  -0.110379E+03
   786   0.247480E+04   0.185255E+02   0.865516E-01  -0.109122E+03
   787   0.247951E+04   0.182937E+02   0.866766E-01  -0.107851E+03
   788   0.248407E+04   0.180641E+02   0.868014E-01  -0.106560E+03
   789   0.248849E+04   0.178367E+02   0.869257E-01  -0.105247E+03
   790   0.249284E+04   0.176151E+02   0.870498E-01  -0.103900E+03
   791   0.249697E+04   0.173957E+02   0.871734E-01  -0.102523E+03
   792   0.250095E+04   0.171807E+02   0.872966E-01  -0.101134E+03
   793   0.250471E+04   0.169701E+02   0.874194E-01  -0.997082E+02
   794   0.250826E+04   0.167630E+02   0.875416E-01  -0.982693E+02
   795   0.251166E+04   0.165589E+02   0.876634E-01  -0.968020E+02
   796   0.251507E+04   0.163598E+02   0.877846E-01  -0.953212E+02
   797   0.251811E+04   0.161636E+02   0.879053E-01  -0.938120E+02
   798   0.252100E+04   0.159725E+02   0.880253E-01  -0.922892E+02
   799   0.252376E+04   0.157857E+02   0.881447E-01  -0.907454E+02
   800   0.252636E+04   0.156025E+02   0.882635E-01  -0.891806E+02
   801   0.252875E+04   0.154243E+02   0.883815E-01  -0.876021E+02
   802   0.253085E+04   0.152505E+02   0.884989E-01  -0.859876E+02
   803   0.253295E+04   0.150802E+02   0.886155E-01  -0.843744E+02
   804   0.253477E+04   0.149157E+02   0.887313E-01  -0.827326E+02
   805   0.253651E+04   0.147555E+02   0.888463E-01  -0.810771E+02
   806   0.253796E+04   0.145996E+02   0.889604E-01  -0.794079E+02
   807   0.253919E+04   0.144495E+02   0.890737E-01  -0.777250E+02
   808   0.254021E+04   0.143043E+02   0.891862E-01  -0.760209E+02
   809   0.254116E+04   0.141642E+02   0.892977E-01  -0.743105E+02
   810   0.254182E+04   0.140290E+02   0.894082E-01  -0.725788E+02
   811   0.254227E+04   0.138989E+02   0.895178E-01  -0.708341E+02
   812   0.254257E+04   0.137752E+02   0.896265E-01  -0.690808E+02
   813   0.254265E+04   0.136550E+02   0.897340E-01  -0.673180E+02
   814   0.254267E+04   0.135413E+02   0.898406E-01  -0.655437E+02
   815   0.254240E+04   0.134325E+02   0.899461E-01  -0.637599E+02
   816   0.254184E+04   0.133294E+02   0.900505E-01  -0.619666E+02
   817   0.254114E+04   0.132313E+02   0.901538E-01  -0.601646E+02
   818   0.254037E+04   0.131396E+02   0.902559E-01  -0.583546E+02
   819   0.253931E+04   0.130529E+02   0.903569E-01  -0.565372E+02
   820   0.253812E+04   0.129718E+02   0.904568E-01  -0.547126E+02
   821   0.253663E+04   0.128956E+02   0.905554E-01  -0.528835E+02
   822   0.253500E+04   0.128266E+02   0.906528E-01  -0.510486E+02
   823   0.253316E+04   0.127625E+02   0.907490E-01  -0.492084E+02
   824   0.253102E+04   0.127049E+02   0.908439E-01  -0.473638E+02
   825   0.252883E+04   0.126521E+02   0.909375E-01  -0.455169E+02
   826   0.252634E+04   0.126064E+02   0.910299E-01  -0.436670E+02
   827   0.252364E+04   0.125657E+02   0.911209E-01  -0.418162E+02
   828   0.252087E+04   0.125313E+02   0.912106E-01  -0.399638E+02
   829   0.251782E+04   0.125033E+02   0.912989E-01  -0.381113E+02
   830   0.251462E+04   0.124809E+02   0.913859E-01  -0.362607E+02
   831   0.251121E+04   0.124642E+02   0.914715E-01  -0.344107E+02
   832   0.250759E+04   0.124530E+02   0.915557E-01  -0.325626E+02
   833   0.250382E+04   0.124482E+02   0.916385E-01  -0.307172E+02
   834   0.249977E+04   0.124491E+02   0.917198E-01  -0.288745E+02
   835   0.249565E+04   0.124570E+02   0.917997E-01  -0.270358E+02
   836   0.249117E+04   0.124698E+02   0.918782E-01  -0.252012E+02
   837   0.248662E+04   0.124889E+02   0.919552E-01  -0.233721E+02
   838   0.248186E+04   0.125143E+02   0.920306E-01  -0.215484E+02
   839   0.247681E+04   0.125454E+02   0.921046E-01  -0.197302E+02
   840   0.247170E+04   0.125835E+02   0.921771E-01  -0.179197E+02
   841   0.246637E+04   0.126265E+02   0.922481E-01  -0.161182E+02
   842   0.246083E+04   0.126751E+02   0.923175E-01  -0.143228E+02
   843   0.245514E+04   0.127300E+02   0.923854E-01  -0.125393E+02
   844   0.244917E+04   0.127912E+02   0.924517E-01  -0.107641E+02
   845   0.244314E+04   0.128573E+02   0.925165E-01  -0.900010E+01
   846   0.243696E+04   0.129312E+02   0.925797E-01  -0.724770E+01
   847   0.243064E+04   0.130092E+02   0.926413E-01  -0.550662E+01
   848   0.242411E+04   0.130935E+02   0.927013E-01  -0.377875E+01
   849   0.241729E+04   0.131834E+02   0.927597E-01  -0.206344E+01
   850   0.241048E+04   0.132796E+02   0.928164E-01  -0.361752E+00
   851   0.240338E+04   0.133814E+02   0.928716E-01   0.132574E+01
   852   0.239614E+04   0.134895E+02   0.929252E-01   0.299870E+01
   853   0.238875E+04   0.136024E+02   0.929771E-01   0.465640E+01
   854   0.238116E+04   0.137217E+02   0.930273E-01   0.629750E+01
   855   0.237335E+04   0.138465E+02   0.930760E-01   0.792298E+01
   856   0.236555E+04   0.139754E+02   0.931229E-01   0.953104E+01
   857   0.235745E+04   0.141106E+02   0.931683E-01   0.111210E+02
   858   0.234922E+04   0.142529E+02   0.932119E-01   0.126928E+02
   859   0.234085E+04   0.143978E+02   0.932540E-01   0.142474E+02
   860   0.233241E+04   0.145490E+02   0.932943E-01   0.157817E+02
   861   0.232376E+04   0.147057E+02   0.933330E-01   0.172958E+02
   862   0.231497E+04   0.148673E+02   0.933700E-01   0.187905E+02
   863   0.230603E+04   0.150344E+02   0.934053E-01   0.202636E+02
   864   0.229696E+04   0.152056E+02   0.934390E-01   0.217159E+02
   865   0.228760E+04   0.153824E+02   0.934710E-01   0.231451E+02
   866   0.227846E+04   0.155639E+02   0.935014E-01   0.245522E+02
   867   0.226897E+04   0.157511E+02   0.935301E-01   0.259363E+02
   868   0.225940E+04   0.159423E+02   0.935571E-01   0.272975E+02
   869   0.224970E+04   0.161384E+02   0.935824E-01   0.286351E+02
   870   0.223986E+04   0.163385E+02   0.936061E-01   0.299484E+02
   871   0.222994E+04   0.165435E+02   0.936282E-01   0.312367E+02
   872   0.221989E+04   0.167533E+02   0.936486E-01   0.325007E+02
   873   0.220970E+04   0.169672E+02   0.936673E-01   0.337391E+02
   874   0.219944E+04   0.171859E+02   0.936845E-01   0.349511E+02
   875   0.218903E+04   0.174072E+02   0.937000E-01   0.361381E+02
   876   0.217849E+04   0.176342E+02   0.937138E-01   0.372989E+02
   877   0.216803E+04   0.178644E+02   0.937261E-01   0.384319E+02
   878   0.215727E+04   0.180981E+02   0.937368E-01   0.395378E+02
   879   0.214653E+04   0.183365E+02   0.937458E-01   0.406168E+02
   880   0.213571E+04   0.185784E+02   0.937533E-01   0.416681E+02
   881   0.212475E+04   0.188228E+02   0.937592E-01   0.426902E+02
   882   0.211373E+04   0.190714E+02   0.937636E-01   0.436840E+02
   883   0.210271E+04   0.193242E+02   0.937664E-01   0.446479E+02
   884   0.209147E+04   0.195788E+02   0.937676E-01   0.455843E+02
   885   0.208017E+04   0.198375E+02   0.937674E-01   0.464901E+02
   886   0.206887E+04   0.200996E+02   0.937656E-01   0.473662E+02
   887   0.205743E+04   0.203637E+02   0.937624E-01   0.482125E+02
   888   0.204606E+04   0.206319E+02   0.937576E-01   0.490284E+02
   889   0.203441E+04   0.209013E+02   0.937514E-01   0.498139E+02
   890   0.202283E+04   0.211748E+02   0.937438E-01   0.505675E+02
   891   0.201126E+04   0.214503E+02   0.937348E-01   0.512915E+02
   892   0.199962E+04   0.217277E+02   0.937243E-01   0.519850E+02
   893   0.198783E+04   0.220085E+02   0.937124E-01   0.526468E+02
   894   0.197612E+04   0.222906E+02   0.936992E-01   0.532768E+02
   895   0.196427E+04   0.225746E+02   0.936846E-01   0.538772E+02
   896   0.195242E+04   0.228613E+02   0.936687E-01   0.544451E+02
   897   0.194050E+04   0.231500E+02   0.936515E-01   0.549819E+02
   898   0.192866E+04   0.234400E+02   0.936330E-01   0.554870E+02
   899   0.191675E+04   0.237319E+02   0.936132E-01   0.559597E+02
   900   0.190476E+04   0.240251E+02   0.935921E-01   0.564014E+02
   901   0.189285E+04   0.243195E+02   0.935699E-01   0.568106E+02
   902   0.188088E+04   0.246152E+02   0.935464E-01   0.571881E+02
   903   0.186875E+04   0.249122E+02   0.935217E-01   0.575333E+02
   904   0.185685E+04   0.252097E+02   0.934959E-01   0.578461E+02
   905   0.184480E+04   0.255093E+02   0.934689E-01   0.581265E+02
   906   0.183275E+04   0.258086E+02   0.934409E-01   0.583746E+02
   907   0.182078E+04   0.261085E+02   0.934117E-01   0.585905E+02
   908   0.180889E+04   0.264090E+02   0.933815E-01   0.587747E+02
   909   0.179692E+04   0.267101E+02   0.933502E-01   0.589260E+02
   910   0.178488E+04   0.270125E+02   0.933179E-01   0.590465E+02
   911   0.177291E+04   0.273132E+02   0.932846E-01   0.591341E+02
   912   0.176095E+04   0.276153E+02   0.932503E-01   0.591902E+02
   913   0.174876E+04   0.279165E+02   0.932151E-01   0.592140E+02
   914   0.173694E+04   0.282176E+02   0.931790E-01   0.592072E+02
   915   0.172498E+04   0.285186E+02   0.931420E-01   0.591690E+02
   916   0.171316E+04   0.288187E+02   0.931041E-01   0.590986E+02
   917   0.170127E+04   0.291195E+02   0.930654E-01   0.589983E+02
   918   0.168952E+04   0.294186E+02   0.930258E-01   0.588658E+02
   919   0.167778E+04   0.297170E+02   0.929854E-01   0.587027E+02
   920   0.166603E+04   0.300145E+02   0.929443E-01   0.585082E+02
   921   0.165444E+04   0.303112E+02   0.929024E-01   0.582831E+02
   922   0.164276E+04   0.306064E+02   0.928599E-01   0.580281E+02
   923   0.163116E+04   0.309000E+02   0.928166E-01   0.577432E+02
   924   0.161963E+04   0.311929E+02   0.927726E-01   0.574277E+02
   925   0.160825E+04   0.314834E+02   0.927280E-01   0.570823E+02
   926   0.159679E+04   0.317732E+02   0.926828E-01   0.567085E+02
   927   0.158548E+04   0.320608E+02   0.926370E-01   0.563048E+02
   928   0.157424E+04   0.323469E+02   0.925907E-01   0.558720E+02
   929   0.156300E+04   0.326308E+02   0.925438E-01   0.554115E+02
   930   0.155191E+04   0.329117E+02   0.924964E-01   0.549218E+02
   931   0.154081E+04   0.331918E+02   0.924485E-01   0.544045E+02
   932   0.152985E+04   0.334683E+02   0.924002E-01   0.538595E+02
   933   0.151897E+04   0.337426E+02   0.923514E-01   0.532875E+02
   934   0.150816E+04   0.340155E+02   0.923023E-01   0.526893E+02
   935   0.149742E+04   0.342847E+02   0.922527E-01   0.520626E+02
   936   0.148682E+04   0.345510E+02   0.922028E-01   0.514105E+02
   937   0.147622E+04   0.348151E+02   0.921526E-01   0.507320E+02
   938   0.146577E+04   0.350764E+02   0.921021E-01   0.500281E+02
   939   0.145545E+04   0.353333E+02   0.920513E-01   0.492986E+02
   940   0.144514E+04   0.355881E+02   0.920003E-01   0.485442E+02
   941   0.143497E+04   0.358393E+02   0.919490E-01   0.477650E+02
   942   0.142486E+04   0.360868E+02   0.918976E-01   0.469617E+02
   943   0.141498E+04   0.363308E+02   0.918460E-01   0.461350E+02
   944   0.140517E+04   0.365712E+02   0.917943E-01   0.452842E+02
   945   0.139542E+04   0.368074E+02   0.917424E-01   0.444106E+02
   946   0.138582E+04   0.370406E+02   0.916905E-01   0.435143E+02
   947   0.137629E+04   0.372696E+02   0.916386E-01   0.425968E+02
   948   0.136675E+04   0.374958E+02   0.915865E-01   0.416572E+02
   949   0.135750E+04   0.377163E+02   0.915345E-01   0.406970E+02
   950   0.134832E+04   0.379332E+02   0.914826E-01   0.397155E+02
   951   0.133928E+04   0.381466E+02   0.914306E-01   0.387140E+02
   952   0.133039E+04   0.383557E+02   0.913788E-01   0.376934E+02
   953   0.132157E+04   0.385592E+02   0.913271E-01   0.366529E+02
   954   0.131288E+04   0.387591E+02   0.912755E-01   0.355939E+02
   955   0.130427E+04   0.389541E+02   0.912240E-01   0.345164E+02
   956   0.129579E+04   0.391449E+02   0.911727E-01   0.334204E+02
   957   0.128753E+04   0.393299E+02   0.911217E-01   0.323081E+02
   958   0.127927E+04   0.395101E+02   0.910709E-01   0.311780E+02
   959   0.127129E+04   0.396868E+02   0.910203E-01   0.300314E+02
   960   0.126338E+04   0.398579E+02   0.909700E-01   0.288708E+02
   961   0.125554E+04   0.400240E+02   0.909201E-01   0.276937E+02
   962   0.124791E+04   0.401853E+02   0.908705E-01   0.265023E+02
   963   0.124043E+04   0.403417E+02   0.908212E-01   0.252967E+02
   964   0.123308E+04   0.404924E+02   0.907723E-01   0.240784E+02
   965   0.122580E+04   0.406383E+02   0.907239E-01   0.228464E+02
   966   0.121873E+04   0.407793E+02   0.906758E-01   0.216024E+02
   967   0.121173E+04   0.409155E+02   0.906283E-01   0.203461E+02
   968   0.120487E+04   0.410446E+02   0.905812E-01   0.190785E+02
   969   0.119823E+04   0.411689E+02   0.905346E-01   0.178008E+02
   970   0.119172E+04   0.412883E+02   0.904885E-01   0.165116E+02
   971   0.118528E+04   0.414022E+02   0.904430E-01   0.152132E+02
   972   0.117898E+04   0.415097E+02   0.903981E-01   0.139060E+02
   973   0.117281E+04   0.416118E+02   0.903537E-01   0.125895E+02
   974   0.116686E+04   0.417090E+02   0.903100E-01   0.112644E+02
   975   0.116105E+04   0.418007E+02   0.902669E-01   0.993266E+01
   976   0.115538E+04   0.418854E+02   0.902244E-01   0.859369E+01
   977   0.114985E+04   0.419652E+02   0.901826E-01   0.724888E+01
   978   0.114438E+04   0.420396E+02   0.901415E-01   0.589804E+01
   979   0.113920E+04   0.421085E+02   0.901011E-01   0.454248E+01
   980   0.113408E+04   0.421711E+02   0.900614E-01   0.318200E+01
   981   0.112911E+04   0.422267E+02   0.900225E-01   0.181730E+01
   982   0.112427E+04   0.422783E+02   0.899843E-01   0.449377E+00
   983   0.111964E+04   0.423237E+02   0.899469E-01  -0.921703E+00
   984   0.111508E+04   0.423614E+02   0.899103E-01  -0.229525E+01
   985   0.111073E+04   0.423951E+02   0.898744E-01  -0.367085E+01
   986   0.110645E+04   0.424225E+02   0.898395E-01  -0.504755E+01
   987   0.110230E+04   0.424438E+02   0.898053E-01  -0.642545E+01
   988   0.109837E+04   0.424603E+02   0.897720E-01  -0.780341E+01
   989   0.109457E+04   0.424699E+02   0.897395E-01  -0.918015E+01
   990   0.109092E+04   0.424769E+02   0.897079E-01  -0.105571E+02
   991   0.108740E+04   0.424748E+02   0.896772E-01  -0.119323E+02
   992   0.108402E+04   0.424673E+02   0.896474E-01  -0.133059E+02
   993   0.108071E+04   0.424535E+02   0.896184E-01  -0.146770E+02
   994   0.107761E+04   0.424350E+02   0.895904E-01  -0.160443E+02
   995   0.107472E+04   0.424104E+02   0.895633E-01  -0.174086E+02
   996   0.107189E+04   0.423780E+02   0.895372E-01  -0.187684E+02
   997   0.106921E+04   0.423425E+02   0.895119E-01  -0.201245E+02
   998   0.106666E+04   0.423000E+02   0.894877E-01  -0.214740E+02
   999   0.106425E+04   0.422520E+02   0.894643E-01  -0.228184E+02
  1000   0.106198E+04   0.421987E+02   0.894420E-01  -0.241571E+02
  1001   0.105985E+04   0.421391E+02   0.894206E-01  -0.254877E+02
  1002   0.105779E+04   0.420733E+02   0.894001E-01  -0.268112E+02
  1003   0.105594E+04   0.420029E+02   0.893807E-01  -0.281276E+02
  1004   0.105422E+04   0.419263E+02   0.893622E-01  -0.294354E+02
  1005   0.105272E+04   0.418442E+02   0.893447E-01  -0.307332E+02
  1006   0.105129E+04   0.417559E+02   0.893282E-01  -0.320226E+02
  1007   0.104992E+04   0.416623E+02   0.893127E-01  -0.333020E+02
  1008   0.104847E+04   0.415631E+02   0.892981E-01  -0.345708E+02
  1009   0.104737E+04   0.414586E+02   0.892846E-01  -0.358291E+02
  1010   0.104642E+04   0.413493E+02   0.892721E-01  -0.370761E+02
  1011   0.104553E+04   0.412354E+02   0.892605E-01  -0.383111E+02
  1012   0.104479E+04   0.411153E+02   0.892500E-01  -0.395358E+02
  1013   0.104418E+04   0.409912E+02   0.892404E-01  -0.407464E+02
  1014   0.104371E+04   0.408610E+02   0.892319E-01  -0.419451E+02
  1015   0.104323E+04   0.407268E+02   0.892244E-01  -0.431298E+02
  1016   0.104297E+04   0.405864E+02   0.892178E-01  -0.443014E+02
  1017   0.104284E+04   0.404421E+02   0.892123E-01  -0.454590E+02
  1018   0.104279E+04   0.402916E+02   0.892077E-01  -0.466020E+02
  1019   0.104279E+04   0.401378E+02   0.892042E-01  -0.477305E+02
  1020   0.104301E+04   0.399772E+02   0.892016E-01  -0.488437E+02
  1021   0.104330E+04   0.398125E+02   0.892000E-01  -0.499416E+02
  1022   0.104366E+04   0.396439E+02   0.891994E-01  -0.510237E+02
  1023   0.104415E+04   0.394699E+02   0.891998E-01  -0.520868E+02
  1024   0.104471E+04   0.392911E+02   0.892011E-01  -0.531349E+02
  1025   0.104534E+04   0.391091E+02   0.892034E-01  -0.541627E+02
  1026   0.104633E+04   0.389216E+02   0.892067E-01  -0.551747E+02
  1027   0.104716E+04   0.387316E+02   0.892110E-01  -0.561688E+02
  1028   0.104806E+04   0.385369E+02   0.892161E-01  -0.571435E+02
  1029   0.104910E+04   0.383374E+02   0.892223E-01  -0.581010E+02
  1030   0.105021E+04   0.381347E+02   0.892294E-01  -0.590392E+02
  1031   0.105124E+04   0.379280E+02   0.892374E-01  -0.599566E+02
  1032   0.105255E+04   0.377158E+02   0.892463E-01  -0.608584E+02
  1033   0.105386E+04   0.375010E+02   0.892562E-01  -0.617395E+02
  1034   0.105539E+04   0.372837E+02   0.892669E-01  -0.626000E+02
  1035   0.105691E+04   0.370617E+02   0.892786E-01  -0.634412E+02
  1036   0.105850E+04   0.368356E+02   0.892911E-01  -0.642626E+02
  1037   0.106015E+04   0.366069E+02   0.893045E-01  -0.650633E+02
  1038   0.106195E+04   0.363757E+02   0.893188E-01  -0.658435E+02
  1039   0.106382E+04   0.361404E+02   0.893340E-01  -0.665995E+02
  1040   0.106561E+04   0.359017E+02   0.893499E-01  -0.673364E+02
  1041   0.106761E+04   0.356613E+02   0.893668E-01  -0.680491E+02
  1042   0.106961E+04   0.354167E+02   0.893844E-01  -0.687421E+02
  1043   0.107168E+04   0.351696E+02   0.894028E-01  -0.694109E+02
  1044   0.107389E+04   0.349191E+02   0.894221E-01  -0.700593E+02
  1045   0.107602E+04   0.346682E+02   0.894421E-01  -0.706873E+02
  1046   0.107830E+04   0.344132E+02   0.894629E-01  -0.712875E+02
  1047   0.108065E+04   0.341555E+02   0.894844E-01  -0.718748E+02
  1048   0.108292E+04   0.338960E+02   0.895067E-01  -0.724342E+02
  1049   0.108533E+04   0.336345E+02   0.895297E-01  -0.729660E+02
  1050   0.108774E+04   0.333703E+02   0.895534E-01  -0.734774E+02
  1051   0.109022E+04   0.331042E+02   0.895778E-01  -0.739686E+02
  1052   0.109277E+04   0.328362E+02   0.896029E-01  -0.744320E+02
  1053   0.109524E+04   0.325662E+02   0.896286E-01  -0.748752E+02
  1054   0.109779E+04   0.322951E+02   0.896550E-01  -0.752982E+02
  1055   0.110033E+04   0.320226E+02   0.896819E-01  -0.756936E+02
  1056   0.110295E+04   0.317482E+02   0.897095E-01  -0.760688E+02
  1057   0.110563E+04   0.314726E+02   0.897377E-01  -0.764164E+02
  1058   0.110846E+04   0.311964E+02   0.897664E-01  -0.767439E+02
  1059   0.111122E+04   0.309183E+02   0.897957E-01  -0.770439E+02
  1060   0.111398E+04   0.306388E+02   0.898255E-01  -0.773238E+02
  1061   0.111673E+04   0.303596E+02   0.898557E-01  -0.775762E+02
  1062   0.111955E+04   0.300790E+02   0.898865E-01  -0.778085E+02
  1063   0.112223E+04   0.297979E+02   0.899178E-01  -0.780134E+02
  1064   0.112505E+04   0.295163E+02   0.899495E-01  -0.782056E+02
  1065   0.112788E+04   0.292333E+02   0.899816E-01  -0.783704E+02
  1066   0.113063E+04   0.289504E+02   0.900141E-01  -0.785078E+02
  1067   0.113352E+04   0.286677E+02   0.900469E-01  -0.786177E+02
  1068   0.113634E+04   0.283844E+02   0.900802E-01  -0.787077E+02
  1069   0.113917E+04   0.281019E+02   0.901138E-01  -0.787851E+02
  1070   0.114206E+04   0.278180E+02   0.901477E-01  -0.788351E+02
  1071   0.114481E+04   0.275358E+02   0.901818E-01  -0.788577E+02
  1072   0.114764E+04   0.272529E+02   0.902163E-01  -0.788529E+02
  1073   0.115053E+04   0.269707E+02   0.902510E-01  -0.788281E+02
  1074   0.115329E+04   0.266894E+02   0.902859E-01  -0.787833E+02
  1075   0.115611E+04   0.264074E+02   0.903210E-01  -0.787186E+02
  1076   0.115887E+04   0.261270E+02   0.903563E-01  -0.786265E+02
  1077   0.116170E+04   0.258473E+02   0.903917E-01  -0.785218E+02
  1078   0.116438E+04   0.255691E+02   0.904273E-01  -0.783749E+02
  1079   0.116707E+04   0.252909E+02   0.904630E-01  -0.782228E+02
  1080   0.116983E+04   0.250134E+02   0.904988E-01  -0.780508E+02
  1081   0.117245E+04   0.247389E+02   0.905346E-01  -0.778513E+02
  1082   0.117507E+04   0.244651E+02   0.905705E-01  -0.776318E+02
  1083   0.117769E+04   0.241921E+02   0.906064E-01  -0.773922E+02
  1084   0.118031E+04   0.239212E+02   0.906422E-01  -0.771327E+02
  1085   0.118287E+04   0.236517E+02   0.906781E-01  -0.768456E+02
  1086   0.118542E+04   0.233844E+02   0.907139E-01  -0.765534E+02
