#    L    TT             EE             TE          
  1982   0.230481E+03   0.959831E+01  -0.179699E+02
  1983   0.230505E+03   0.954928E+01  -0.180044E+02
  1984   0.230529E+03   0.950044E+01  -0.180357E+02
  1985   0.230559E+03   0.945030E+01  -0.180645E+02
  1986   0.230582E+03   0.940034E+01  -0.180902E+02
  1987   0.230604E+03   0.935055E+01  -0.181133E+02
  1988   0.230634E+03   0.930018E+01  -0.181333E+02
  1989   0.230663E+03   0.924998E+01  -0.181494E+02
  1990   0.230700E+03   0.919918E+01  -0.181644E+02
  1991   0.230722E+03   0.914703E+01  -0.181756E+02
  1992   0.230745E+03   0.909577E+01  -0.181843E+02
  1993   0.230775E+03   0.904463E+01  -0.181898E+02
  1994   0.230805E+03   0.899213E+01  -0.181928E+02
  1995   0.230843E+03   0.893974E+01  -0.181934E+02
  1996   0.230866E+03   0.888672E+01  -0.181909E+02
  1997   0.230891E+03   0.883379E+01  -0.181843E+02
  1998   0.230923E+03   0.878170E+01  -0.181754E+02
  1999   0.230948E+03   0.872821E+01  -0.181647E+02
  2000   0.230967E+03   0.867553E+01  -0.181501E+02
  2001   0.230995E+03   0.862292E+01  -0.181330E+02
  2002   0.231015E+03   0.856963E+01  -0.181134E+02
  2003   0.231037E+03   0.851640E+01  -0.180906E+02
  2004   0.231060E+03   0.846321E+01  -0.180654E+02
  2005   0.231070E+03   0.840931E+01  -0.180369E+02
  2006   0.231088E+03   0.835693E+01  -0.180067E+02
  2007   0.231092E+03   0.830309E+01  -0.179725E+02
  2008   0.231105E+03   0.824927E+01  -0.179366E+02
  2009   0.231113E+03   0.819619E+01  -0.178967E+02
  2010   0.231107E+03   0.814312E+01  -0.178550E+02
  2011   0.231110E+03   0.808930E+01  -0.178109E+02
  2012   0.231108E+03   0.803620E+01  -0.177642E+02
  2013   0.231092E+03   0.798234E+01  -0.177150E+02
  2014   0.231086E+03   0.792994E+01  -0.176618E+02
  2015   0.231075E+03   0.787676E+01  -0.176083E+02
  2016   0.231065E+03   0.782427E+01  -0.175507E+02
  2017   0.231035E+03   0.777174E+01  -0.174914E+02
  2018   0.231007E+03   0.771930E+01  -0.174294E+02
  2019   0.230974E+03   0.766694E+01  -0.173635E+02
  2020   0.230944E+03   0.761466E+01  -0.172971E+02
  2021   0.230908E+03   0.756304E+01  -0.172274E+02
  2022   0.230859E+03   0.751148E+01  -0.171559E+02
  2023   0.230806E+03   0.746012E+01  -0.170817E+02
  2024   0.230756E+03   0.740897E+01  -0.170056E+02
  2025   0.230685E+03   0.735807E+01  -0.169269E+02
  2026   0.230625E+03   0.730744E+01  -0.168463E+02
  2027   0.230560E+03   0.725720E+01  -0.167630E+02
  2028   0.230475E+03   0.720721E+01  -0.166777E+02
  2029   0.230401E+03   0.715754E+01  -0.165905E+02
  2030   0.230307E+03   0.710816E+01  -0.165012E+02
  2031   0.230209E+03   0.705916E+01  -0.164100E+02
  2032   0.230114E+03   0.701046E+01  -0.163168E+02
  2033   0.230007E+03   0.696226E+01  -0.162216E+02
  2034   0.229903E+03   0.691442E+01  -0.161243E+02
  2035   0.229780E+03   0.686693E+01  -0.160249E+02
  2036   0.229652E+03   0.681986E+01  -0.159242E+02
  2037   0.229528E+03   0.677327E+01  -0.158214E+02
  2038   0.229377E+03   0.672701E+01  -0.157173E+02
  2039   0.229237E+03   0.668131E+01  -0.156102E+02
  2040   0.229093E+03   0.663600E+01  -0.155025E+02
  2041   0.228930E+03   0.659108E+01  -0.153926E+02
  2042   0.228771E+03   0.654676E+01  -0.152820E+02
  2043   0.228592E+03   0.650290E+01  -0.151684E+02
  2044   0.228425E+03   0.645949E+01  -0.150541E+02
  2045   0.228239E+03   0.641660E+01  -0.149383E+02
  2046   0.228056E+03   0.637422E+01  -0.148216E+02
  2047   0.227855E+03   0.633234E+01  -0.147035E+02
  2048   0.227650E+03   0.629105E+01  -0.145829E+02
  2049   0.227441E+03   0.625033E+01  -0.144623E+02
  2050   0.227220E+03   0.621011E+01  -0.143394E+02
  2051   0.226982E+03   0.617045E+01  -0.142162E+02
  2052   0.226754E+03   0.613143E+01  -0.140914E+02
  2053   0.226508E+03   0.609296E+01  -0.139649E+02
  2054   0.226258E+03   0.605505E+01  -0.138382E+02
  2055   0.225997E+03   0.601768E+01  -0.137105E+02
  2056   0.225732E+03   0.598100E+01  -0.135818E+02
  2057   0.225464E+03   0.594494E+01  -0.134514E+02
  2058   0.225185E+03   0.590941E+01  -0.133213E+02
  2059   0.224902E+03   0.587456E+01  -0.131895E+02
  2060   0.224609E+03   0.584017E+01  -0.130565E+02
  2061   0.224311E+03   0.580652E+01  -0.129232E+02
  2062   0.224003E+03   0.577354E+01  -0.127895E+02
  2063   0.223691E+03   0.574115E+01  -0.126546E+02
  2064   0.223361E+03   0.570943E+01  -0.125193E+02
  2065   0.223028E+03   0.567837E+01  -0.123835E+02
  2066   0.222698E+03   0.564796E+01  -0.122480E+02
  2067   0.222350E+03   0.561813E+01  -0.121113E+02
  2068   0.221991E+03   0.558896E+01  -0.119747E+02
  2069   0.221636E+03   0.556051E+01  -0.118368E+02
  2070   0.221262E+03   0.553271E+01  -0.116999E+02
  2071   0.220885E+03   0.550555E+01  -0.115624E+02
  2072   0.220504E+03   0.547911E+01  -0.114242E+02
  2073   0.220113E+03   0.545331E+01  -0.112861E+02
  2074   0.219718E+03   0.542816E+01  -0.111481E+02
  2075   0.219312E+03   0.540364E+01  -0.110095E+02
  2076   0.218894E+03   0.537983E+01  -0.108708E+02
  2077   0.218481E+03   0.535674E+01  -0.107329E+02
  2078   0.218057E+03   0.533428E+01  -0.105943E+02
  2079   0.217606E+03   0.531253E+01  -0.104564E+02
  2080   0.217174E+03   0.529141E+01  -0.103176E+02
  2081   0.216724E+03   0.527108E+01  -0.101803E+02
  2082   0.216270E+03   0.525130E+01  -0.100421E+02
  2083   0.215812E+03   0.523224E+01  -0.990602E+01
  2084   0.215336E+03   0.521395E+01  -0.976905E+01
  2085   0.214870E+03   0.519622E+01  -0.963192E+01
  2086   0.214386E+03   0.517920E+01  -0.949534E+01
  2087   0.213898E+03   0.516289E+01  -0.936004E+01
  2088   0.213398E+03   0.514721E+01  -0.922525E+01
  2089   0.212902E+03   0.513223E+01  -0.909020E+01
  2090   0.212387E+03   0.511790E+01  -0.895637E+01
  2091   0.211883E+03   0.510427E+01  -0.882299E+01
  2092   0.211361E+03   0.509121E+01  -0.869077E+01
  2093   0.210826E+03   0.507886E+01  -0.855748E+01
  2094   0.210295E+03   0.506723E+01  -0.842607E+01
  2095   0.209759E+03   0.505616E+01  -0.829576E+01
  2096   0.209212E+03   0.504589E+01  -0.816669E+01
  2097   0.208661E+03   0.503611E+01  -0.803788E+01
  2098   0.208105E+03   0.502705E+01  -0.791050E+01
  2099   0.207545E+03   0.501857E+01  -0.778296E+01
  2100   0.206980E+03   0.501088E+01  -0.765754E+01
  2101   0.206404E+03   0.500370E+01  -0.753276E+01
  2102   0.205823E+03   0.499718E+01  -0.740895E+01
  2103   0.205237E+03   0.499124E+01  -0.728632E+01
  2104   0.204654E+03   0.498596E+01  -0.716479E+01
  2105   0.204052E+03   0.498119E+01  -0.704439E+01
  2106   0.203452E+03   0.497716E+01  -0.692520E+01
  2107   0.202848E+03   0.497364E+01  -0.680726E+01
  2108   0.202231E+03   0.497072E+01  -0.669056E+01
  2109   0.201625E+03   0.496840E+01  -0.657509E+01
  2110   0.201006E+03   0.496668E+01  -0.646097E+01
  2111   0.200382E+03   0.496541E+01  -0.634818E+01
  2112   0.199753E+03   0.496482E+01  -0.623671E+01
  2113   0.199119E+03   0.496461E+01  -0.612677E+01
  2114   0.198487E+03   0.496502E+01  -0.601820E+01
  2115   0.197843E+03   0.496604E+01  -0.591105E+01
  2116   0.197208E+03   0.496769E+01  -0.580538E+01
  2117   0.196561E+03   0.497002E+01  -0.570140E+01
  2118   0.195908E+03   0.497254E+01  -0.559872E+01
  2119   0.195257E+03   0.497569E+01  -0.549771E+01
  2120   0.194593E+03   0.497925E+01  -0.539820E+01
  2121   0.193932E+03   0.498345E+01  -0.530040E+01
  2122   0.193264E+03   0.498799E+01  -0.520416E+01
  2123   0.192599E+03   0.499303E+01  -0.510960E+01
  2124   0.191935E+03   0.499849E+01  -0.501664E+01
  2125   0.191258E+03   0.500454E+01  -0.492534E+01
  2126   0.190590E+03   0.501080E+01  -0.483577E+01
  2127   0.189909E+03   0.501773E+01  -0.474799E+01
  2128   0.189236E+03   0.502495E+01  -0.466185E+01
  2129   0.188551E+03   0.503254E+01  -0.457748E+01
  2130   0.187866E+03   0.504060E+01  -0.449487E+01
  2131   0.187183E+03   0.504918E+01  -0.441410E+01
  2132   0.186501E+03   0.505801E+01  -0.433499E+01
  2133   0.185812E+03   0.506731E+01  -0.425785E+01
  2134   0.185125E+03   0.507694E+01  -0.418251E+01
  2135   0.184431E+03   0.508697E+01  -0.410882E+01
  2136   0.183738E+03   0.509719E+01  -0.403723E+01
  2137   0.183046E+03   0.510790E+01  -0.396735E+01
  2138   0.182348E+03   0.511889E+01  -0.389939E+01
  2139   0.181657E+03   0.513023E+01  -0.383329E+01
  2140   0.180960E+03   0.514185E+01  -0.376904E+01
  2141   0.180271E+03   0.515362E+01  -0.370677E+01
  2142   0.179567E+03   0.516582E+01  -0.364635E+01
  2143   0.178864E+03   0.517826E+01  -0.358791E+01
  2144   0.178161E+03   0.519093E+01  -0.353123E+01
  2145   0.177466E+03   0.520391E+01  -0.347668E+01
  2146   0.176763E+03   0.521707E+01  -0.342391E+01
  2147   0.176061E+03   0.523047E+01  -0.337312E+01
  2148   0.175374E+03   0.524420E+01  -0.332428E+01
  2149   0.174679E+03   0.525813E+01  -0.327735E+01
  2150   0.173977E+03   0.527217E+01  -0.323236E+01
  2151   0.173282E+03   0.528641E+01  -0.318931E+01
  2152   0.172587E+03   0.530085E+01  -0.314818E+01
  2153   0.171892E+03   0.531544E+01  -0.310901E+01
  2154   0.171196E+03   0.533016E+01  -0.307177E+01
  2155   0.170507E+03   0.534504E+01  -0.303645E+01
  2156   0.169818E+03   0.536007E+01  -0.300303E+01
  2157   0.169128E+03   0.537518E+01  -0.297153E+01
  2158   0.168445E+03   0.539047E+01  -0.294194E+01
  2159   0.167754E+03   0.540585E+01  -0.291424E+01
  2160   0.167070E+03   0.542126E+01  -0.288842E+01
  2161   0.166385E+03   0.543678E+01  -0.286448E+01
  2162   0.165707E+03   0.545242E+01  -0.284243E+01
  2163   0.165027E+03   0.546803E+01  -0.282223E+01
  2164   0.164347E+03   0.548370E+01  -0.280389E+01
  2165   0.163673E+03   0.549957E+01  -0.278739E+01
  2166   0.163005E+03   0.551528E+01  -0.277273E+01
  2167   0.162329E+03   0.553100E+01  -0.275991E+01
  2168   0.161659E+03   0.554686E+01  -0.274890E+01
  2169   0.161003E+03   0.556258E+01  -0.273970E+01
  2170   0.160345E+03   0.557840E+01  -0.273227E+01
  2171   0.159678E+03   0.559408E+01  -0.272661E+01
  2172   0.159025E+03   0.560979E+01  -0.272270E+01
  2173   0.158378E+03   0.562538E+01  -0.272053E+01
  2174   0.157729E+03   0.564109E+01  -0.272007E+01
  2175   0.157079E+03   0.565661E+01  -0.272132E+01
  2176   0.156434E+03   0.567196E+01  -0.272426E+01
  2177   0.155810E+03   0.568737E+01  -0.272887E+01
  2178   0.155177E+03   0.570261E+01  -0.273513E+01
  2179   0.154542E+03   0.571776E+01  -0.274303E+01
  2180   0.153913E+03   0.573277E+01  -0.275255E+01
  2181   0.153289E+03   0.574770E+01  -0.276368E+01
  2182   0.152671E+03   0.576249E+01  -0.277640E+01
  2183   0.152051E+03   0.577714E+01  -0.279065E+01
  2184   0.151436E+03   0.579159E+01  -0.280646E+01
  2185   0.150827E+03   0.580584E+01  -0.282378E+01
  2186   0.150222E+03   0.582004E+01  -0.284258E+01
  2187   0.149631E+03   0.583397E+01  -0.286286E+01
  2188   0.149030E+03   0.584780E+01  -0.288457E+01
  2189   0.148442E+03   0.586137E+01  -0.290771E+01
  2190   0.147866E+03   0.587469E+01  -0.293225E+01
  2191   0.147281E+03   0.588791E+01  -0.295817E+01
  2192   0.146708E+03   0.590074E+01  -0.298545E+01
  2193   0.146133E+03   0.591341E+01  -0.301407E+01
  2194   0.145570E+03   0.592592E+01  -0.304400E+01
  2195   0.145005E+03   0.593814E+01  -0.307527E+01
  2196   0.144452E+03   0.595005E+01  -0.310776E+01
  2197   0.143905E+03   0.596175E+01  -0.314146E+01
  2198   0.143354E+03   0.597315E+01  -0.317637E+01
  2199   0.142809E+03   0.598427E+01  -0.321252E+01
  2200   0.142276E+03   0.599512E+01  -0.324984E+01
  2201   0.141748E+03   0.600576E+01  -0.328821E+01
  2202   0.141217E+03   0.601597E+01  -0.332794E+01
  2203   0.140706E+03   0.602600E+01  -0.336844E+01
  2204   0.140185E+03   0.603568E+01  -0.341010E+01
  2205   0.139684E+03   0.604496E+01  -0.345272E+01
  2206   0.139179E+03   0.605398E+01  -0.349638E+01
  2207   0.138680E+03   0.606268E+01  -0.354089E+01
  2208   0.138192E+03   0.607112E+01  -0.358624E+01
  2209   0.137702E+03   0.607910E+01  -0.363261E+01
  2210   0.137224E+03   0.608677E+01  -0.367995E+01
  2211   0.136751E+03   0.609419E+01  -0.372803E+01
  2212   0.136282E+03   0.610109E+01  -0.377704E+01
  2213   0.135817E+03   0.610775E+01  -0.382675E+01
  2214   0.135358E+03   0.611404E+01  -0.387712E+01
  2215   0.134902E+03   0.612002E+01  -0.392838E+01
  2216   0.134452E+03   0.612549E+01  -0.398026E+01
  2217   0.134013E+03   0.613067E+01  -0.403276E+01
  2218   0.133571E+03   0.613540E+01  -0.408599E+01
  2219   0.133149E+03   0.613978E+01  -0.413981E+01
  2220   0.132724E+03   0.614386E+01  -0.419423E+01
  2221   0.132296E+03   0.614752E+01  -0.424927E+01
  2222   0.131887E+03   0.615075E+01  -0.430466E+01
  2223   0.131482E+03   0.615354E+01  -0.436057E+01
  2224   0.131075E+03   0.615607E+01  -0.441699E+01
  2225   0.130672E+03   0.615816E+01  -0.447374E+01
  2226   0.130281E+03   0.615977E+01  -0.453090E+01
  2227   0.129895E+03   0.616102E+01  -0.458850E+01
  2228   0.129513E+03   0.616179E+01  -0.464646E+01
  2229   0.129143E+03   0.616221E+01  -0.470452E+01
  2230   0.128770E+03   0.616221E+01  -0.476306E+01
  2231   0.128409E+03   0.616180E+01  -0.482174E+01
  2232   0.128045E+03   0.616098E+01  -0.488070E+01
  2233   0.127694E+03   0.615975E+01  -0.493976E+01
  2234   0.127354E+03   0.615810E+01  -0.499899E+01
  2235   0.127018E+03   0.615612E+01  -0.505842E+01
  2236   0.126687E+03   0.615365E+01  -0.511784E+01
  2237   0.126354E+03   0.615070E+01  -0.517742E+01
  2238   0.126025E+03   0.614741E+01  -0.523725E+01
  2239   0.125708E+03   0.614372E+01  -0.529683E+01
  2240   0.125380E+03   0.613961E+01  -0.535631E+01
  2241   0.125065E+03   0.613503E+01  -0.541587E+01
  2242   0.124770E+03   0.613003E+01  -0.547538E+01
  2243   0.124494E+03   0.612462E+01  -0.553455E+01
  2244   0.124200E+03   0.611881E+01  -0.559377E+01
  2245   0.123911E+03   0.611251E+01  -0.565283E+01
  2246   0.123627E+03   0.610588E+01  -0.571175E+01
  2247   0.123355E+03   0.609883E+01  -0.577048E+01
  2248   0.123081E+03   0.609130E+01  -0.582895E+01
  2249   0.122812E+03   0.608343E+01  -0.588703E+01
  2250   0.122554E+03   0.607507E+01  -0.594504E+01
  2251   0.122295E+03   0.606637E+01  -0.600253E+01
  2252   0.122040E+03   0.605718E+01  -0.605984E+01
  2253   0.121798E+03   0.604765E+01  -0.611674E+01
  2254   0.121560E+03   0.603771E+01  -0.617326E+01
  2255   0.121321E+03   0.602742E+01  -0.622933E+01
  2256   0.121094E+03   0.601663E+01  -0.628505E+01
  2257   0.120864E+03   0.600550E+01  -0.634028E+01
  2258   0.120640E+03   0.599395E+01  -0.639496E+01
  2259   0.120428E+03   0.598198E+01  -0.644940E+01
  2260   0.120214E+03   0.596965E+01  -0.650318E+01
  2261   0.120006E+03   0.595690E+01  -0.655630E+01
  2262   0.119803E+03   0.594388E+01  -0.660886E+01
  2263   0.119604E+03   0.593042E+01  -0.666093E+01
  2264   0.119404E+03   0.591653E+01  -0.671210E+01
  2265   0.119202E+03   0.590235E+01  -0.676274E+01
  2266   0.119013E+03   0.588782E+01  -0.681280E+01
  2267   0.118837E+03   0.587292E+01  -0.686183E+01
  2268   0.118658E+03   0.585758E+01  -0.691075E+01
  2269   0.118478E+03   0.584195E+01  -0.695926E+01
  2270   0.118304E+03   0.582603E+01  -0.700679E+01
  2271   0.118142E+03   0.580973E+01  -0.705335E+01
  2272   0.117979E+03   0.579313E+01  -0.709894E+01
  2273   0.117814E+03   0.577600E+01  -0.714359E+01
  2274   0.117662E+03   0.575864E+01  -0.718804E+01
  2275   0.117502E+03   0.574104E+01  -0.723156E+01
  2276   0.117362E+03   0.572306E+01  -0.727341E+01
  2277   0.117220E+03   0.570477E+01  -0.731510E+01
  2278   0.117070E+03   0.568623E+01  -0.735664E+01
  2279   0.116933E+03   0.566729E+01  -0.739654E+01
  2280   0.116794E+03   0.564818E+01  -0.743630E+01
  2281   0.116662E+03   0.562859E+01  -0.747444E+01
  2282   0.116528E+03   0.560889E+01  -0.751172E+01
  2283   0.116393E+03   0.558879E+01  -0.754814E+01
  2284   0.116272E+03   0.556856E+01  -0.758297E+01
  2285   0.116149E+03   0.554800E+01  -0.761770E+01
  2286   0.116011E+03   0.552709E+01  -0.765159E+01
  2287   0.115879E+03   0.550605E+01  -0.768392E+01
  2288   0.115776E+03   0.548466E+01  -0.771542E+01
  2289   0.115657E+03   0.546314E+01  -0.774610E+01
  2290   0.115544E+03   0.544126E+01  -0.777524E+01
  2291   0.115445E+03   0.541916E+01  -0.780430E+01
  2292   0.115361E+03   0.539691E+01  -0.783183E+01
  2293   0.115253E+03   0.537436E+01  -0.785856E+01
  2294   0.115152E+03   0.535166E+01  -0.788376E+01
  2295   0.115058E+03   0.532858E+01  -0.790816E+01
  2296   0.114948E+03   0.530556E+01  -0.793105E+01
  2297   0.114861E+03   0.528223E+01  -0.795389E+01
  2298   0.114772E+03   0.525880E+01  -0.797521E+01
  2299   0.114676E+03   0.523512E+01  -0.799502E+01
  2300   0.114594E+03   0.521118E+01  -0.801405E+01
  2301   0.114489E+03   0.518714E+01  -0.803232E+01
  2302   0.114400E+03   0.516305E+01  -0.804981E+01
  2303   0.114324E+03   0.513863E+01  -0.806506E+01
  2304   0.114234E+03   0.511415E+01  -0.807955E+01
  2305   0.114151E+03   0.508955E+01  -0.809327E+01
  2306   0.114067E+03   0.506474E+01  -0.810550E+01
  2307   0.113962E+03   0.503988E+01  -0.811771E+01
  2308   0.113886E+03   0.501487E+01  -0.812769E+01
  2309   0.113825E+03   0.498972E+01  -0.813691E+01
  2310   0.113749E+03   0.496457E+01  -0.814464E+01
  2311   0.113666E+03   0.493911E+01  -0.815162E+01
  2312   0.113590E+03   0.491372E+01  -0.815785E+01
  2313   0.113507E+03   0.488825E+01  -0.816258E+01
  2314   0.113432E+03   0.486268E+01  -0.816582E+01
  2315   0.113358E+03   0.483701E+01  -0.816831E+01
  2316   0.113276E+03   0.481132E+01  -0.817004E+01
  2317   0.113202E+03   0.478560E+01  -0.817028E+01
  2318   0.113128E+03   0.475976E+01  -0.817050E+01
  2319   0.113048E+03   0.473389E+01  -0.816922E+01
  2320   0.112976E+03   0.470804E+01  -0.816643E+01
  2321   0.112911E+03   0.468207E+01  -0.816214E+01
  2322   0.112832E+03   0.465619E+01  -0.815708E+01
  2323   0.112747E+03   0.463019E+01  -0.815124E+01
  2324   0.112677E+03   0.460434E+01  -0.814464E+01
  2325   0.112601E+03   0.457835E+01  -0.813651E+01
  2326   0.112525E+03   0.455243E+01  -0.812834E+01
  2327   0.112450E+03   0.452637E+01  -0.811789E+01
  2328   0.112391E+03   0.450052E+01  -0.810666E+01
  2329   0.112318E+03   0.447459E+01  -0.809462E+01
  2330   0.112238E+03   0.444872E+01  -0.808178E+01
  2331   0.112153E+03   0.442297E+01  -0.806739E+01
  2332   0.112075E+03   0.439721E+01  -0.805293E+01
  2333   0.111999E+03   0.437148E+01  -0.803690E+01
  2334   0.111901E+03   0.434566E+01  -0.802004E+01
  2335   0.111820E+03   0.432009E+01  -0.800235E+01
  2336   0.111739E+03   0.429448E+01  -0.798381E+01
  2337   0.111653E+03   0.426905E+01  -0.796294E+01
  2338   0.111568E+03   0.424372E+01  -0.794269E+01
  2339   0.111476E+03   0.421834E+01  -0.792084E+01
  2340   0.111386E+03   0.419312E+01  -0.789663E+01
  2341   0.111312E+03   0.416806E+01  -0.787525E+01
  2342   0.111218E+03   0.414302E+01  -0.785075E+01
  2343   0.111124E+03   0.411813E+01  -0.782535E+01
  2344   0.111032E+03   0.409331E+01  -0.779904E+01
  2345   0.110942E+03   0.406871E+01  -0.777255E+01
  2346   0.110853E+03   0.404426E+01  -0.774514E+01
  2347   0.110766E+03   0.401987E+01  -0.771605E+01
  2348   0.110665E+03   0.399570E+01  -0.768750E+01
  2349   0.110581E+03   0.397158E+01  -0.765724E+01
  2350   0.110469E+03   0.394766E+01  -0.762676E+01
  2351   0.110358E+03   0.392387E+01  -0.759456E+01
  2352   0.110256E+03   0.390027E+01  -0.756137E+01
  2353   0.110149E+03   0.387679E+01  -0.752867E+01
  2354   0.110051E+03   0.385357E+01  -0.749496E+01
  2355   0.109939E+03   0.383047E+01  -0.746098E+01
  2356   0.109829E+03   0.380761E+01  -0.742522E+01
  2357   0.109714E+03   0.378487E+01  -0.738917E+01
  2358   0.109600E+03   0.376222E+01  -0.735356E+01
  2359   0.109481E+03   0.373982E+01  -0.731614E+01
  2360   0.109364E+03   0.371773E+01  -0.727840E+01
  2361   0.109248E+03   0.369581E+01  -0.724032E+01
  2362   0.109127E+03   0.367405E+01  -0.720114E+01
  2363   0.109001E+03   0.365253E+01  -0.716160E+01
  2364   0.108876E+03   0.363116E+01  -0.712170E+01
  2365   0.108753E+03   0.361016E+01  -0.708140E+01
  2366   0.108617E+03   0.358925E+01  -0.703997E+01
  2367   0.108491E+03   0.356855E+01  -0.699813E+01
  2368   0.108359E+03   0.354808E+01  -0.695587E+01
  2369   0.108221E+03   0.352797E+01  -0.691392E+01
  2370   0.108078E+03   0.350792E+01  -0.687153E+01
  2371   0.107945E+03   0.348824E+01  -0.682720E+01
  2372   0.107806E+03   0.346869E+01  -0.678314E+01
  2373   0.107654E+03   0.344950E+01  -0.673935E+01
  2374   0.107511E+03   0.343051E+01  -0.669387E+01
  2375   0.107356E+03   0.341180E+01  -0.664901E+01
  2376   0.107210E+03   0.339329E+01  -0.660437E+01
  2377   0.107051E+03   0.337506E+01  -0.655846E+01
  2378   0.106901E+03   0.335710E+01  -0.651267E+01
  2379   0.106739E+03   0.333940E+01  -0.646655E+01
  2380   0.106586E+03   0.332191E+01  -0.642031E+01
  2381   0.106428E+03   0.330467E+01  -0.637356E+01
  2382   0.106264E+03   0.328778E+01  -0.632674E+01
  2383   0.106095E+03   0.327108E+01  -0.627939E+01
  2384   0.105928E+03   0.325472E+01  -0.623208E+01
  2385   0.105755E+03   0.323854E+01  -0.618459E+01
  2386   0.105584E+03   0.322270E+01  -0.613691E+01
  2387   0.105408E+03   0.320705E+01  -0.608901E+01
  2388   0.105227E+03   0.319187E+01  -0.604103E+01
  2389   0.105047E+03   0.317673E+01  -0.599290E+01
  2390   0.104869E+03   0.316200E+01  -0.594481E+01
  2391   0.104679E+03   0.314759E+01  -0.589653E+01
  2392   0.104490E+03   0.313337E+01  -0.584828E+01
  2393   0.104310E+03   0.311940E+01  -0.579996E+01
  2394   0.104111E+03   0.310577E+01  -0.575156E+01
  2395   0.103920E+03   0.309246E+01  -0.570330E+01
  2396   0.103724E+03   0.307940E+01  -0.565493E+01
  2397   0.103530E+03   0.306660E+01  -0.560667E+01
  2398   0.103323E+03   0.305413E+01  -0.555844E+01
  2399   0.103133E+03   0.304183E+01  -0.551029E+01
  2400   0.102929E+03   0.302994E+01  -0.546213E+01
  2401   0.102720E+03   0.301830E+01  -0.541411E+01
  2402   0.102521E+03   0.300692E+01  -0.536621E+01
  2403   0.102308E+03   0.299579E+01  -0.531835E+01
  2404   0.102097E+03   0.298507E+01  -0.527073E+01
  2405   0.101880E+03   0.297452E+01  -0.522327E+01
  2406   0.101672E+03   0.296430E+01  -0.517596E+01
  2407   0.101451E+03   0.295441E+01  -0.512878E+01
  2408   0.101232E+03   0.294477E+01  -0.508181E+01
  2409   0.101008E+03   0.293532E+01  -0.503517E+01
  2410   0.100792E+03   0.292627E+01  -0.498863E+01
  2411   0.100570E+03   0.291740E+01  -0.494248E+01
  2412   0.100336E+03   0.290886E+01  -0.489641E+01
  2413   0.100110E+03   0.290058E+01  -0.485078E+01
  2414   0.998787E+02   0.289256E+01  -0.480536E+01
  2415   0.996488E+02   0.288479E+01  -0.476028E+01
  2416   0.994204E+02   0.287737E+01  -0.471553E+01
  2417   0.991861E+02   0.287012E+01  -0.467097E+01
  2418   0.989534E+02   0.286314E+01  -0.462694E+01
  2419   0.987146E+02   0.285635E+01  -0.458321E+01
  2420   0.984773E+02   0.284998E+01  -0.453985E+01
  2421   0.982340E+02   0.284379E+01  -0.449685E+01
  2422   0.979995E+02   0.283788E+01  -0.445420E+01
  2423   0.977515E+02   0.283223E+01  -0.441204E+01
  2424   0.975049E+02   0.282677E+01  -0.437021E+01
  2425   0.972670E+02   0.282174E+01  -0.432886E+01
  2426   0.970154E+02   0.281684E+01  -0.428796E+01
  2427   0.967652E+02   0.281213E+01  -0.424745E+01
  2428   0.965235E+02   0.280778E+01  -0.420746E+01
  2429   0.962682E+02   0.280348E+01  -0.416798E+01
  2430   0.960215E+02   0.279962E+01  -0.412893E+01
  2431   0.957610E+02   0.279596E+01  -0.409037E+01
  2432   0.955164E+02   0.279244E+01  -0.405231E+01
  2433   0.952507E+02   0.278920E+01  -0.401481E+01
  2434   0.950007E+02   0.278611E+01  -0.397778E+01
  2435   0.947444E+02   0.278331E+01  -0.394129E+01
  2436   0.944889E+02   0.278073E+01  -0.390535E+01
  2437   0.942344E+02   0.277837E+01  -0.387000E+01
  2438   0.939733E+02   0.277617E+01  -0.383511E+01
  2439   0.937131E+02   0.277426E+01  -0.380089E+01
  2440   0.934611E+02   0.277251E+01  -0.376718E+01
  2441   0.931950E+02   0.277092E+01  -0.373412E+01
  2442   0.929370E+02   0.276964E+01  -0.370165E+01
  2443   0.926724E+02   0.276852E+01  -0.366967E+01
  2444   0.924083E+02   0.276757E+01  -0.363834E+01
  2445   0.921449E+02   0.276686E+01  -0.360771E+01
  2446   0.918821E+02   0.276625E+01  -0.357758E+01
  2447   0.916198E+02   0.276581E+01  -0.354807E+01
  2448   0.913507E+02   0.276555E+01  -0.351934E+01
  2449   0.910894E+02   0.276562E+01  -0.349115E+01
  2450   0.908211E+02   0.276580E+01  -0.346352E+01
  2451   0.905532E+02   0.276602E+01  -0.343664E+01
  2452   0.902783E+02   0.276650E+01  -0.341038E+01
  2453   0.900185E+02   0.276710E+01  -0.338473E+01
  2454   0.897516E+02   0.276789E+01  -0.335976E+01
  2455   0.894850E+02   0.276881E+01  -0.333547E+01
  2456   0.892186E+02   0.276993E+01  -0.331177E+01
  2457   0.889524E+02   0.277118E+01  -0.328882E+01
  2458   0.886790E+02   0.277249E+01  -0.326654E+01
  2459   0.884205E+02   0.277400E+01  -0.324500E+01
  2460   0.881547E+02   0.277559E+01  -0.322397E+01
  2461   0.878815E+02   0.277731E+01  -0.320368E+01
  2462   0.876232E+02   0.277926E+01  -0.318405E+01
  2463   0.873575E+02   0.278120E+01  -0.316501E+01
